ID,Address,Street,Neighbourhood,City,Price,Bathroom,Bedroom,Link
2020-10-17,l884498,36 Fisher St,Fisher St,Central,Oshawa,$399000,3 baths,3 beds,https://oshawa.listing.ca/36-fisher-st.E4954390.htm#pp-1c
2020-10-17,l884493,204 Bond St,Bond St,McLaughlin,Oshawa,$399000,1 baths,2 beds,https://oshawa.listing.ca/204-bond-st.E4954303.htm#pp-1d
2020-10-17,l884488,1153 Somerville St,Somerville St,Centennial,Oshawa,$229900,0 baths,0 beds,https://oshawa.listing.ca/1153-somerville-st.E4954275.htm#pp-1e
2020-10-17,l884339,966 Adelaide Ave 52,Adelaide Ave,Eastdale,Oshawa,$379000,2 baths,3 beds,https://oshawa.listing.ca/966-adelaide-ave-52.E4953971.htm#pp-1f
2020-10-17,l884128,749 Hortop St,Hortop St,Centennial,Oshawa,$749900,3 baths,3+1 beds,https://oshawa.listing.ca/749-hortop-st.E4953893.htm#pp-1g
2020-10-17,l883998,1037 Mary St,Mary St,O'Neill,Oshawa,$680000,4 baths,3+3 beds,https://oshawa.listing.ca/1037-mary-st.E4953684.htm#pp-1h
2020-10-17,l883995,779 Crowells Crt,Crowells Crt,Pinecrest,Oshawa,$599900,2 baths,3+1 beds,https://oshawa.listing.ca/779-crowells-crt.E4953669.htm#pp-1i
2020-10-17,l883994,564 Mary St,Mary St,O\'Neill,Oshawa,$599900,1 baths,3 beds,https://oshawa.listing.ca/564-mary-st.E4953666.htm#pp-1j
2020-10-17,l883633,430 Simcoe St,Simcoe St,Lakeview,Oshawa,$698000,5 baths,2 beds,https://oshawa.listing.ca/430-simcoe-st.E4953407.htm#pp-1k
2020-10-17,l883592,1810 Dalhousie Cres,Dalhousie Cres,Samac,Oshawa,$679000,4 baths,3+2 beds,https://oshawa.listing.ca/1810-dalhousie-cres.E4953002.htm#pp-1l
2020-10-17,l883591,1773 William Lott Dr,William Lott Dr,Windfields,Oshawa,$869995,4 baths,4 beds,https://oshawa.listing.ca/1773-william-lott-dr.E4952973.htm#pp-1m
2020-10-17,l883579,1632 Sarasota Cres,Sarasota Cres,Samac,Oshawa,$599888,3 baths,3 beds,https://oshawa.listing.ca/1632-sarasota-cres.E4952789.htm#pp-1n
2020-10-17,l883576,244 Taunton Rd,Taunton Rd,Samac,Oshawa,$599900,2 baths,3+2 beds,https://oshawa.listing.ca/244-taunton-rd.E4952762.htm#pp-1o
2020-10-17,l883379,214 Park Rd,Park Rd,Vanier,Oshawa,$479000,2 baths,4 beds,https://oshawa.listing.ca/214-park-rd.E4952723.htm#pp-1p
2020-10-17,l883376,127 Verdun Rd,Verdun Rd,Centennial,Oshawa,$550000,3 baths,3+1 beds,https://oshawa.listing.ca/127-verdun-rd.E4952666.htm#pp-1q
2020-10-17,l883374,189 Nassau St,Nassau St,Vanier,Oshawa,$414900,2 baths,2 beds,https://oshawa.listing.ca/189-nassau-st.E4952623.htm#pp-1r
2020-10-17,l883368,154 Adele Cres,Adele Cres,McLaughlin,Oshawa,$600000,2 baths,3 beds,https://oshawa.listing.ca/154-adele-cres.E4952569.htm#pp-1s
2020-10-17,l883360,541 Galahad Dr,Galahad Dr,Eastdale,Oshawa,$500000,2 baths,3 beds,https://oshawa.listing.ca/541-galahad-dr.E4952470.htm#pp-1t
2020-10-17,l883357,869 Traddles Ave,Traddles Ave,Eastdale,Oshawa,$600000,2 baths,3 beds,https://oshawa.listing.ca/869-traddles-ave.E4952437.htm#pp-1u
2020-10-17,l883351,918 Taggart Cres,Taggart Cres,Pinecrest,Oshawa,$650000,4 baths,3+1 beds,https://oshawa.listing.ca/918-taggart-cres.E4952372.htm#pp-1v
2020-10-17,l883342,212 Castlebar Cres,Castlebar Cres,Vanier,Oshawa,$449900,2 baths,3 beds,https://oshawa.listing.ca/212-castlebar-cres.E4952260.htm#pp-1w
2020-10-17,l883334,391 Farewell St,Farewell St,Donevan,Oshawa,$585000,2 baths,3+2 beds,https://oshawa.listing.ca/391-farewell-st.E4952187.htm#pp-1x
2020-10-17,l883324,286 Celina St,Celina St,Central,Oshawa,$399000,2 baths,3+1 beds,https://oshawa.listing.ca/286-celina-st.E4952136.htm#pp-1y
2020-10-17,l883323,452 Beverly St,Beverly St,O'Neill,Oshawa,$499900,2 baths,2 beds,https://oshawa.listing.ca/452-beverly-st.E4952130.htm#pp-1z
2020-10-17,l883162,900 Wilson Rd 204,Wilson Rd,Centennial,Oshawa,$650000,2 baths,2 beds,https://oshawa.listing.ca/900-wilson-rd-204.E4953389.htm#pp-20
2020-10-17,l882838,960 Glen St 64,Glen St,Lakeview,Oshawa,$349900,2 baths,3 beds,https://oshawa.listing.ca/960-glen-st-64.E4952822.htm#pp-21
2020-10-17,l882606,394 Pompano Crt,Pompano Crt,Samac,Oshawa,$599900,2 baths,3 beds,https://oshawa.listing.ca/394-pompano-crt.E4952098.htm#pp-22
2020-10-17,l882597,80 Cadillac Ave,Cadillac Ave,Central,Oshawa,$499900,2 baths,2+1 beds,https://oshawa.listing.ca/80-cadillac-ave.E4952036.htm#pp-23
2020-10-17,l882484,4680 Old Simcoe St,Old Simcoe St,Raglan,Oshawa,$749900,3 baths,4 beds,https://oshawa.listing.ca/4680-old-simcoe-st.E4951878.htm#pp-24
2020-10-17,l882244,150 Celina St,Celina St,Central,Oshawa,$499000,2 baths,3+1 beds,https://oshawa.listing.ca/150-celina-st.E4951676.htm#pp-25
2020-10-17,l882217,2358 Pilgrim Sq,Pilgrim Sq,Windfields,Oshawa,$699900,3 baths,4 beds,https://oshawa.listing.ca/2358-pilgrim-sq.E4951158.htm#pp-26
2020-10-17,l882121,181 Iribelle Ave,Iribelle Ave,Windfields,Oshawa,$1188000,4 baths,4+1 beds,https://oshawa.listing.ca/181-iribelle-ave.E4951057.htm#pp-27
2020-10-17,l882119,2293 Pindar Cres,Pindar Cres,Kedron,Oshawa,$898900,4 baths,4+1 beds,https://oshawa.listing.ca/2293-pindar-cres.E4951042.htm#pp-28
2020-10-17,l881884,317 Currie Ave,Currie Ave,Central,Oshawa,$550000,2 baths,3+1 beds,https://oshawa.listing.ca/317-currie-ave.E4950822.htm#pp-29
2020-10-17,l881879,810 Sundance Circ,Sundance Circ,Northglen,Oshawa,$769900,3 baths,4 beds,https://oshawa.listing.ca/810-sundance-circ.E4950770.htm#pp-2a
2020-10-17,l881878,168 Centre St,Centre St,Central,Oshawa,$544900,2 baths,0 beds,https://oshawa.listing.ca/168-centre-st.E4950765.htm#pp-2b
2020-10-17,l881863,200 Glenwood Cres,Glenwood Cres,Centennial,Oshawa,$1075000,4 baths,4 beds,https://oshawa.listing.ca/200-glenwood-cres.E4950567.htm#pp-2c
2020-10-17,l881846,406 Glenmar Ave,Glenmar Ave,Northglen,Oshawa,$819999,3 baths,3 beds,https://oshawa.listing.ca/406-glenmar-ave.E4950417.htm#pp-2d
2020-10-17,l881671,1133 Ritson Rd 82,Ritson Rd,Centennial,Oshawa,$479000,2 baths,3 beds,https://oshawa.listing.ca/1133-ritson-rd-82.E4951543.htm#pp-2e
2020-10-17,l881662,1900 Simcoe St 729,Simcoe St,Samac,Oshawa,$179900,1 baths,0 beds,https://oshawa.listing.ca/1900-simcoe-st-729.E4951340.htm#pp-2f
2020-10-17,l881326,55 William St Ph8,William St,O'Neill,Oshawa,$329000,1 baths,1 beds,https://oshawa.listing.ca/55-william-st-ph8.E4950887.htm#pp-2g
2020-10-17,l880992,1566 Fieldgate Dr,Fieldgate Dr,Samac,Oshawa,$569900,2 baths,3 beds,https://oshawa.listing.ca/1566-fieldgate-dr.E4950031.htm#pp-2h
2020-10-17,l880842,452 Phillip Murray Ave,Phillip Murray Ave,Lakeview,Oshawa,$619900,2 baths,3+2 beds,https://oshawa.listing.ca/452-phillip-murray-ave.E4949945.htm#pp-2i
2020-10-17,l880763,2341 Steeplechase St,Steeplechase St,Windfields,Oshawa,$598000,3 baths,3 beds,https://oshawa.listing.ca/2341-steeplechase-st.E4949903.htm#pp-2j
2020-10-17,l880752,2026 Bridle Rd,Bridle Rd,Windfields,Oshawa,$1029000,4 baths,4 beds,https://oshawa.listing.ca/2026-bridle-rd.E4949802.htm#pp-2k
2020-10-17,l880662,691 Blythwood Sq,Blythwood Sq,Samac,Oshawa,$799000,3 baths,3+1 beds,https://oshawa.listing.ca/691-blythwood-sq.E4949713.htm#pp-2l
2020-10-17,l880637,2494 Bromus Path 35,Bromus Path,Windfields,Oshawa,$595000,3 baths,3 beds,https://oshawa.listing.ca/2494-bromus-path-35.E4949707.htm#pp-2m
2020-10-17,l880234,344 Rossland Rd,Rossland Rd,Centennial,Oshawa,$625000,3 baths,3 beds,https://oshawa.listing.ca/344-rossland-rd.E4949252.htm#pp-2n
2020-10-17,l880164,956 Coyston Dr,Coyston Dr,Eastdale,Oshawa,$878500,5 baths,4+2 beds,https://oshawa.listing.ca/956-coyston-dr.E4949087.htm#pp-2o
2020-10-17,l880108,2500 Hill Rise Crt 53,Hill Rise Crt,Windfields,Oshawa,$449900,3 baths,2 beds,https://oshawa.listing.ca/2500-hill-rise-crt-53.E4949124.htm#pp-2p
2020-10-17,l879911,561 Bond St,Bond St,Eastdale,Oshawa,$499900,2 baths,2+2 beds,https://oshawa.listing.ca/561-bond-st.E4948912.htm#pp-2q
2020-10-17,l879907,254 Symington Ave,Symington Ave,Windfields,Oshawa,$949900,4 baths,5 beds,https://oshawa.listing.ca/254-symington-ave.E4948822.htm#pp-2r
2020-10-17,l879904,86 Phillips St,Phillips St,Lakeview,Oshawa,$455900,1 baths,3 beds,https://oshawa.listing.ca/86-phillips-st.E4948763.htm#pp-2s
2020-10-17,l879574,935 Southridge St,Southridge St,Donevan,Oshawa,$519800,2 baths,3 beds,https://oshawa.listing.ca/935-southridge-st.E4948614.htm#pp-2t
2020-10-17,l879559,2696 Deputy Minister Path,Deputy Minister Path,Windfields,Oshawa,$546000,3 baths,4 beds,https://oshawa.listing.ca/2696-deputy-minister-path.E4948274.htm#pp-2u
2020-10-17,l879382,221 Ormond Dr 42,Ormond Dr,Samac,Oshawa,$450000,3 baths,4 beds,https://oshawa.listing.ca/221-ormond-dr-42.E4948599.htm#pp-2v
2020-10-17,l878985,116 Banting Ave,Banting Ave,Central,Oshawa,$399900,2 baths,3 beds,https://oshawa.listing.ca/116-banting-ave.E4947796.htm#pp-2w
2020-10-17,l878969,131 Connaught St,Connaught St,O'Neill,Oshawa,$599900,2 baths,2 beds,https://oshawa.listing.ca/131-connaught-st.E4947610.htm#pp-2x
2020-10-17,l878801,1900 Simcoe St 226,Simcoe St,Samac,Oshawa,$169900,1 baths,0 beds,https://oshawa.listing.ca/1900-simcoe-st-226.E4947849.htm#pp-2y
2020-10-17,l878539,289 Nassau St,Nassau St,Vanier,Oshawa,$390000,2 baths,2 beds,https://oshawa.listing.ca/289-nassau-st.E4947137.htm#pp-2z
2020-10-17,l878528,2388 Chevron Prince Path,Chevron Prince Path,Windfields,Oshawa,$549990,3 baths,4 beds,https://oshawa.listing.ca/2388-chevron-prince-path.E4947092.htm#pp-30
2020-10-17,l878112,634 Crimson Cres,Crimson Cres,McLaughlin,Oshawa,$739999,2 baths,3+2 beds,https://oshawa.listing.ca/634-crimson-cres.E4946726.htm#pp-31
2020-10-17,l878109,197 Celina St,Celina St,Central,Oshawa,$379000,1 baths,2 beds,https://oshawa.listing.ca/197-celina-st.E4946677.htm#pp-32
2020-10-17,l877928,1900 Simcoe St 434,Simcoe St,Samac,Oshawa,$174998,1 baths,0 beds,https://oshawa.listing.ca/1900-simcoe-st-434.E4946986.htm#pp-33
2020-10-17,l877494,228 Grandview St,Grandview St,Donevan,Oshawa,$649900,2 baths,4+1 beds,https://oshawa.listing.ca/228-grandview-st.E4946070.htm#pp-34
2020-10-17,l877488,313 Elgin St,Elgin St,McLaughlin,Oshawa,$450000,2 baths,3 beds,https://oshawa.listing.ca/313-elgin-st.E4945999.htm#pp-35
2020-10-17,l877465,175 Prince St,Prince St,O\'Neill,Oshawa,$399900,3 baths,3 beds,https://oshawa.listing.ca/175-prince-st.E4945730.htm#pp-36
2020-10-17,l877454,822 Ritson Rd,Ritson Rd,Centennial,Oshawa,$874900,4 baths,4+2 beds,https://oshawa.listing.ca/822-ritson-rd.E4944975.htm#pp-37
2020-10-17,l877326,2568 Rosedrop Path,Rosedrop Path,Windfields,Oshawa,$564900,3 baths,4+1 beds,https://oshawa.listing.ca/2568-rosedrop-path.E4946192.htm#pp-38
2020-10-17,l877315,2572 Bromus Path,Bromus Path,Windfields,Oshawa,$559900,3 baths,3 beds,https://oshawa.listing.ca/2572-bromus-path.E4945953.htm#pp-39
2020-10-17,l877306,1055 Central Park Blvd 40,Central Park Blvd,Centennial,Oshawa,$439900,1 baths,3 beds,https://oshawa.listing.ca/1055-central-park-blvd-40.E4945670.htm#pp-3a
2020-10-17,l876566,1039 Eagle Ridge Dr,Eagle Ridge Dr,Taunton,Oshawa,$849000,4 baths,4 beds,https://oshawa.listing.ca/1039-eagle-ridge-dr.E4944669.htm#pp-3b
2020-10-17,l876562,29 Sunset Dr,Sunset Dr,Centennial,Oshawa,$659800,2 baths,3+2 beds,https://oshawa.listing.ca/29-sunset-dr.E4944607.htm#pp-3c
2020-10-17,l876401,460 Woodmount Dr 6,Woodmount Dr,Samac,Oshawa,$499900,3 baths,3+1 beds,https://oshawa.listing.ca/460-woodmount-dr-6.E4945181.htm#pp-3d
2020-10-17,l876391,1900 Simcoe St 509,Simcoe St,Samac,Oshawa,$179900,1 baths,0 beds,https://oshawa.listing.ca/1900-simcoe-st-509.E4944918.htm#pp-3e
2020-10-17,l875993,321 Highland Ave,Highland Ave,Central,Oshawa,$499900,1 baths,3+1 beds,https://oshawa.listing.ca/321-highland-ave.E4944205.htm#pp-3f
2020-10-17,l875990,1922 Dalhousie Cres,Dalhousie Cres,Samac,Oshawa,$679900,2 baths,3+1 beds,https://oshawa.listing.ca/1922-dalhousie-cres.E4944137.htm#pp-3g
2020-10-17,l875967,239 Burk St,Burk St,Vanier,Oshawa,$449900,2 baths,2 beds,https://oshawa.listing.ca/239-burk-st.E4943930.htm#pp-3h
2020-10-17,l875785,55 William St 815,William St,McLaughlin,Oshawa,$354900,2 baths,2 beds,https://oshawa.listing.ca/55-william-st-815.E4943925.htm#pp-3i
2020-10-17,l875781,1900 Simcoe St 826,Simcoe St,Samac,Oshawa,$179900,1 baths,0 beds,https://oshawa.listing.ca/1900-simcoe-st-826.E4749199.htm#pp-3j
2020-10-17,l875520,599 Burton Rd,Burton Rd,Vanier,Oshawa,$550000,0 baths,0 beds,https://oshawa.listing.ca/599-burton-rd.E4943536.htm#pp-3k
2020-10-17,l875129,537 Masson St,Masson St,O'Neill,Oshawa,$569900,2 baths,3 beds,https://oshawa.listing.ca/537-masson-st.E4943030.htm#pp-3l
2020-10-17,l875128,214 Jackson Ave,Jackson Ave,Central,Oshawa,$559900,2 baths,3 beds,https://oshawa.listing.ca/214-jackson-ave.E4943004.htm#pp-3m
2020-10-17,l875111,583 Cobblehill Dr,Cobblehill Dr,Pinecrest,Oshawa,$549900,2 baths,3 beds,https://oshawa.listing.ca/583-cobblehill-dr.E4942786.htm#pp-3n
2020-10-17,l874921,1010 Glen St 92,Glen St,Lakeview,Oshawa,$349900,2 baths,3 beds,https://oshawa.listing.ca/1010-glen-st-92.E4942952.htm#pp-3o
2020-10-17,l874541,404 Amstel Crt,Amstel Crt,O\'Neill,Oshawa,$699900,4 baths,3+1 beds,https://oshawa.listing.ca/404-amstel-crt.E4942503.htm#pp-3p
2020-10-17,l874525,306 Bristol Cres,Bristol Cres,Vanier,Oshawa,$569900,3 baths,3+1 beds,https://oshawa.listing.ca/306-bristol-cres.E4942285.htm#pp-3q
2020-10-17,l874520,431 Compton Cres,Compton Cres,Centennial,Oshawa,$599900,2 baths,4 beds,https://oshawa.listing.ca/431-compton-cres.E4942216.htm#pp-3r
2020-10-17,l874326,1900 Simcoe St 310,Simcoe St,Samac,Oshawa,$173900,1 baths,1 beds,https://oshawa.listing.ca/1900-simcoe-st-310.E4942485.htm#pp-3s
2020-10-17,l874307,44 Bond St 613,Bond St,O\'Neill,Oshawa,$329900,1 baths,1 beds,https://oshawa.listing.ca/44-bond-st-613.E4941948.htm#pp-3t
2020-10-17,l873625,15 Oshawa Blvd,Oshawa Blvd,Central,Oshawa,$439900,2 baths,3 beds,https://oshawa.listing.ca/15-oshawa-blvd.E4941061.htm#pp-3u
2020-10-17,l873478,120 Elgin St 204,Elgin St,O\'Neill,Oshawa,$419900,1 baths,2 beds,https://oshawa.listing.ca/120-elgin-st-204.E4941407.htm#pp-3v
2020-10-17,l873465,1900 Simcoe St 526,Simcoe St,Samac,Oshawa,$179600,1 baths,0 beds,https://oshawa.listing.ca/1900-simcoe-st-526.E4940997.htm#pp-3w
2020-10-17,l872676,413 Paddington Cres,Paddington Cres,Centennial,Oshawa,$625000,4 baths,2 beds,https://oshawa.listing.ca/413-paddington-cres.E4940103.htm#pp-3x
2020-10-17,l872545,437 Albert St,Albert St,Central,Oshawa,$399999,2 baths,2 beds,https://oshawa.listing.ca/437-albert-st.E4939965.htm#pp-3y
2020-10-17,l872295,549 Harmony Rd,Harmony Rd,Donevan,Oshawa,$649900,2 baths,2+1 beds,https://oshawa.listing.ca/549-harmony-rd.E4939695.htm#pp-3z
2020-10-17,l872119,555 Falconridge Dr,Falconridge Dr,Samac,Oshawa,$699000,4 baths,3+1 beds,https://oshawa.listing.ca/555-falconridge-dr.E4939394.htm#pp-40
2020-10-17,l872110,560 Berwick Cres,Berwick Cres,McLaughlin,Oshawa,$599900,2 baths,4+1 beds,https://oshawa.listing.ca/560-berwick-cres.E4938688.htm#pp-41
2020-10-17,l872041,385 Arctic Red Dr 411,Arctic Red Dr,Windfields,Oshawa,$505990,1 baths,1+1 beds,https://oshawa.listing.ca/385-arctic-red-dr-411.E4939468.htm#pp-42
2020-10-17,l872040,385 Arctic Red Dr 313,Arctic Red Dr,Windfields,Oshawa,$580990,2 baths,2 beds,https://oshawa.listing.ca/385-arctic-red-dr-313.E4939454.htm#pp-43
2020-10-17,l872039,385 Arctic Red Dr 322,Arctic Red Dr,Windfields,Oshawa,$710990,2 baths,2 beds,https://oshawa.listing.ca/385-arctic-red-dr-322.E4939447.htm#pp-44
2020-10-17,l871863,1073 Eagle Ridge Dr,Eagle Ridge Dr,Taunton,Oshawa,$999000,5 baths,4 beds,https://oshawa.listing.ca/1073-eagle-ridge-dr.E4939121.htm#pp-45
2020-10-17,l871799,385 Arctic Red Dr 103,Arctic Red Dr,Windfields,Oshawa,$655990,2 baths,2 beds,https://oshawa.listing.ca/385-arctic-red-dr-103.E4939295.htm#pp-46
2020-10-17,l871689,1215 Wadebridge Cres,Wadebridge Cres,Eastdale,Oshawa,$764900,3 baths,4 beds,https://oshawa.listing.ca/1215-wadebridge-cres.E4938990.htm#pp-47
2020-10-17,l871587,1404 Park Rd,Park Rd,Lakeview,Oshawa,$519000,2 baths,3 beds,https://oshawa.listing.ca/1404-park-rd.E4938774.htm#pp-48
2020-10-17,l871585,391 Masson St,Masson St,O'Neill,Oshawa,$949900,4 baths,5 beds,https://oshawa.listing.ca/391-masson-st.E4938739.htm#pp-49
