ID,Address,Street,Neighbourhood,City,Price,Bathroom,Bedroom,Link,
2020/10/16,l884484,644 Mcbean Ave,Mcbean Ave,Stonehaven-Wyndham,Newmarket,"$1,049,000",3 baths,4 beds,https://newmarket.listing.ca/644-mcbean-ave.N4953996.htm#kb-h
2020/10/16,l884232,551 Jack Giles Circ,Jack Giles Circ,Summerhill Estates,Newmarket,"$599,900",2 baths,3 beds,https://newmarket.listing.ca/551-jack-giles-circ.N4954630.htm#kb-i
2020/10/16,l884019,54 Portland Cres,Portland Cres,Bristol-London,Newmarket,"$899,000",4 baths,4+1 beds,https://newmarket.listing.ca/54-portland-cres.N4953733.htm#kb-j
2020/10/16,l883689,995 Gorham St,Gorham St,Gorham-College Manor,Newmarket,"$1,299,000",2 baths,3 beds,https://newmarket.listing.ca/995-gorham-st.N4953549.htm#kb-k
2020/10/16,l883686,123 Roxborough Rd,Roxborough Rd,Gorham-College Manor,Newmarket,"$969,000",4 baths,5+1 beds,https://newmarket.listing.ca/123-roxborough-rd.N4953511.htm#kb-l
2020/10/16,l883667,211 Queen St,Queen St,Central Newmarket,Newmarket,"$799,000",2 baths,2+1 beds,https://newmarket.listing.ca/211-queen-st.N4953210.htm#kb-m
2020/10/16,l883660,807 Shanahan Blvd,Shanahan Blvd,Armitage,Newmarket,"$1,199,000",4 baths,4+1 beds,https://newmarket.listing.ca/807-shanahan-blvd.N4953091.htm#kb-n
2020/10/16,l883656,582 Lydia St,Lydia St,Gorham-College Manor,Newmarket,"$775,000",1 baths,3 beds,https://newmarket.listing.ca/582-lydia-st.N4952989.htm#kb-o
2020/10/16,l883421,77 Ashton Rd,Ashton Rd,Huron Heights-Leslie Valley,Newmarket,"$883,800",2 baths,3 beds,https://newmarket.listing.ca/77-ashton-rd.N4952749.htm#kb-p
2020/10/16,l883417,200 Billings Cres,Billings Cres,Bristol-London,Newmarket,"$998,000",4 baths,3+1 beds,https://newmarket.listing.ca/200-billings-cres.N4952728.htm#kb-q
2020/10/16,l883399,177 Chambers Cres,Chambers Cres,Armitage,Newmarket,"$1,148,000",3 baths,4+1 beds,https://newmarket.listing.ca/177-chambers-cres.N4952418.htm#kb-r
2020/10/16,l883392,394 Ontario St,Ontario St,Central Newmarket,Newmarket,"$1,449,900",2 baths,4 beds,https://newmarket.listing.ca/394-ontario-st.N4952367.htm#kb-s
2020/10/16,l883390,306 Clay Stones St,Clay Stones St,Glenway Estates,Newmarket,"$745,000",4 baths,4 beds,https://newmarket.listing.ca/306-clay-stones-st.N4952327.htm#kb-t
2020/10/16,l883383,583 Bondi Ave,Bondi Ave,Gorham-College Manor,Newmarket,"$655,000",2 baths,3 beds,https://newmarket.listing.ca/583-bondi-ave.N4952235.htm#kb-u
2020/10/16,l883382,188 Mccaffrey Rd,Mccaffrey Rd,Glenway Estates,Newmarket,"$1,015,000",3 baths,4 beds,https://newmarket.listing.ca/188-mccaffrey-rd.N4952180.htm#kb-v
2020/10/16,l883181,555 Tugwell Pl,Tugwell Pl,Gorham-College Manor,Newmarket,"$539,000",3 baths,3 beds,https://newmarket.listing.ca/555-tugwell-pl.N4953144.htm#kb-w
2020/10/16,l882860,751 Wendy Culbert Cres,Wendy Culbert Cres,Stonehaven-Wyndham,Newmarket,"$749,900",4 baths,3 beds,https://newmarket.listing.ca/751-wendy-culbert-cres.N4952524.htm#kb-x
2020/10/16,l882615,630 Irwin Cres,Irwin Cres,Huron Heights-Leslie Valley,Newmarket,"$1,150",1 baths,0 beds,https://newmarket.listing.ca/630-irwin-cres.N4952057.htm#kb-y
2020/10/16,l882610,789 Harry Douglas St,Harry Douglas St,Stonehaven-Wyndham,Newmarket,"$1,388,000",4 baths,4 beds,https://newmarket.listing.ca/789-harry-douglas-st.N4952031.htm#kb-z
2020/10/16,l882506,43 Ken Bishop Way,Ken Bishop Way,Woodland Hill,Newmarket,"$959,000",4 baths,4 beds,https://newmarket.listing.ca/43-ken-bishop-way.N4951940.htm#kb-10
2020/10/16,l882503,30 Brown Crt,Brown Crt,Glenway Estates,Newmarket,"$1,600,000",4 baths,4+1 beds,https://newmarket.listing.ca/30-brown-crt.N4951920.htm#kb-11
2020/10/16,l882499,17 Heswall Lane,Heswall Lane,Glenway Estates,Newmarket,"$765,000",3 baths,3 beds,https://newmarket.listing.ca/17-heswall-lane.N4951874.htm#kb-12
2020/10/16,l882492,909 Joe Persechini Dr,Joe Persechini Dr,Summerhill Estates,Newmarket,"$759,000",3 baths,4 beds,https://newmarket.listing.ca/909-joe-persechini-dr.N4951827.htm#kb-13
2020/10/16,l882299,334 Primrose Lane,Primrose Lane,Bristol-London,Newmarket,"$895,000",3 baths,3 beds,https://newmarket.listing.ca/334-primrose-lane.N4951739.htm#kb-14
2020/10/16,l882257,102 Howlett Ave,Howlett Ave,Huron Heights-Leslie Valley,Newmarket,"$649,900",3 baths,3+1 beds,https://newmarket.listing.ca/102-howlett-ave.N4950931.htm#kb-15
2020/10/16,l881899,138 Maurice Crt,Maurice Crt,Bristol-London,Newmarket,"$599,900",2 baths,3+2 beds,https://newmarket.listing.ca/138-maurice-crt.N4950344.htm#kb-16
2020/10/16,l881895,567 Haines Rd,Haines Rd,Bristol-London,Newmarket,"$889,900",4 baths,3+3 beds,https://newmarket.listing.ca/567-haines-rd.N4943730.htm#kb-17
2020/10/16,l881124,335 Austinpaul Dr,Austinpaul Dr,Summerhill Estates,Newmarket,"$899,900",4 baths,4 beds,https://newmarket.listing.ca/335-austinpaul-dr.N4950274.htm#kb-18
2020/10/16,l881099,1246 Mccron Cres,Mccron Cres,Stonehaven-Wyndham,Newmarket,"$799,000",3 baths,4 beds,https://newmarket.listing.ca/1246-mccron-cres.N4950206.htm#kb-19
2020/10/16,l881096,298 Flagstone Way,Flagstone Way,Woodland Hill,Newmarket,"$749,900",4 baths,3 beds,https://newmarket.listing.ca/298-flagstone-way.N4950183.htm#kb-1a
2020/10/16,l880765,717 Prest Way,Prest Way,Woodland Hill,Newmarket,"$1,048,000",4 baths,4 beds,https://newmarket.listing.ca/717-prest-way.N4949781.htm#kb-1b
2020/10/16,l880570,770 Yarfield Cres,Yarfield Cres,Glenway Estates,Newmarket,"$1,130,300",4 baths,4+1 beds,https://newmarket.listing.ca/770-yarfield-cres.N4949644.htm#kb-1c
2020/10/16,l880543,680 Mcgregor Farm Tr,Mcgregor Farm Tr,Glenway Estates,Newmarket,"$1,180,000",4 baths,4 beds,https://newmarket.listing.ca/680-mcgregor-farm-tr.N4949580.htm#kb-1d
2020/10/16,l880321,915 Creekfront Way 17,Creekfront Way,Gorham-College Manor,Newmarket,"$699,999",3 baths,2 beds,https://newmarket.listing.ca/915-creekfront-way-17.N4949453.htm#kb-1e
2020/10/16,l880165,1235 Mccron Cres,Mccron Cres,Stonehaven-Wyndham,Newmarket,"$699,000",3 baths,3 beds,https://newmarket.listing.ca/1235-mccron-cres.N4949209.htm#kb-1f
2020/10/16,l880158,1047 Lockwood Circ,Lockwood Circ,Stonehaven-Wyndham,Newmarket,"$1,799,000",4 baths,4+1 beds,https://newmarket.listing.ca/1047-lockwood-circ.N4949074.htm#kb-1g
2020/10/16,l879932,686 Mcgregor Farm Tr,Mcgregor Farm Tr,Glenway Estates,Newmarket,"$1,168,800",3 baths,4 beds,https://newmarket.listing.ca/686-mcgregor-farm-tr.N4948883.htm#kb-1h
2020/10/16,l879925,849 Memorial Circ,Memorial Circ,Stonehaven-Wyndham,Newmarket,"$1,348,000",4 baths,4 beds,https://newmarket.listing.ca/849-memorial-circ.N4948814.htm#kb-1i
2020/10/16,l879854,61 William Curtis Circ,William Curtis Circ,Gorham-College Manor,Newmarket,"$568,000",2 baths,3 beds,https://newmarket.listing.ca/61-william-curtis-circ.N4948897.htm#kb-1j
2020/10/16,l879633,70 Foxtail Rdge,Foxtail Rdge,Armitage,Newmarket,"$1,277,000",4 baths,4 beds,https://newmarket.listing.ca/70-foxtail-rdge.N4948740.htm#kb-1k
2020/10/16,l879625,186 Septonne Ave,Septonne Ave,Bristol-London,Newmarket,"$649,999",2 baths,3+2 beds,https://newmarket.listing.ca/186-septonne-ave.N4948610.htm#kb-1l
2020/10/16,l879416,115 Main St 34,Main St,Central Newmarket,Newmarket,"$499,888",3 baths,2 beds,https://newmarket.listing.ca/115-main-st-34.N4948696.htm#kb-1m
2020/10/16,l879031,344 Terry Dr,Terry Dr,Central Newmarket,Newmarket,"$749,900",2 baths,4 beds,https://newmarket.listing.ca/344-terry-dr.N4947764.htm#kb-1n
2020/10/16,l879029,757 Shanahan Blvd,Shanahan Blvd,Armitage,Newmarket,"$1,100,000",3 baths,4+1 beds,https://newmarket.listing.ca/757-shanahan-blvd.N4947748.htm#kb-1o
2020/10/16,l879020,86 Roxborough Rd,Roxborough Rd,Gorham-College Manor,Newmarket,"$749,999",2 baths,3+1 beds,https://newmarket.listing.ca/86-roxborough-rd.N4947636.htm#kb-1p
2020/10/16,l879012,844 Srigley St,Srigley St,Central Newmarket,Newmarket,"$749,900",2 baths,3 beds,https://newmarket.listing.ca/844-srigley-st.N4947560.htm#kb-1q
2020/10/16,l879002,294 Millard Ave,Millard Ave,Central Newmarket,Newmarket,"$945,000",2 baths,4 beds,https://newmarket.listing.ca/294-millard-ave.N4947441.htm#kb-1r
2020/10/16,l878807,260 Davis Dr 213,Davis Dr,Central Newmarket,Newmarket,"$420,000",1 baths,2 beds,https://newmarket.listing.ca/260-davis-dr-213.N4947407.htm#kb-1s
2020/10/16,l878618,303 Luck Crt,Luck Crt,Woodland Hill,Newmarket,"$899,999",4 baths,3 beds,https://newmarket.listing.ca/303-luck-crt.N4947370.htm#kb-1t
2020/10/16,l878545,99 Crone Crt,Crone Crt,Bristol-London,Newmarket,"$649,900",2 baths,3+1 beds,https://newmarket.listing.ca/99-crone-crt.N4947079.htm#kb-1u
2020/10/16,l878487,105 Ashton Rd,Ashton Rd,Huron Heights-Leslie Valley,Newmarket,"$979,000",4 baths,3+1 beds,https://newmarket.listing.ca/105-ashton-rd.N4947239.htm#kb-1v
2020/10/16,l878158,103 Rutledge Ave,Rutledge Ave,Huron Heights-Leslie Valley,Newmarket,"$910,000",3 baths,3 beds,https://newmarket.listing.ca/103-rutledge-ave.N4946482.htm#kb-1w
2020/10/16,l878154,1057 Vice Regent Pl,Vice Regent Pl,Stonehaven-Wyndham,Newmarket,"$1,535,000",4 baths,4 beds,https://newmarket.listing.ca/1057-vice-regent-pl.N4946423.htm#kb-1x
2020/10/16,l878152,605 Mcgregor Farm Tr,Mcgregor Farm Tr,Glenway Estates,Newmarket,"$1,599,000",4 baths,3+1 beds,https://newmarket.listing.ca/605-mcgregor-farm-tr.N4946350.htm#kb-1y
2020/10/16,l878151,413 Mathews Crt,Mathews Crt,Glenway Estates,Newmarket,"$950,000",4 baths,3+1 beds,https://newmarket.listing.ca/413-mathews-crt.N4946337.htm#kb-1z
2020/10/16,l878132,393 Gilpin Dr,Gilpin Dr,Woodland Hill,Newmarket,"$1,088,888",4 baths,4 beds,https://newmarket.listing.ca/393-gilpin-dr.N4946156.htm#kb-20
2020/10/16,l877509,982 Northern Prospect Cres,Northern Prospect Cres,Stonehaven-Wyndham,Newmarket,"$1,499,800",3 baths,4 beds,https://newmarket.listing.ca/982-northern-prospect-cres.N4945667.htm#kb-21
2020/10/16,l877335,900 Bogart Mill Tr 324,Bogart Mill Tr,Gorham-College Manor,Newmarket,"$529,900",2 baths,2 beds,https://newmarket.listing.ca/900-bogart-mill-tr-324.N4945651.htm#kb-22
2020/10/16,l877125,142 Vantage Loop,Vantage Loop,Woodland Hill,Newmarket,"$988,000",5 baths,4 beds,https://newmarket.listing.ca/142-vantage-loop.N4945543.htm#kb-23
2020/10/16,l876642,162 Art West Ave,Art West Ave,Woodland Hill,Newmarket,"$1,485,000",5 baths,4+4 beds,https://newmarket.listing.ca/162-art-west-ave.N4944861.htm#kb-24
2020/10/16,l876637,871 Filiberto Pl,Filiberto Pl,Stonehaven-Wyndham,Newmarket,"$1,725,000",5 baths,4+1 beds,https://newmarket.listing.ca/871-filiberto-pl.N4944756.htm#kb-25
2020/10/16,l876043,253 Marble Pl,Marble Pl,Woodland Hill,Newmarket,"$749,900",4 baths,3+1 beds,https://newmarket.listing.ca/253-marble-pl.N4944191.htm#kb-26
2020/10/16,l876021,133 Art West Ave,Art West Ave,Woodland Hill,Newmarket,"$998,000",3 baths,4+1 beds,https://newmarket.listing.ca/133-art-west-ave.N4943824.htm#kb-27
2020/10/16,l876010,52 Eagle St,Eagle St,Central Newmarket,Newmarket,"$858,000",2 baths,3+1 beds,https://newmarket.listing.ca/52-eagle-st.N4943736.htm#kb-28
2020/10/16,l876003,982 Creebridge Cres,Creebridge Cres,Stonehaven-Wyndham,Newmarket,"$1,299,888",4 baths,4+2 beds,https://newmarket.listing.ca/982-creebridge-cres.N4943706.htm#kb-29
2020/10/16,l875801,895 Caribou Valley Circ,Caribou Valley Circ,Armitage,Newmarket,"$659,000",4 baths,3+1 beds,https://newmarket.listing.ca/895-caribou-valley-circ.N4943789.htm#kb-2a
2020/10/16,l875586,165 Revell Rd,Revell Rd,Armitage,Newmarket,"$1,150,000",5 baths,5+2 beds,https://newmarket.listing.ca/165-revell-rd.N4943616.htm#kb-2b
2020/10/16,l875533,292 Brimson Dr,Brimson Dr,Glenway Estates,Newmarket,"$1,159,000",4 baths,4+1 beds,https://newmarket.listing.ca/292-brimson-dr.N4943526.htm#kb-2c
2020/10/16,l875478,90 Belfry Dr,Belfry Dr,Huron Heights-Leslie Valley,Newmarket,"$960,000",2 baths,3+2 beds,https://newmarket.listing.ca/90-belfry-dr.N4943547.htm#kb-2d
2020/10/16,l875189,245 Liverpool Rd,Liverpool Rd,Bristol-London,Newmarket,"$869,900",2 baths,3+2 beds,https://newmarket.listing.ca/245-liverpool-rd.N4943080.htm#kb-2e
2020/10/16,l875152,106 Tango Cres,Tango Cres,Woodland Hill,Newmarket,"$1,049,000",5 baths,4 beds,https://newmarket.listing.ca/106-tango-cres.N4942580.htm#kb-2f
2020/10/16,l874564,286 Harewood Blvd,Harewood Blvd,Bristol-London,Newmarket,"$889,000",4 baths,3+1 beds,https://newmarket.listing.ca/286-harewood-blvd.N4942143.htm#kb-2g
2020/10/16,l873708,16365 Bathurst St,Bathurst St,Summerhill Estates,Newmarket,"$7,875,000",4 baths,5 beds,https://newmarket.listing.ca/16365-bathurst-st.N4941475.htm#kb-2h
2020/10/16,l873487,250 Davis Dr Ph1,Davis Dr,Central Newmarket,Newmarket,"$799,000",2 baths,3 beds,https://newmarket.listing.ca/250-davis-dr-ph1.N4940942.htm#kb-2i
2020/10/16,l873484,691 Limpert Terr,Limpert Terr,Gorham-College Manor,Newmarket,"$598,800",3 baths,3 beds,https://newmarket.listing.ca/691-limpert-terr.N4940865.htm#kb-2j
2020/10/16,l873171,737 Beman Dr,Beman Dr,Huron Heights-Leslie Valley,Newmarket,"$679,000",2 baths,3 beds,https://newmarket.listing.ca/737-beman-dr.N4940482.htm#kb-2k
2020/10/16,l873148,1065 Nellie Little Cres,Nellie Little Cres,Stonehaven-Wyndham,Newmarket,"$1,769,999",5 baths,4+1 beds,https://newmarket.listing.ca/1065-nellie-little-cres.N4940219.htm#kb-2l
2020/10/16,l873143,1276 Shortreed Terr,Shortreed Terr,Stonehaven-Wyndham,Newmarket,"$1,250,000",4 baths,5 beds,https://newmarket.listing.ca/1276-shortreed-terr.N4940183.htm#kb-2m
2020/10/16,l873142,199 Septonne Ave,Septonne Ave,Bristol-London,Newmarket,"$688,000",2 baths,3+2 beds,https://newmarket.listing.ca/199-septonne-ave.N4940174.htm#kb-2n
2020/10/16,l872950,260 Davis Dr 1003,Davis Dr,Central Newmarket,Newmarket,"$449,000",1 baths,2 beds,https://newmarket.listing.ca/260-davis-dr-1003.N4940212.htm#kb-2o
2020/10/16,l872695,915 Wildrush Pl,Wildrush Pl,Stonehaven-Wyndham,Newmarket,"$1,448,888",3 baths,4 beds,https://newmarket.listing.ca/915-wildrush-pl.N4940118.htm#kb-2p
2020/10/16,l872689,432 Devanjan Circ,Devanjan Circ,Gorham-College Manor,Newmarket,"$1,588,000",7 baths,5+2 beds,https://newmarket.listing.ca/432-devanjan-circ.N4940092.htm#kb-2q
2020/10/16,l872407,129 Prospect St,Prospect St,Gorham-College Manor,Newmarket,"$799,000",2 baths,4 beds,https://newmarket.listing.ca/129-prospect-st.N4939744.htm#kb-2r
2020/10/16,l872401,129 Prospect St,Prospect St,Gorham-College Manor,Newmarket,"$799,000",2 baths,4 beds,https://newmarket.listing.ca/129-prospect-st.N4939715.htm#kb-2s
2020/10/16,l871694,240 Warner Cres,Warner Cres,Summerhill Estates,Newmarket,"$759,900",4 baths,3+1 beds,https://newmarket.listing.ca/240-warner-cres.N4939000.htm#kb-2t
2020/10/16,l871204,561 Mulock Crt,Mulock Crt,Stonehaven-Wyndham,Newmarket,"$799,000",4 baths,3+2 beds,https://newmarket.listing.ca/561-mulock-crt.N4937829.htm#kb-2u
2020/10/16,l870608,88 Banbrooke Cres,Banbrooke Cres,Summerhill Estates,Newmarket,"$749,900",3 baths,3 beds,https://newmarket.listing.ca/88-banbrooke-cres.N4937492.htm#kb-2v
2020/10/16,l870594,71 Kingston Rd,Kingston Rd,Bristol-London,Newmarket,"$809,900",2 baths,3+1 beds,https://newmarket.listing.ca/71-kingston-rd.N4937248.htm#kb-2w
2020/10/16,l870426,270 Davis Dr 310,Davis Dr,Central Newmarket,Newmarket,"$435,000",2 baths,2 beds,https://newmarket.listing.ca/270-davis-dr-310.N4937446.htm#kb-2x
2020/10/16,l870095,184 Prospect St,Prospect St,Central Newmarket,Newmarket,"$699,000",1 baths,2 beds,https://newmarket.listing.ca/184-prospect-st.N4936918.htm#kb-2y
2020/10/16,l870088,364 Amberlee Crt,Amberlee Crt,Glenway Estates,Newmarket,"$1,169,000",4 baths,4+1 beds,https://newmarket.listing.ca/364-amberlee-crt.N4936863.htm#kb-2z
2020/10/16,l870084,295 London Rd,London Rd,Bristol-London,Newmarket,"$1,180,000",4 baths,4 beds,https://newmarket.listing.ca/295-london-rd.N4936804.htm#kb-30
2020/10/16,l869688,56 Allure St,Allure St,Woodland Hill,Newmarket,"$799,999",3 baths,3 beds,https://newmarket.listing.ca/56-allure-st.N4936418.htm#kb-31
2020/10/16,l869687,789 Kingsmere Ave,Kingsmere Ave,Stonehaven-Wyndham,Newmarket,"$1,650,000",4 baths,5+1 beds,https://newmarket.listing.ca/789-kingsmere-ave.N4936410.htm#kb-32
2020/10/16,l869013,196 Elman Cres,Elman Cres,Bristol-London,Newmarket,"$995,000",4 baths,4 beds,https://newmarket.listing.ca/196-elman-cres.N4935662.htm#kb-33
2020/10/16,l868484,358 Jack Rettie Crt,Jack Rettie Crt,Bristol-London,Newmarket,"$999,000",4 baths,4+2 beds,https://newmarket.listing.ca/358-jack-rettie-crt.N4935011.htm#kb-34
2020/10/16,l867981,440 Devanjan Circ,Devanjan Circ,Gorham-College Manor,Newmarket,"$1,528,000",4 baths,4+1 beds,https://newmarket.listing.ca/440-devanjan-circ.N4934161.htm#kb-35
2020/10/16,l867802,403 Terry Carter Cres,Terry Carter Cres,Gorham-College Manor,Newmarket,"$849,888",3 baths,2+1 beds,https://newmarket.listing.ca/403-terry-carter-cres.N4934651.htm#kb-36
2020/10/16,l867776,4 William Curtis Circ,William Curtis Circ,Gorham-College Manor,Newmarket,"$499,900",2 baths,3 beds,https://newmarket.listing.ca/4-william-curtis-circ.N4934104.htm#kb-37
2020/10/16,l867268,933 Creekfront Way,Creekfront Way,Gorham-College Manor,Newmarket,"$480,000",2 baths,1+1 beds,https://newmarket.listing.ca/933-creekfront-way.N4933993.htm#kb-38
2020/10/16,l866168,664 Columbus Way,Columbus Way,Summerhill Estates,Newmarket,"$1,210,000",5 baths,4+2 beds,https://newmarket.listing.ca/664-columbus-way.N4932182.htm#kb-39
2020/10/16,l866162,737 Botany Hill Cres,Botany Hill Cres,Huron Heights-Leslie Valley,Newmarket,"$678,000",2 baths,3+2 beds,https://newmarket.listing.ca/737-botany-hill-cres.N4932100.htm#kb-3a
2020/10/16,l865760,426 Kwapis Blvd,Kwapis Blvd,Woodland Hill,Newmarket,"$1,188,000",4 baths,4 beds,https://newmarket.listing.ca/426-kwapis-blvd.N4931693.htm#kb-3b
2020/10/16,l865350,155 Victoria St,Victoria St,Central Newmarket,Newmarket,"$999,900",2 baths,2+1 beds,https://newmarket.listing.ca/155-victoria-st.N4930815.htm#kb-3c
2020/10/16,l865347,318 Clay Stone St,Clay Stone St,Glenway Estates,Newmarket,"$728,000",3 baths,3 beds,https://newmarket.listing.ca/318-clay-stone-st.N4930740.htm#kb-3d
2020/10/16,l864858,475 D'arcy St,D'arcy St,Central Newmarket,Newmarket,"$699,000",2 baths,4 beds,https://newmarket.listing.ca/475-darcy-st.N4930294.htm#kb-3e
2020/10/16,l864561,276 Kirby Cres,Kirby Cres,Glenway Estates,Newmarket,"$1,188,000",4 baths,5+2 beds,https://newmarket.listing.ca/276-kirby-cres.N4930207.htm#kb-3f
2020/10/16,l864142,146 Keffer Circ,Keffer Circ,Armitage,Newmarket,"$1,059,000",4 baths,4 beds,https://newmarket.listing.ca/146-keffer-circ.N4929613.htm#kb-3g
2020/10/16,l863414,1056 Wayne Dr,Wayne Dr,Huron Heights-Leslie Valley,Newmarket,"$949,900",4 baths,4+1 beds,https://newmarket.listing.ca/1056-wayne-dr.N4928859.htm#kb-3h
2020/10/16,l863387,116 Grant Blight Cres,Grant Blight Cres,Bristol-London,Newmarket,"$1,049,900",3 baths,4+1 beds,https://newmarket.listing.ca/116-grant-blight-cres.N4928490.htm#kb-3i
2020/10/16,l862810,672 Brooker Rdge,Brooker Rdge,Stonehaven-Wyndham,Newmarket,"$1,298,000",4 baths,4 beds,https://newmarket.listing.ca/672-brooker-rdge.N4928246.htm#kb-3j
2020/10/16,l862474,119 Woodbury Cres,Woodbury Cres,Summerhill Estates,Newmarket,"$899,900",4 baths,3 beds,https://newmarket.listing.ca/119-woodbury-cres.N4927695.htm#kb-3k
2020/10/16,l862468,83 Niagara St,Niagara St,Central Newmarket,Newmarket,"$1,699,000",5 baths,4+2 beds,https://newmarket.listing.ca/83-niagara-st.N4927672.htm#kb-3l
2020/10/16,l862348,32 Nature Way Cres,Nature Way Cres,Woodland Hill,Newmarket,"$1,150,000",3 baths,4 beds,https://newmarket.listing.ca/32-nature-way-cres.N4927496.htm#kb-3m
2020/10/16,l861516,690 Yarfield Cres,Yarfield Cres,Glenway Estates,Newmarket,"$1,199,800",5 baths,4+1 beds,https://newmarket.listing.ca/690-yarfield-cres.N4926451.htm#kb-3n
2020/10/16,l860601,302 Humeniuk Crt,Humeniuk Crt,Gorham-College Manor,Newmarket,"$788,800",3 baths,3 beds,https://newmarket.listing.ca/302-humeniuk-crt.N4925406.htm#kb-3o
2020/10/16,l860579,646 Srigley St,Srigley St,Gorham-College Manor,Newmarket,"$998,000",4 baths,4 beds,https://newmarket.listing.ca/646-srigley-st.N4925095.htm#kb-3p
2020/10/16,l859153,106 Main St,Main St,Central Newmarket,Newmarket,"$1,050,000",3 baths,4 beds,https://newmarket.listing.ca/106-main-st.N4923298.htm#kb-3q
2020/10/16,l857214,455 Ontario St,Ontario St,Central Newmarket,Newmarket,"$609,000",2 baths,2+1 beds,https://newmarket.listing.ca/455-ontario-st.N4921057.htm#kb-3r
2020/10/16,l857192,816 Quantra Cres,Quantra Cres,Stonehaven-Wyndham,Newmarket,"$1,483,000",4 baths,4 beds,https://newmarket.listing.ca/816-quantra-cres.N4920843.htm#kb-3s
2020/10/16,l857188,278 Marble Pl,Marble Pl,Woodland Hill,Newmarket,"$689,900",3 baths,3 beds,https://newmarket.listing.ca/278-marble-pl.N4920798.htm#kb-3t
2020/10/16,l856487,743 Greenfield Cres,Greenfield Cres,Huron Heights-Leslie Valley,Newmarket,"$829,000",3 baths,3 beds,https://newmarket.listing.ca/743-greenfield-cres.N4920344.htm#kb-3u
2020/10/16,l856350,119 Banbrooke Cres,Banbrooke Cres,Summerhill Estates,Newmarket,"$769,900",3 baths,3 beds,https://newmarket.listing.ca/119-banbrooke-cres.N4920172.htm#kb-3v
2020/10/16,l855834,419 Devanjan Circ,Devanjan Circ,Gorham-College Manor,Newmarket,"$1,349,000",4 baths,4+1 beds,https://newmarket.listing.ca/419-devanjan-circ.N4919718.htm#kb-3w
