ID,Address,Street,Neighbourhood,City,Price,Bathroom,Bedroom,Link
2020-10-17,l885000,12 Woodstream Blvd 103,Woodstream Blvd,West Woodbridge,Vaughan,$709000,3 baths,2+1 beds,https://vaughan.listing.ca/12-woodstream-blvd-103.N4955417.htm#g7-1f
2020-10-17,l884998,91 Townsgate Dr 509,Townsgate Dr,Crestwood-Springfarm-Yorkhill,Vaughan,$539000,2 baths,2 beds,https://vaughan.listing.ca/91-townsgate-dr-509.N4955370.htm#g7-1g
2020-10-17,l884990,5 Buttermill Ave 2001,Buttermill Ave,Concord,Vaughan,$738500,2 baths,2+1 beds,https://vaughan.listing.ca/5-buttermill-ave-2001.N4955178.htm#g7-1h
2020-10-17,l884759,107 Arianna Cres,Arianna Cres,Patterson,Vaughan,$999999,4 baths,3+1 beds,https://vaughan.listing.ca/107-arianna-cres.N4954446.htm#g7-1i
2020-10-17,l884727,7 Vaughan Mills Rd,Vaughan Mills Rd,Elder Mills,Vaughan,$1470000,4 baths,4+2 beds,https://vaughan.listing.ca/7-vaughan-mills-rd.N4954545.htm#g7-1j
2020-10-17,l884669,69 Terme Ave,Terme Ave,Vellore Village,Vaughan,$1088800,3 baths,3+1 beds,https://vaughan.listing.ca/69-terme-ave.N4954315.htm#g7-1k
2020-10-17,l884641,103 Pieta Pl,Pieta Pl,Vellore Village,Vaughan,$1750000,5 baths,3+3 beds,https://vaughan.listing.ca/103-pieta-pl.N4954059.htm#g7-1l
2020-10-17,l884561,3 Sugarforest Dr,Sugarforest Dr,Patterson,Vaughan,$999990,3 baths,3 beds,https://vaughan.listing.ca/3-sugarforest-dr.N4954494.htm#g7-1m
2020-10-17,l884535,130 Ascalon Dr,Ascalon Dr,Patterson,Vaughan,$1488000,3 baths,4 beds,https://vaughan.listing.ca/130-ascalon-dr.N4954447.htm#g7-1n
2020-10-17,l884527,29 Sanibel Cres,Sanibel Cres,Uplands,Vaughan,$2948000,6 baths,4+2 beds,https://vaughan.listing.ca/29-sanibel-cres.N4954276.htm#g7-1o
2020-10-17,l884507,29 Lady Loretta Lane,Lady Loretta Lane,Patterson,Vaughan,$1225000,5 baths,4+1 beds,https://vaughan.listing.ca/29-lady-loretta-lane.N4954246.htm#g7-1p
2020-10-17,l884506,28 Sir Francesco St,Sir Francesco St,Patterson,Vaughan,$1579000,4 baths,4 beds,https://vaughan.listing.ca/28-sir-francesco-st.N4954232.htm#g7-1q
2020-10-17,l884492,2 Fermar Dr,Fermar Dr,Maple,Vaughan,$1158800,3 baths,4 beds,https://vaughan.listing.ca/2-fermar-dr.N4954357.htm#g7-1r
2020-10-17,l884204,3600 Highway 7 Rd 2902,Highway 7 Rd,Vaughan Corporate Centre,Vaughan,$689000,2 baths,2 beds,https://vaughan.listing.ca/3600-highway-7-rd-2902.N4953991.htm#g7-1s
2020-10-17,l884178,12 Woodstream Blvd 111,Woodstream Blvd,Vaughan Grove,Vaughan,$699000,3 baths,2+1 beds,https://vaughan.listing.ca/12-woodstream-blvd-111.N4954084.htm#g7-1t
2020-10-17,l884143,73 Glazebrook Dr,Glazebrook Dr,East Woodbridge,Vaughan,$958000,3 baths,3+1 beds,https://vaughan.listing.ca/73-glazebrook-dr.N4953934.htm#g7-1u
2020-10-17,l884140,5 Knightshade Dr,Knightshade Dr,Patterson,Vaughan,$1298000,4 baths,4+2 beds,https://vaughan.listing.ca/5-knightshade-dr.N4953913.htm#g7-1v
2020-10-17,l884139,79 Chopin Blvd,Chopin Blvd,Patterson,Vaughan,$1738500,5 baths,4 beds,https://vaughan.listing.ca/79-chopin-blvd.N4953906.htm#g7-1w
2020-10-17,l884135,7 Siena Dr,Siena Dr,Vellore Village,Vaughan,$1220000,5 baths,4+1 beds,https://vaughan.listing.ca/7-siena-dr.N4953873.htm#g7-1x
2020-10-17,l884134,93 Esther Cres,Esther Cres,Crestwood-Springfarm-Yorkhill,Vaughan,$895990,4 baths,3+1 beds,https://vaughan.listing.ca/93-esther-cres.N4953869.htm#g7-1y
2020-10-17,l884033,1 Western Skies Crt,Western Skies Crt,East Woodbridge,Vaughan,$1588800,5 baths,4+2 beds,https://vaughan.listing.ca/1-western-skies-crt.N4953847.htm#g7-1z
2020-10-17,l884028,44 Robert Green Cres,Robert Green Cres,Patterson,Vaughan,$1180000,4 baths,3+2 beds,https://vaughan.listing.ca/44-robert-green-cres.N4953818.htm#g7-20
2020-10-17,l884012,63 Forest Lane Dr,Forest Lane Dr,Beverley Glen,Vaughan,$1898000,5 baths,5+1 beds,https://vaughan.listing.ca/63-forest-lane-dr.N4953642.htm#g7-21
2020-10-17,l883683,16 Royal Colwood Crt,Royal Colwood Crt,Glen Shields,Vaughan,$799000,2 baths,3 beds,https://vaughan.listing.ca/16-royal-colwood-crt.N4953457.htm#g7-22
2020-10-17,l883676,30 Mogul Rd,Mogul Rd,Vellore Village,Vaughan,$799900,4 baths,3 beds,https://vaughan.listing.ca/30-mogul-rd.N4953337.htm#g7-23
2020-10-17,l883670,6 Millhouse Crt,Millhouse Crt,Patterson,Vaughan,$1068900,4 baths,3+1 beds,https://vaughan.listing.ca/6-millhouse-crt.N4953227.htm#g7-24
2020-10-17,l883669,195 Salterton Circ,Salterton Circ,Rural Vaughan,Vaughan,$960800,4 baths,3 beds,https://vaughan.listing.ca/195-salterton-circ.N4953217.htm#g7-25
2020-10-17,l883668,25 Belmont Cres,Belmont Cres,Maple,Vaughan,$998000,4 baths,3 beds,https://vaughan.listing.ca/25-belmont-cres.N4953212.htm#g7-26
2020-10-17,l883665,838 Woodland Acres Cres,Woodland Acres Cres,Maple,Vaughan,$4888000,6 baths,4+1 beds,https://vaughan.listing.ca/838-woodland-acres-cres.N4953200.htm#g7-27
2020-10-17,l883648,8050 Islington Ave 10,Islington Ave,East Woodbridge,Vaughan,$859000,3 baths,3 beds,https://vaughan.listing.ca/8050-islington-ave-10.N4952788.htm#g7-28
2020-10-17,l883644,8580 Pine Valley Rd,Pine Valley Rd,East Woodbridge,Vaughan,$3488000,5 baths,3+3 beds,https://vaughan.listing.ca/8580-pine-valley-rd.N4922058.htm#g7-29
2020-10-17,l883416,27 Glenngarry Cres,Glenngarry Cres,Maple,Vaughan,$980000,4 baths,3 beds,https://vaughan.listing.ca/27-glenngarry-cres.N4952692.htm#g7-2a
2020-10-17,l883413,142 Lockheed Ave,Lockheed Ave,Maple,Vaughan,$1089800,4 baths,3+1 beds,https://vaughan.listing.ca/142-lockheed-ave.N4952649.htm#g7-2b
2020-10-17,l883412,77 Tahir St,Tahir St,Maple,Vaughan,$844900,4 baths,3+2 beds,https://vaughan.listing.ca/77-tahir-st.N4952647.htm#g7-2c
2020-10-17,l883411,92 Royalpark Way,Royalpark Way,Elder Mills,Vaughan,$899900,3 baths,3 beds,https://vaughan.listing.ca/92-royalpark-way.N4952642.htm#g7-2d
2020-10-17,l883410,103 Fifth Ave,Fifth Ave,East Woodbridge,Vaughan,$1498000,4 baths,4+2 beds,https://vaughan.listing.ca/103-fifth-ave.N4952641.htm#g7-2e
2020-10-17,l883408,103 Royal Ridge Cres,Royal Ridge Cres,Maple,Vaughan,$959000,3 baths,3 beds,https://vaughan.listing.ca/103-royal-ridge-cres.N4952586.htm#g7-2f
2020-10-17,l883407,30 Marcus Crt,Marcus Crt,Rural Vaughan,Vaughan,$3990000,6 baths,5+1 beds,https://vaughan.listing.ca/30-marcus-crt.N4952583.htm#g7-2g
2020-10-17,l883404,42 Village Vista Way,Village Vista Way,Rural Vaughan,Vaughan,$988000,4 baths,4+1 beds,https://vaughan.listing.ca/42-village-vista-way.N4952503.htm#g7-2h
2020-10-17,l883400,43 Farooq Blvd,Farooq Blvd,Vellore Village,Vaughan,$989900,3 baths,3 beds,https://vaughan.listing.ca/43-farooq-blvd.N4952450.htm#g7-2i
2020-10-17,l883384,33 Woodgreen Dr,Woodgreen Dr,Islington Woods,Vaughan,$2288800,5 baths,4+2 beds,https://vaughan.listing.ca/33-woodgreen-dr.N4952248.htm#g7-2j
2020-10-17,l883194,3700 Highway 7 Rd 410,Highway 7 Rd,Vaughan Corporate Centre,Vaughan,$529990,1 baths,1+1 beds,https://vaughan.listing.ca/3700-highway-7-rd-410.N4953362.htm#g7-2k
2020-10-17,l883186,7 Townsgate Dr 1210,Townsgate Dr,Crestwood-Springfarm-Yorkhill,Vaughan,$690000,2 baths,2+1 beds,https://vaughan.listing.ca/7-townsgate-dr-1210.N4953273.htm#g7-2l
2020-10-17,l883179,11 Townsgate Dr 1501,Townsgate Dr,Crestwood-Springfarm-Yorkhill,Vaughan,$575000,2 baths,2 beds,https://vaughan.listing.ca/11-townsgate-dr-1501.N4953120.htm#g7-2m
2020-10-17,l883172,1 Maison Parc Crt 303,Maison Parc Crt,Lakeview Estates,Vaughan,$489900,1 baths,1 beds,https://vaughan.listing.ca/1-maison-parc-crt-303.N4952963.htm#g7-2n
2020-10-17,l883170,735 New Westminster Dr 43,New Westminster Dr,Brownridge,Vaughan,$798888,4 baths,3+1 beds,https://vaughan.listing.ca/735-new-westminster-dr-43.N4952911.htm#g7-2o
2020-10-17,l882870,15 North Park Rd 1406,North Park Rd,Beverley Glen,Vaughan,$628000,2 baths,2 beds,https://vaughan.listing.ca/15-north-park-rd-1406.N4952734.htm#g7-2p
2020-10-17,l882849,99 Eagle Rock Way Way #403,Eagle Rock Way Way,Rural Vaughan,Vaughan,$515888,1 baths,1 beds,https://vaughan.listing.ca/99-eagle-rock-way-way-403.N4952271.htm#g7-2q
2020-10-17,l882619,35 Elihof Dr,Elihof Dr,Patterson,Vaughan,$998880,3 baths,3 beds,https://vaughan.listing.ca/35-elihof-dr.N4952094.htm#g7-2r
2020-10-17,l882514,371 Upper Post Rd,Upper Post Rd,Patterson,Vaughan,$1758000,5 baths,4+1 beds,https://vaughan.listing.ca/371-upper-post-rd.N4952004.htm#g7-2s
2020-10-17,l882510,11678 Kipling Ave,Kipling Ave,Kleinburg,Vaughan,$1488888,2 baths,3+1 beds,https://vaughan.listing.ca/11678-kipling-ave.N4951990.htm#g7-2t
2020-10-17,l882504,121 Lindbergh Dr,Lindbergh Dr,Vellore Village,Vaughan,$884998,4 baths,3+1 beds,https://vaughan.listing.ca/121-lindbergh-dr.N4951926.htm#g7-2u
2020-10-17,l882296,100 Southdown Ave,Southdown Ave,Patterson,Vaughan,$899000,3 baths,3 beds,https://vaughan.listing.ca/100-southdown-ave.N4951690.htm#g7-2v
2020-10-17,l882295,41 Railway St,Railway St,Maple,Vaughan,$1499900,3 baths,3+1 beds,https://vaughan.listing.ca/41-railway-st.N4951628.htm#g7-2w
2020-10-17,l882288,229 Saint Francis Ave,Saint Francis Ave,Vellore Village,Vaughan,$1388800,5 baths,4 beds,https://vaughan.listing.ca/229-saint-francis-ave.N4951505.htm#g7-2x
2020-10-17,l882283,82 Harmony Rd,Harmony Rd,Patterson,Vaughan,$899900,3 baths,3 beds,https://vaughan.listing.ca/82-harmony-rd.N4951336.htm#g7-2y
2020-10-17,l882278,39 Alex Black St,Alex Black St,Patterson,Vaughan,$2568000,4 baths,4 beds,https://vaughan.listing.ca/39-alex-black-st.N4951177.htm#g7-2z
2020-10-17,l882275,22 Helen St,Helen St,East Woodbridge,Vaughan,$828888,3 baths,3 beds,https://vaughan.listing.ca/22-helen-st.N4951168.htm#g7-30
2020-10-17,l882265,294 Thornhill Woods Dr,Thornhill Woods Dr,Patterson,Vaughan,$1958000,5 baths,4+1 beds,https://vaughan.listing.ca/294-thornhill-woods-dr.N4951030.htm#g7-31
2020-10-17,l882255,90 Easts Corners Blvd,Easts Corners Blvd,Kleinburg,Vaughan,$899000,4 baths,4+1 beds,https://vaughan.listing.ca/90-easts-corners-blvd.N4950917.htm#g7-32
2020-10-17,l882253,71 Golden Forest Rd,Golden Forest Rd,Patterson,Vaughan,$1649900,4 baths,4 beds,https://vaughan.listing.ca/71-golden-forest-rd.N4950881.htm#g7-33
2020-10-17,l882186,5 Buttermill Ave 803,Buttermill Ave,Vaughan Corporate Centre,Vaughan,$499990,1 baths,1 beds,https://vaughan.listing.ca/5-buttermill-ave-803.N4951966.htm#g7-34
2020-10-17,l881935,10 Laskin Dr,Laskin Dr,Patterson,Vaughan,$1088000,4 baths,3+1 beds,https://vaughan.listing.ca/10-laskin-dr.N4950762.htm#g7-35
2020-10-17,l881932,240 Worthview Dr,Worthview Dr,West Woodbridge,Vaughan,$799000,4 baths,3 beds,https://vaughan.listing.ca/240-worthview-dr.N4950723.htm#g7-36
2020-10-17,l881927,599 Pleasant Ridge Ave,Pleasant Ridge Ave,Patterson,Vaughan,$1690000,5 baths,4+1 beds,https://vaughan.listing.ca/599-pleasant-ridge-ave.N4950678.htm#g7-37
2020-10-17,l881917,50 Woodville Dr,Woodville Dr,Patterson,Vaughan,$1248000,4 baths,3 beds,https://vaughan.listing.ca/50-woodville-dr.N4950590.htm#g7-38
2020-10-17,l881902,297 Brickstone Circ,Brickstone Circ,Brownridge,Vaughan,$999900,3 baths,5 beds,https://vaughan.listing.ca/297-brickstone-circ.N4950395.htm#g7-39
2020-10-17,l881901,49 Ferretti St,Ferretti St,Patterson,Vaughan,$1588000,4 baths,5 beds,https://vaughan.listing.ca/49-ferretti-st.N4950384.htm#g7-3a
2020-10-17,l881898,267 Timber Creek Blvd,Timber Creek Blvd,Kleinburg,Vaughan,$2699900,5 baths,4 beds,https://vaughan.listing.ca/267-timber-creek-blvd.N4950311.htm#g7-3b
2020-10-17,l881897,123 Mccabe Cres,Mccabe Cres,Lakeview Estates,Vaughan,$1128000,4 baths,4+1 beds,https://vaughan.listing.ca/123-mccabe-cres.N4950307.htm#g7-3c
2020-10-17,l881687,7601 Bathurst St 211,Bathurst St,Crestwood-Springfarm-Yorkhill,Vaughan,$708800,2 baths,2+1 beds,https://vaughan.listing.ca/7601-bathurst-st-211.N4951586.htm#g7-3d
2020-10-17,l881684,898 Portage Pkwy 4902,Portage Pkwy,Vaughan Corporate Centre,Vaughan,$815000,2 baths,3 beds,https://vaughan.listing.ca/898-portage-pkwy-4902.N4951533.htm#g7-3e
2020-10-17,l881354,95 North Park Rd 120,North Park Rd,Beverley Glen,Vaughan,$538888,2 baths,1+1 beds,https://vaughan.listing.ca/95-north-park-rd-120.N4950979.htm#g7-3f
2020-10-17,l881345,2900 Highway 7 Rd 511,Highway 7 Rd,Concord,Vaughan,$549900,1 baths,1+1 beds,https://vaughan.listing.ca/2900-highway-7-rd-511.N4950688.htm#g7-3g
2020-10-17,l881339,3905 Major Mackenzie Dr 221,Major Mackenzie Dr,Vellore Village,Vaughan,$657888,3 baths,2 beds,https://vaughan.listing.ca/3905-major-mackenzie-dr-221.N4950601.htm#g7-3h
2020-10-17,l881336,30 North Park Ave 321,North Park Ave,Beverley Glen,Vaughan,$488800,1 baths,1 beds,https://vaughan.listing.ca/30-north-park-ave-321.N4950544.htm#g7-3i
2020-10-17,l881333,7895 Jane St 2817,Jane St,Concord,Vaughan,$549900,2 baths,1+1 beds,https://vaughan.listing.ca/7895-jane-st-2817.N4950392.htm#g7-3j
2020-10-17,l880976,546 Spring Gate Blvd,Spring Gate Blvd,Crestwood-Springfarm-Yorkhill,Vaughan,$1950000,5 baths,4+1 beds,https://vaughan.listing.ca/546-spring-gate-blvd.N4950014.htm#g7-3k
2020-10-17,l880951,900 Steeles Ave 407,Steeles Ave,Lakeview Estates,Vaughan,$679900,2 baths,2 beds,https://vaughan.listing.ca/900-steeles-ave-407.N4950096.htm#g7-3l
2020-10-17,l880950,2910 Highway 7 2006,Highway 7,Concord,Vaughan,$609999,2 baths,1+1 beds,https://vaughan.listing.ca/2910-highway-7-2006.N4950089.htm#g7-3m
2020-10-17,l880875,146 Macarthur Dr,Macarthur Dr,Beverley Glen,Vaughan,$2349000,7 baths,4+2 beds,https://vaughan.listing.ca/146-macarthur-dr.N4920607.htm#g7-3n
2020-10-17,l880850,130 Franklin Ave,Franklin Ave,Crestwood-Springfarm-Yorkhill,Vaughan,$1750000,4 baths,4+1 beds,https://vaughan.listing.ca/130-franklin-ave.N4949943.htm#g7-3o
2020-10-17,l880832,950 Portage Pkwy 5309,Portage Pkwy,Vaughan Corporate Centre,Vaughan,$779000,2 baths,2 beds,https://vaughan.listing.ca/950-portage-pkwy-5309.N4949952.htm#g7-3p
2020-10-17,l880773,141 Cranbrook Cres,Cranbrook Cres,Kleinburg,Vaughan,$1389000,4 baths,4 beds,https://vaughan.listing.ca/141-cranbrook-cres.N4949905.htm#g7-3q
2020-10-17,l880770,55 Macamo Crt,Macamo Crt,Rural Vaughan,Vaughan,$3800000,7 baths,5+2 beds,https://vaughan.listing.ca/55-macamo-crt.N4949880.htm#g7-3r
2020-10-17,l880727,4800 Highway 7 Rd 826,Highway 7 Rd,East Woodbridge,Vaughan,$639000,2 baths,2 beds,https://vaughan.listing.ca/4800-highway-7-rd-826.N4949824.htm#g7-3s
2020-10-17,l880673,102 Glazebrook Dr,Glazebrook Dr,East Woodbridge,Vaughan,$998888,3 baths,4 beds,https://vaughan.listing.ca/102-glazebrook-dr.N4949740.htm#g7-3t
2020-10-17,l880670,51 Woodchuck Crt,Woodchuck Crt,Patterson,Vaughan,$1998000,5 baths,4+1 beds,https://vaughan.listing.ca/51-woodchuck-crt.N4949720.htm#g7-3u
2020-10-17,l880524,5 Buttermill Ave 6102,Buttermill Ave,Vaughan Corporate Centre,Vaughan,$855000,2 baths,3 beds,https://vaughan.listing.ca/5-buttermill-ave-6102.N4949624.htm#g7-3v
2020-10-17,l880520,520 Steeles Ave 709,Steeles Ave,Crestwood-Springfarm-Yorkhill,Vaughan,$499000,2 baths,1+1 beds,https://vaughan.listing.ca/520-steeles-ave-709.N4931598.htm#g7-3w
2020-10-17,l880404,60 Rota Cres,Rota Cres,Sonoma Heights,Vaughan,$1220000,3 baths,4 beds,https://vaughan.listing.ca/60-rota-cres.N4949441.htm#g7-3x
2020-10-17,l880402,12 Longbridge Rd,Longbridge Rd,Uplands,Vaughan,$1799000,4 baths,4+1 beds,https://vaughan.listing.ca/12-longbridge-rd.N4949399.htm#g7-3y
