Year/Month,Number of Sales,Avg List Price,Avg Sold Price,Above/Below Asking,Price of Monthly Change,Percentage of Monthly Change,Days on Market
2010/December,23,$128712,$125000,-2.88%,$14500,13.12%,31
2010/November,36,$114950,$110500,-3.87%,-$7125,-6.05%,25
2010/October,25,$119451,$117625,-1.52%,$2625,2.28%,16
2010/September,44,$118700,$115000,-3.11%,-$7500,-6.12%,15
2010/August,40,$125975,$122500,-2.75%,-$5000,-3.92%,25
2010/July,36,$128700,$127500,-0.93%,$13250,11.59%,16
2010/June,41,$118462,$114250,-3.55%,$875,0.77%,29
2010/May,54,$116625,$113375,-2.78%,$47438,71.94%,15
2010/April,54,$68737,$65937,-4.07%,-$57813,-46.71%,8
2010/March,42,$125225,$123750,-1.17%,$688,0.55%,12
2010/February,33,$126400,$123062,-2.64%,$14462,13.31%,16
2010/January,21,$110087,$108600,-1.35%,$108600,0%,24
2020/November,81,$463100,$461375,-0.37%,$10403,2.3%,12
