Store,phone,email,address,website
Pharmasave - Orillia,705-259-8888,memorialpharmasave@live.ca,200 Memorial Ave  Unit 1Orillia  ONL3V 5X6,www.memorialpharmasave.com
Pharmasave - Pharmasave - Cundles,705-734-9006,,18 Cundles Rd E  Unit 6Barrie  ONL4M 2Z5,
Pharmasave - Royal Medical,705-719-9449,,Royal Medical Court1 Quarry Ridge Rd  Suite 108Barrie  ONL4M 7G1,www.pharmasaveroyalmedical.com
Pharmasave - Simcoe Pharmasave,705-728-2429,pharmasavesimcoe739@outlook.com,301 Blake StBarrie  ONL4M 1K7,pharmasave.com
Pharmx Rexall Drugs,705-444-2922,8138rx@rexall.ca,1 Huron StCollingwood  ONL9Y 1C3,www.rexall.ca
Procare Pharmacy - Barrie,705-722-7474,,125 Bell Farm Rd  Suite 105Barrie  ONL4M 6L2,
PureHealth Pharmacy - Barrie,705-797-3070,pharmacy@purehealthpharmacy.com,Royal Victoria Health Centre201 Georgian DrBarrie  ONL4M 6M2,www.purehealthpharmacy.com
Rainbow Pharmasave - Angus,705-424-1881,rainbowpharmasavefs@gmail.com,1 Massey St  Unit 1Angus  ONL0M 1B0,www.pharmasave.com
Real Canadian Superstore - Real Canadian Superstore Midland,705-527-9086,,Real Canadian Superstore9292 County Rd 93Midland  ONL4R 4K4,
Real Canadian Superstore Drugstore Pharmacy - Wasaga Beach,705-429-9217,,25 45th St SWasaga Beach  ONL9Z 1A7,www.realcanadiansuperstore.ca
Rexall Drug Store - Barrie - Cundles Rd E,705-734-2121,,190 Cundles Rd EBarrie  ONL4M 4S5,www.rexall.ca
Rexall Drug Store - Barrie - Maple Ave,705-725-9988,6959rx@rexall.ca,68 Maple AveBarrie  OnL4N 1R8,www.rexall.ca
Rexall Pharma Plus - Barrie - Bayfield St,705-728-0971 * 705-737-0565,1388rx@rexall.ca,320 Bayfield St  Unit 29Barrie  OnL4M 3B9,www.rexall.ca
Rexall Pharma Plus - Barrie - Essa Rd,705-728-0948,1378rx@rexall.ca,567 Essa RdBarrie  ONL4N 6A9,www.rexall.ca
Rexall Pharma Plus - Bracebridge,705-645-8738,,55 Hwy 118 WBracebridge  ONP1L 1T2,www.rexall.ca
Rexall Pharma Plus - Innisfil,Pharmacy 705-436-4848 * Store 705-436-2122,2139rx@rexall.ca,PO Box 7047Innisfil  ONL9S 1A8,www.rexall.ca
Rexall Pharma Plus - Orillia - Mississaga St,General: 705-325-6261 * Pharmacy: 705-325-6261,2295rx@rexall.ca,58 Mississaga St EOrillia  ONL3V 1V5,www.rexall.ca
RX Drug Mart IDA - Stayner,705-428-2344,,PO Box 100Stayner  ONL0M 1S0,www.guardian-ida-pharmacies.ca
Sandy Cove Drug Store,705-436-6906,sandycovedrugstore@gmail.com,Sandy Cove Plaza902 Lockhart RdInnisfil  ONL9S 4V2,
Shoppers Drug Mart - Angus,705-424-0939,fsdm1009@shoppersdrugmart.ca,247 Mill StAngus  ONL0M 1B2,www.shoppersdrugmart.ca
Shoppers Drug Mart - Barrie - Allandale Marketplace,705-739-9411,,Allandale Marketplace279 Yonge StBarrie  ONL4N 7T9,www.shoppersdrugmart.ca
Shoppers Drug Mart - Barrie - Bayfield St,705-722-6300,asdm650@shoppersdrugmart.ca,524 Bayfield St NBarrie  ONL4M 5A2,www.shoppersdrugmart.ca
Shoppers Drug Mart - Barrie - Big Bay Point Rd,705-726-5343,,831 Big Bay Point RdBarrie  ONL4N 0G0,www.shoppersdrugmart.ca
Shoppers Drug Mart - Barrie - Cundles Rd E,705-728-5407,asdm652@shoppersdrugmart.ca,567 Cundles Rd EBarrie  ONL4M 5H1,www.shoppersdrugmart.ca
Shoppers Drug Mart - Barrie - Essa Rd,705-792-4342,asdm1028@shoppersdrugmart.ca,420 Essa RdBarrie  ONL4N 9J7,www.shoppersdrugmart.ca
Shoppers Drug Mart - Barrie - Georgian Mall,705-730-6736,,Georgian Mall509 Bayfield St  Unit C2Barrie  ONL4M 4Z8,www.shoppersdrugmart.com
Shoppers Drug Mart - Barrie - Mapleview Dr W,705-792-6244,asdm1464@shoppersdrugmart.ca,380 Mapleview Dr WBarrie  ONL4N 9G4,www.shoppersdrugmart.ca
Shoppers Drug Mart - Barrie - Wellington St W,705-728-5943,,165 Wellington St WBarrie  ONL4N 1L7,www.shoppersdrugmart.ca
Shoppers Drug Mart - Barrie - Yonge St,705-792-4388,,649 Yonge StBarrie  ONL4N 4E7,
Shoppers Drug Mart - Bracebridge,705-645-5234,,248 Manitoba St  Unit 1Bracebridge  ONP1L 2E1,www.shoppersdrugmart.ca
Shoppers Drug Mart - Collingwood,705-444-6055,asdm646@shoppersdrugmart.ca,175 First StCollingwood  ONL9Y 1A5,www.shoppersdrugmart.ca
Shoppers Drug Mart - Gravenhurst,705-687-2838,asdm1345@shoppersdrugmart.ca,511 Muskoka Rd SGravenhurst  ONP1P 1J8,www.shoppersdrugmart.ca
Shoppers Drug Mart - Huntsville,705-789-4471,,51 King William StHuntsville  ONP1H 1G4,www.shoppersdrugmart.ca
Shoppers Drug Mart - Innisfil,705-436-2874,,1145 Innisfil Beach RdInnisfil  ONL9S 4B2,www.shoppersdrugmart.ca
Shoppers Drug Mart - Midland,705-526-7855,,9186 Hwy 93Midland  ONL4R 4K4,www.shoppersdrugmart.ca
Shoppers Drug Mart - Orillia - Front St,705-325-2377,asdm991@shoppersdrugmart.ca,55 Front St NOrillia  ONL3V 4R7,www.shoppersdrugmart.ca
Shoppers Drug Mart - Orillia - Westmount Dr,705-326-7373,asdm971@shoppersdrugmart.ca,149 Westmount Dr NOrillia  ONL3V 6C7,www.shoppersdrugmart.ca
Shoppers Drug Mart - Penetanguishene,705-549-2332,,88 Main StPenetanguishene  ONL9M 1T4,www.shoppersdrugmart.ca
Shoppers Drug Mart - Wasaga Beach,705-429-2203,asdm977@shoppersdrugmart.ca,1900 Mosley StWasaga Beach  ONL9Z 1Z3,www.shoppersdrugmart.ca
Shoppers Simply Pharmacy - Huronia Medical Centre, Midland,705-526-4269,,240 Penetanguishene Rd  Ste 102Midland  ON,
Shoppers Simply Pharmacy - Orillia - Memorial Ave,705-327-9029,asdm3028@shoppersdrugmart.ca,Couchiching Family Health Network119 Memorial AveOrillia  ONL3V 5X1,www.shoppersdrugmart.ca
Sobeys Pharmacy - Barrie,705-728-7392,,37 Mapleview Dr WBarrie  ONL4N 9H5,www.sobeyspharmacy.com
Sobeys Pharmacy - Gravenhurst,705-684-9405,,225 Edward StGravenhurst  ONP1P 1K8,www.sobeys.ca
Sobeys Pharmacy - Innisfil,705-431-1093,,2080 Jans BlvdInnisfil  ONL9S 4Y8,www.sobeyspharmacy.com
Springwater Pharmacy PharmaChoice - Springwater,705-725-0202,springwaterpharmacy@gmail.com,1017 Carson RdSpringwater  ONL9X 0V7,springwaterpharmacy.com/
Stayner Pharmasave,705-428-4722,mail@pharmasavestayner.com,c/o Stayner PharmasavePO Box 220Stayner  OnL0M 1S0,www.staynerpharmasave.com
Stroud Medical Pharmacy,705-436-6952,,8056 Yonge St  Unit 12Innisfil  ONL9S 1L6,
Terry's Your Independent Grocer DRUGStore Pharmacy - Gravenhurst,705-687-1588,,290 First St NGravenhurst  ONP1P 1H3,www.drugstorepharmacy.ca
Village Square Pharmacy,705-549-3141,,Village Square Mall2 Poyntz St  Unit 101Penetanguishene  ONL9M 1M2,www.robinsonspharmasave.ca/about-village-square-ph...
Walmart Pharmacy - Barrie - Bayfield St,705-728-5822,,450 Bayfield StBarrie  ONL4M 5A2,www.walmart.ca/en/health/N-7930
Walmart Pharmacy - Barrie - Mapleview Dr,705-728-1638,,35 Mapleview Dr WBarrie  ONL4N 9H5,www.walmart.ca/en/health-beauty-pharmacy/pharmacy/...
Walmart Pharmacy - Bracebridge,705-646-9787,,40 Depot DrBracebridge  ONP1L 0A1,www.walmart.ca
Walmart Pharmacy - Collingwood,705-445-2383,,10 Cambridge StCollingwood  ONL9Y 0A1,www.walmart.ca
Walmart Pharmacy - Huntsville,705-788-7194,,111 Howland Dr  Unit 10Huntsville  ONP1H 2P4,www.walmart.ca
Walmart Pharmacy - Midland,705-528-0608,,16845 Hwy 12  RR 1Midland  ONL4R 0A9,
Walmart Pharmacy - Orillia,705-325-7452,,1940 Argentia RdMississauga  ONL5N 1P9,walmart.ca/en/walmart-orillia-supercentre/3153
Walmart Pharmacy - Wasaga Beach,705-422-0406,,100 Stonebridge BlvdWasaga Beach  ONL9Z 0C1,www.walmart.ca
Whitfield Guardian Pharmacy,705-322-1011,whitfields.houghton@gmail.com,16 Queen St WElmvale  ONL0L 1P0,
Zehrs Pharmacy - Barrie - Bryne Dr,705-733-2684,,11 Bryne DrBarrie  ONL4N 8V8,www.zehrs.ca/pharmacy
Zehrs Pharmacy - Barrie - Cundles Rd E,705-722-7409,phr00514@loblaw.ca,607 Cundles Rd EBarrie  ONL4M 0J7,www.drugstorepharmacy.ca
Zehrs Pharmacy - Barrie - Yonge St,705-735-0687,phr00565@loblaw.ca,620 Yonge StBarrie  ONL4N 4E6,www.zehrs.ca/pharmacy
