Store,phone,email,address,website
LaSalle Medical Clinic,519-734-1234,,2125 Front RdLaSalle  ONN9J 2C1,
Amherstburg Site,,mydoc@mdconnected.ca,433 Sandwich St SAmherstburg  ONN9V 3K8,www.mdconnected.ca/
Chatham Site,,mydoc@mdconnected.ca,McNaughton Pharmacy180 McNaughton Ave W  Unit 2Chatham  ONN7L 4Z7,www.mdconnected.ca/
Forest Site,,mydoc@mdconnected.ca,29 King St WForest  ONN0N 1J0,www.mdconnected.ca/
Leamington,,mydoc@mdconnected.ca,Central Drug Mart250 Erie St SLeamington  ONN8H 3C2,www.mdconnected.ca/
Sarnia - Christina St N,,mydoc@mdconnected.ca,Christina Street Pharmacy460 Christina St NSarnia  ONN7T 5W4,www.mdconnected.ca/
Sarnia - Exmouth St,,mydoc@mdconnected.ca,500 Exmouth StSarnia  ONN7T 5P4,www.mdconnected.ca/
Stoney Point Site,,mydoc@mdconnected.ca,7034 Tecumseh RdStoney Point  ONN0R 1N0,www.mdconnected.ca/walk-in-clinic-stoney-point.htm...
Windsor Site,,mydoc@mdconnected.ca,220 Tecumseh Rd WWindsor  ONN8X 1G1,www.mdconnected.ca/
Medical Centre Walk-in Clinic,519-419-4294,,1428 Ouellette AveWindsor  ONN8X 1K4,
MediCentres Walk-In Clinic,519-966-3411,,5881 Malden RdLaSalle  ONN8H 1S5,
Pillette Village Walk-In Clinic - Windsor,519-974-8682,,Guardian Advantage Pharmacy4900 Wyandotte St E  Suite 100Windsor  ONN8Y 1H7,
Ranjit Medical Clinic,519-254-6176,,Real Canadian Superstore4371 Walker RdWindsor  ONN8W 3T6,
Access to Care,519-491-6188,info@rapidsfhteam.ca,481 London RdSarnia  ONN7T 4X3,rapidsfhteam.ca/program-services/access-care/acces...
Rivard Medical Walk-In Clinic,519-251-1878,,2909 Grandview StWindsor  ONN8T 2L5,
Riverside Walk-In Clinic,519-974-4122,,7875 Riverside Dr EWindsor  ONN8S 1E1,www.riversidemedicalcentre.ca/walk-in-clinic.html
Roseland After Hours Medical Clinic,519-972-3944,,3840 Howard AveWindsor  ONN9E 3N9,
Roseville Walk-In Clinic and Lab,519-944-3393,,2525 Rose-Ville Garden DrWindsor  ONN8T 3J8,
Tecumseh Walk-In Clinic,519-979-3355,,11811 Tecumseh Rd E  Unit 104Tecumseh  ONN8N 1L8,
Tilbury Walk-In Clinic,519-682-3699,,15 Mill St ETilbury  ONN0P 2L0,www.tilburywalkinclinic.com/walk-in-clinic
TMC Clinic - Tecumseh,519-979-5260,,13278 Tecumseh Rd E  Suite 101Tecumseh  ONN8N 3T6,www.tmmc-clinic.com
Vital Care Clinics,519-254-7979,admin@vcareclinics.ca,2285 Howard AveWindsor  ONN8X 3V2,www.vcareclinics.ca
VON Pelee Island Medical Clinic - VON Pelee Island Nursing Station,519-724-2160,liz.mikol@von.ca,1047 West Shore RdPelee Island  ONN0R 1M0,
Walkerville Medical Clinic,519-977-9222,,1270 Walker Rd  Unit 1Windsor  ONN8Y 4T4,
Wiltshire Walk-in Clinic,519-491-1922,,940 Murphy RdSarnia  ONN7S 5C4,www.wiltshirepharmacy.com/walk-in-clinic
Windsor Medical Clinic,519-944-2295,windsormedical@winmedc.com,6720 Hawthorne DrWindsor  ONN8T 1J9,
Windsor Medical Clinic - West Side Walk-in Clinic,519-258-4400,windsormedical@winmedc.com,1608 Tecumseh Rd WWindsor  ONN9B 1T8,
Windsor River Walk-in Clinic,519-254-1594,,671 Wyandotte St EWindsor  ONN9A 3J3,
Windsor Urgent Care,519-255-9185,,2055 Huron Church RdWindsor  ONN9C 2A6,www.getcare.ca
Wyandotte at Lauzon Walk-In Clinic,519-251-0761,,7885 Wyandotte St EWindsor  ONN8S 1S8,
MD Connected Walk-in Clinic - 2251 Lawrence Ave E,,mydoc@mdconnected.ca,2251 Lawrence Ave E  Unit 102Scarborough  ONM1P 2P5,www.mdconnected.ca
Walk-in Clinic,519-235-3343,,South Huron Medical Centre23 Huron St WExeter  ONN0M 1S2,www.shha.on.ca/fmc/
