Store,phone,email,address,website
LaSalle Medical Clinic,519-734-1234,,2125 Front RdLaSalle  ONN9J 2C1,
Amherstburg Site,,mydoc@mdconnected.ca,433 Sandwich St SAmherstburg  ONN9V 3K8,www.mdconnected.ca/
Chatham Site,,mydoc@mdconnected.ca,McNaughton Pharmacy180 McNaughton Ave W  Unit 2Chatham  ONN7L 4Z7,www.mdconnected.ca/
Forest Site,,mydoc@mdconnected.ca,29 King St WForest  ONN0N 1J0,www.mdconnected.ca/
Leamington,,mydoc@mdconnected.ca,Central Drug Mart250 Erie St SLeamington  ONN8H 3C2,www.mdconnected.ca/
Sarnia - Christina St N,,mydoc@mdconnected.ca,Christina Street Pharmacy460 Christina St NSarnia  ONN7T 5W4,www.mdconnected.ca/
Sarnia - Exmouth St,,mydoc@mdconnected.ca,500 Exmouth StSarnia  ONN7T 5P4,www.mdconnected.ca/
Stoney Point Site,,mydoc@mdconnected.ca,7034 Tecumseh RdStoney Point  ONN0R 1N0,www.mdconnected.ca/walk-in-clinic-stoney-point.htm...
Windsor Site,,mydoc@mdconnected.ca,220 Tecumseh Rd WWindsor  ONN8X 1G1,www.mdconnected.ca/
Medical Centre Walk-in Clinic,519-419-4294,,1428 Ouellette AveWindsor  ONN8X 1K4,
MediCentres Walk-In Clinic,519-966-3411,,5881 Malden RdLaSalle  ONN8H 1S5,
Pillette Village Walk-In Clinic - Windsor,519-974-8682,,Guardian Advantage Pharmacy4900 Wyandotte St E  Suite 100Windsor  ONN8Y 1H7,
Ranjit Medical Clinic,519-254-6176,,Real Canadian Superstore4371 Walker RdWindsor  ONN8W 3T6,
Access to Care,519-491-6188,info@rapidsfhteam.ca,481 London RdSarnia  ONN7T 4X3,rapidsfhteam.ca/program-services/access-care/acces...
Rivard Medical Walk-In Clinic,519-251-1878,,2909 Grandview StWindsor  ONN8T 2L5,
Riverside Walk-In Clinic,519-974-4122,,7875 Riverside Dr EWindsor  ONN8S 1E1,www.riversidemedicalcentre.ca/walk-in-clinic.html
Roseland After Hours Medical Clinic,519-972-3944,,3840 Howard AveWindsor  ONN9E 3N9,
Roseville Walk-In Clinic and Lab,519-944-3393,,2525 Rose-Ville Garden DrWindsor  ONN8T 3J8,
Tecumseh Walk-In Clinic,519-979-3355,,11811 Tecumseh Rd E  Unit 104Tecumseh  ONN8N 1L8,
Tilbury Walk-In Clinic,519-682-3699,,15 Mill St ETilbury  ONN0P 2L0,www.tilburywalkinclinic.com/walk-in-clinic
TMC Clinic - Tecumseh,519-979-5260,,13278 Tecumseh Rd E  Suite 101Tecumseh  ONN8N 3T6,www.tmmc-clinic.com
Vital Care Clinics,519-254-7979,admin@vcareclinics.ca,2285 Howard AveWindsor  ONN8X 3V2,www.vcareclinics.ca
VON Pelee Island Medical Clinic - VON Pelee Island Nursing Station,519-724-2160,liz.mikol@von.ca,1047 West Shore RdPelee Island  ONN0R 1M0,
Walkerville Medical Clinic,519-977-9222,,1270 Walker Rd  Unit 1Windsor  ONN8Y 4T4,
Wiltshire Walk-in Clinic,519-491-1922,,940 Murphy RdSarnia  ONN7S 5C4,www.wiltshirepharmacy.com/walk-in-clinic
Windsor Medical Clinic,519-944-2295,windsormedical@winmedc.com,6720 Hawthorne DrWindsor  ONN8T 1J9,
Windsor Medical Clinic - West Side Walk-in Clinic,519-258-4400,windsormedical@winmedc.com,1608 Tecumseh Rd WWindsor  ONN9B 1T8,
Windsor River Walk-in Clinic,519-254-1594,,671 Wyandotte St EWindsor  ONN9A 3J3,
Windsor Urgent Care,519-255-9185,,2055 Huron Church RdWindsor  ONN9C 2A6,www.getcare.ca
Wyandotte at Lauzon Walk-In Clinic,519-251-0761,,7885 Wyandotte St EWindsor  ONN8S 1S8,
MD Connected Walk-in Clinic - 2251 Lawrence Ave E,,mydoc@mdconnected.ca,2251 Lawrence Ave E  Unit 102Scarborough  ONM1P 2P5,www.mdconnected.ca
Walk-in Clinic,519-235-3343,,South Huron Medical Centre23 Huron St WExeter  ONN0M 1S2,www.shha.on.ca/fmc/
Nurse Practitioner Walk-In Clinic,613-332-1565 ext 224,,PO Box 1089Bancroft  ONK0L 1C0,www.bcfht.org
Bayview Medical Clinic - After Hours Walk-in Clinic,613-968-5709,,274 Dundas St  Suite 105Belleville  ONK8N 1E6,
CDK Family Medicine and Walk In Clinic and Virtual Visits,613-766-0318,contactCDK@gmail.com,175 Princess StKingston  ONK7L 1A9,www.cdkmd.com
Sutherland Dr Clinic,613-766-0318,contactCDK@gmail.com,105 Sutherland DrKingston  ONK7K 5V6,www.cdkmd.com
Chadha Medical Professional - Urgent Care Centre,613-389-3348,,Cataraque Town Centre945 Gardiners RdKingston  ONK7M 7H4,
Enhanced Care Medical Clinic and Virtual Visits,613-779-9779,reception@enhancedcare.ca,366 N Front St Unit 1Belleville  ONK8P 5E6,enhancedcare.ca/belleville/
Great Lakes Walk In Clinic (Telemedicine) - Trenton,613-955-0707,,290 Dundas St W  Unit 3Trenton  ONK8V 3R9,
Great Lakes Walk In Clinic - Belleville,613-967-9595,,690 Sidney StBelleville  ONK8P 4A8,
Urgent Care Centre - Brock St,613-544-3310,,166 Brock StKingston  ONK7L 5G2,www.kingstonhsc.ca/emergency-care
Open Access Days - Walk-In Clinic,613-342-2262,,25 Front Ave W Unit 1Brockville  ONK6V 4J2,www.llgamh.ca
Rapid Access Counseling - Walk-In Clinic,613-928-3460,,18 King StDelta  ONK0E 1G0,www.llgamh.ca
Rapid Access Counseling,613-382-4016,,21 Mill St Suite BGananoque  ONK6V 2L5,www.llgamh.ca
Rapid Access Counseling (Walk-in) Days,613-925-5940,,1652 County Rd 2Prescott  ONK0E 1T0,www.llgamh.ca
Medical Tree - Walk-In Clinic and virtual in-home consults,613-887-8733,info@medicaltree.ca,795 Gardiners Rd  Unit 6Kingston  ONK7M 7E6,www.medicaltree.ca/
Specialty Rx Walk In Clinic and Virtual Visits,613-766-1202,specialtyrxkingston@gmail.com,119 Barrack St  Main entrance from Bagot StKingston  ONK7K 1G2,
Walk-in Clinic @ 277 Bath Road,613-531-0707,clinic277bathroad@gmail.com,277 Bath RdKingston  ONK7M 2X6,
Walk-in Service,613-257-5915,inquiries@lanarkmentalhealth.com,145 Hooper St Unit 2Carleton Place  ONK7C 4J8,www.lanarkmentalhealth.com
MD Connected Walk-in Clinic - 2251 Lawrence Ave E,,mydoc@mdconnected.ca,2251 Lawrence Ave E  Unit 102Scarborough  ONM1P 2P5,www.mdconnected.ca
Access Medical Centre,613-596-9840,,3098 Carling Ave  Unit 7Ottawa  ONK2B 7K2,
Activecare Medical Group,613-761-6777,,Carlingwood Shopping Centre - Rexall Entrance2121 Carling AveOttawa  ONK2A 1H2,www.activecareclinics.ca
Appletree Medical Clinic - Ottawa - 1309 Carling Ave,613-482-0118,,Westgate Mall1309 Carling AveOttawa  ONK1Z 7L3,appletreemedicalgroup.com/clinic-locations/1309-ca...
Appletree Medical Clinic - Ottawa - 2573 Baseline Rd,613-482-0118,info@appletreemedicalgroup.com,2573 Baseline RdOttawa  ONK2H 7B3,www.appletreemedicalgroup.com
Appletree Medical Clinic - Ottawa - 2948 Baseline Rd,613-482-0118,info@appletreemedicalgroup.com,2948 Baseline RdOttawa  ONK2H 8T5,www.appletreemedicalgroup.com
Appletree Medical Clinic - Ottawa - 3001 Carling Ave,613-482-0118,,3001 Carling AveOttawa  ONK2B 7Y6,www.appletreemedicalgroup.com
Appletree Medical Clinic - Ottawa - Bank St,613-482-0118,info@appletreemedicalgroup.com,1582 Bank StOttawa  ONK1H 7Z5,www.appletreemedicalgroup.com
Appletree Medical Clinic - Ottawa - Katimavik Rd,613-482-0118,info@appletreemedicalgroup.com,Kanata Town Centre150 Katimavik RdOttawa  ONK2L 2N2,www.appletreemedicalgroup.com
Appletree Medical Clinic - Ottawa - Merivale Rd,613-482-0118,info@appletreemedicalgroup.com,1595 Merivale RdOttawa  ONK2G 3K2,www.appletreemedicalgroup.com
Appletree Medical Clinic - Ottawa - Montreal Rd,613-482-0118,,2116 Montreal RdOttawa  ONK1J 6M7,www.appletreemedicalgroup.com
Appletree Medical Clinic - Ottawa - Preston St,613-482-0118,info@appletreemedicalgroup.com,225 Preston StOttawa  ONK1R 7R1,www.appletreemedicalgroup.com
Appletree Medical Clinic - Ottawa - Robertson Rd,613-482-0118,,2150 Robertson RdOttawa  ONK2H 9S1,www.appletreemedicalgroup.com
Appletree Medical Clinic - Ottawa - Slater St,613-482-0118,info@appletreemedicalgroup.com,368 Slater StOttawa  ONK1R 5C1,www.appletreemedicalgroup.com
Appletree Medical Clinic - Ottawa - Sparks St,613-482-0118,,CD Howe240 Sparks St  C153Ottawa  ONK1A 0X8,www.appletreemedicalgroup.com
Bank Medical Centre,613-521-2391 * Walk-In Clinic: 613-521-2391 ext 111,info@bankmedicalcentre.com,1935 Bank StOttawa  ONK1V 8A3,www.bankmedicalcentre.com
CareMedics - Ottawa - Elmvale Acres,613-523-5550,,1910 St Laurent Blvd  Unit 18Ottawa  ONK1G 1A4,www.caremedicsgroup.com
CareMedics - Ottawa - Fernbank Rd,613-831-7300,,Walmart5357 Fernbank RdOttawa  ONK2S 1B6,www.caremedicsgroup.com
CareMedics - Ottawa - McArthur Ave,613-749-1678,,311 McArthur Ave  Suite 103Ottawa  ONK1L 8M3,www.caremedicsgroup.com/
Casselman Medical Center,613-764-5440,,629 Principale St  PO Box 380Casselman  ONK0A 1M0,
College Square Medical Centre,613-224-6606,,Loblaws1980 Baseline RdOttawa  ONK2C 0C6,
Cornwall Health Care Centre - Walk-in Medical Centre,613-936-1564,,820 McConnell Ave  Suite 128Cornwall  ONK6H 4M4,
Cornwall Medical Practice - Walk-In Clinic,613-209-4949,cornwallmedicalpractice@gmail.com,124 Second St WCornwall  ONK6J 1G5,cornwall-medical-practice.business.site/#posts
Greenstreet Medical Centre,613-825-9799,greenstreetmc@gmail.com,16 Green StOttawa  ONK2J 3R2,www.greenstreetmedicalcentre.com
Walk-in Service,613-257-5915,inquiries@lanarkmentalhealth.com,145 Hooper St Unit 2Carleton Place  ONK7C 4J8,www.lanarkmentalhealth.com
Lower Outaouais Family Health Team - After-Hours Clinic,Office 613-636-0971 * to make an appointment after-hours clinic 613-632-4242,,c/o After-hours clinic144 Main St E  Suite 201Hawkesbury  ONK6A 1A3,lofht.ca/en/
MD Connected - Ottawa,613-231-7770,bankst@mdconnected.ca,857A Bank StOttawa  ONK1S 3W2,mdconnected.ca
Med-Team Group,613-592-1448,,99 Kakulu Rd  Suite 103Ottawa  ONK2L 3C8,www.medteam.ca
Montreal Road Medical Centre,613-244-2005,,398 Montreal RdOttawa  ONK1K 0V4,
Pitt Street Medical Centre,613-932-6163,,1335 Pitt StCornwall  ONK6J 3T7,
Rideau Friel Medical Center,613-789-7707,,421 Rideau StOttawa  ONK1N 5Y9,www.rideaufrielmedical.com
Riverview Medical Centre - Ottawa - Riverside Dr,613-789-1000,,2817 Riverside DrOttawa  ONK1V 8N4,www.riverviewmedicalcentre.ca
Health and Social Services,613-238-8210,info@swchc.on.ca,55 Eccles StOttawa  ONK1R 6S3,www.swchc.on.ca
Southbank Medical Centre,613-736-6946,info@southbankmedicalcentre.com,2430 Bank StOttawa  ONK1V 0T7,www.southbankmedicalcentre.com
St Joseph Family Medicine Clinic,613-830-1298,,2555 St Joseph BlvdOttawa  ONK1C 1S6,www.stjfmc.ca
St Laurent Medical Centre,613-789-4385 * 613-680-7568 (613-680-SLMC),contact@slmclinic.ca,968 St-Laurent BlvdOttawa  ONK1K 3B3,slmclinic.ca
Strandherd Medical Clinic - Strandherd Crossing Medical Centre,613-823-7766,,3161 Strandherd Dr  Suite 305Ottawa  ONK2J 5N1,strandherdmedicalottawa.ca/
Vanier Family Medical Clinic,613-695-9001,,1237 Donald StOttawa  ONK1J 8W3,
Vanier Medical Centre,613-744-4055,,292 Montreal RdVanier  ONK1L 6B7,
Westboro Family Care Centre,613-719-7837,,Richmond Road Real Canadian Superstore190 Richmond Rd  2nd FlOttawa  ONK1Z 6W6,westborofmc.primacyclinics.ca
MD Connected Walk-in Clinic - 2251 Lawrence Ave E,,mydoc@mdconnected.ca,2251 Lawrence Ave E  Unit 102Scarborough  ONM1P 2P5,www.mdconnected.ca
A & B Clinic - Barrie - Walk-in Medical Clinic,705-722-3343,,A & B Pharmacy505 Yonge StBarrie  ONL4N 4E1,
Barrie and Community Family Medicine Clinics - Bell Farm Road,Answering machine, recorded information only 705-726-1544,,829 Big Bay Point Rd  Unit D12Barrie  ONL4N 0G5,www.barriewalkinclinics.ca
Barrie and Community Family Medicine Clinics - Innisfil,Answering Machine, recorded information only 705-726-1544,,829 Big Bay Point Rd  Unit D12Barrie  ONL4N 0G5,www.barriewalkinclinics.ca
Barrie and Community Family Medicine Clinics - Prince William Way,Answering machine, recorded information only 705-726-1544,,829 Big Bay Point Rd  Unit D12Barrie  ONL4N 0G5,www.barriewalkinclinics.ca
Barrie and Community Family Medicine Clinics - Wellington Street West,Answering Machine, recorded information only 705-726-1544,,829 Big Bay Point Rd  Unit D12Barrie  ONL4N 0G5,www.barriewalkinclinics.ca
Bracebridge Medical Centre,705-645-1027,,55 Hwy 118 W  Unit 2Bracebridge  ONP1L 1T2,
Walk In Clinic,705-484-0074,,PO Box 70Brechin  ONL0K 1B0,
Collingwood After Hours Medical Clinic,705-445-9711,,Collingwood Health Centre186 Erie StCollingwood  ONL9Y 4T3,
Good Doctors Medical Clinic - Wasaga Beach - Walk-in Clinic,,info@gooddoctors.ca,River Road Pharmacy1256 Mosley  Unit 3Wasaga Beach  ONL9Z 2E5,www.gooddoctors.ca
Huronia Urgent Care Clinic,705-792-0933,,480 Huronia Rd  Suite 102Barrie  ONL4N 6M2,huroniaurgentcare.com
MD Connected Walk-in Telemedicine Clinic - Barrie,,barrie@mdconnected.ca,101 Dunlop St WBarrie  ONL4N 1A8,www.mdconnected.ca
Recovery Muskoka - Gravenhurst - Addiction Treatment and Medical Walk-in Clinic,705-687-8526,recoverymuskoka@outlook.com,685 Muskoka Rd  Unit 2Gravenhurst  ONP1P 1N5,
South Muskoka Medical Centre & Walk-In Clinic,705-646-7634,,230 Manitoba StBracebridge  ONP1L 2E1,
Wellington Walk-in Clinic,705-739-0127,wellingtonwalkin200@gmail.com,200 Wellington St W  Unit 3Barrie  ONL4N 1K9,www.barriewalkinclinic.ca/
Youth Haven - Barrie,705-739-7616 * accept collect calls,,22 Wellington St EBarrie  ONL4M 2B8,www.youthhaven.ca
MD Connected Walk-in Clinic - 2251 Lawrence Ave E,,mydoc@mdconnected.ca,2251 Lawrence Ave E  Unit 102Scarborough  ONM1P 2P5,www.mdconnected.ca
Health Centre,705-474-7600 ext 5261,info@canadorecollege.ca,PO Box 5001North Bay  ONP1B 8K9,www.canadorecollege.ca
Centre de soins infirmiers de Gogama,705-894-2005 * 705-894-3155,,PO Box 21Gogama  ONP0M 1W0,www.santesudbury.ca
Garson After Hours Walk-in Clinic,705-693-4200,,3098 Falconbridge HwyGarson  ONP3L 1P5,
Good Doctors Walk in Clinic - Cochrane,,info@gooddoctors.ca,134 3rd St  Unit ACochrane  ONP0L 1C0,www.gooddoctors.ca
Good Doctors Walk in Clinic - Earlton,,info@gooddoctors.ca,14 10th StEarlton  ONP0J 1E0,www.gooddoctors.ca
Good Doctors Walk in Clinic - Espanola,705-805-9251,info@gooddoctors.ca,119 Tudhope StEspanola  ONP5E 1S6,www.gooddoctors.ca
Good Doctors Walk in Clinic - Iroquois Falls,,info@gooddoctors.ca,PO Box 1120Iroquois Falls  ONP0K 1G0,www.gooddoctors.ca
Good Doctors Walk in Clinic - North Bay,705-980-0121,info@gooddoctors.ca,1221 Algonquiin Ave  Unit 105North Bay  ONP1B 4Y3,www.gooddoctors.ca
Good Doctors Walk in Clinic - Val Caron,705-805-0198,info@gooddoctors.ca,2956 Hwy 69 N  unit 2Val Caron  ONP3N 1E3,www.gooddoctors.ca
Head to Toe Clinic - North Bay,705-495-0300,,Guardian Drugs Building1950 Algonquin Ave  Suite 306North Bay  ONP1B 4Z2,www.walkinclinicnorthbay.com
Family Medicine Walk in Clinic,807-868-2442 ext 5230,,PO Box 190Hornepayne  ONP0M 1Z0,www.hornepaynecommunityhospital.ca
Walk-in Clinic - Telemedicine,705-476-4016,norbaypharmacy@hotmail.com,41 Lakeshore DrNorth Bay  ONP1A 2A1,www.pharmasave.com
Killarney Health Centre,705-287-2300,khcnurse@vianet.ca,34 Commissioner St  Unit AKillarney  ONP0M 2A0,
Lasalle Medical Walk-in Clinic - Sudbury,705-222-9038,info@lasallewalkinclinic.ca,1813 Lasalle BlvdSudbury  ONP3A 2A3,lasallewalkinclinic.ca
Health and Wellness Centre,705-673-6546 or 705-675-1151 ext 1067,healthservices@laurentian.ca,935 Ramsey Lake Rd  SSR G-23Sudbury  ONP3E 2C6,www.laurentian.ca/health-wellness
Loblaw Real Canadian Superstore Pharmacy - Sudbury,705-521-1031,phr02803@loblaw.ca,1485 Lasalle BlvdSudbury  ONP3A 5H7,www.loblaw.ca
Community Health Nurse,705-856-1993,landre@michipicoten.com,PO Box 1  Site 8  RR 1Wawa  ONP0S 1K0,www.michipicoten.com
Missinaibi Clinic - Mattice,705-364-2161,rodriguep@ndh.on.ca,Postal Bag 129Mattice  ONP0L 1T0,
Walk-in Clinic,705-859-2170,manfht@amtelecom.net,Box 10Manitowaning  ONP0P 1N0,
Northeastern Manitoulin Family Health Team,705-368-2450,,c/o Little Current Medical AssociatesPO Box 549Little Current  ONP0P 1K0,www.mhc.on.ca
Northwood Medical Clinics - Azilda,705-522-3380,,93 Notre Dame Ave WAzilda  ONP0M 1B0,www.northwoodmedical.ca
Northwood Medical Clinics - Downtown Sudbury,705-522-3380,,80 Elm StSudbury  ONP3C 1T2,
Northwood Medical Clinics - Sudbury - Elm St,705-522-3380,,80 Elm StSudbury  ONP3C 1T2,www.northwoodmedical.ca
Northwood Medical Clinics - Sudbury - Lasalle Blvd,705-522-3380,,1280 Lasalle Blvd  Suite 102Sudbury  ONP3A 1Y8,www.northwoodclinics.com
Northwood Medical Clinics - Sudbury - Long Lake Rd,705-522-3380,,2009 Long Lake Rd  Suite 101Sudbury  ONP3E 6C3,
Westend Walk in Clinic,705-450-5339,jordanjack@hotmail.com,658 Second Line W  Unit 3Sault Ste Marie  ONP6C 2K9,www.westendwalkinclinic.com
Primacy Medical Centre - Sudbury,705-222-7451,,Real Canadian Superstore1485 Lasalle BlvdSudbury  ONP3A 5H7,
Sault College of Applied Arts and Technology - Health Support and First Aid Centre,705-759-2554 ext 2720,anne.erechook@saultcollege.ca,c/o Anne Erechook443 Northern Ave E  A Wing  Room A0170Sault Ste Marie  ONP6B 5L3,www.saultcollege.ca
Station Mall Clinic - Sault Ste Marie,705-450-1715,stationmallwalkin@gmail.com,Station Mall293 Bay StSault Ste Marie  ONP6A 1X3,
Health Centre,705-842-2670,cmcewan.tfn@vianet.ca,40 Sugarbush RdThessalon  ONP0R 1L0,
Timmins After Hours Medical Clinic,705-268-3858,,Shoppers Drug Mart Building227 Algonquin Blvd W  Suite 203Timmins  ONP4N 2R8,
Top Docs Medical Walk-in Clinic - Val Caron,705-222-4284,,Val Est Mall3179 Hwy 69 N  Unit 2Val Caron  ONP3N 1S5,www.valleyclinic.ca
Attawapiskat Hospital,705-658-4544,,PO Box 284Attawapiskat First Nation  ONP0L 1A0,www.waha.ca
Nursing Station,705-473-2525,reception@weenusk.ca,PO Box 1Peawanuck  ONP0L 2H0,
MD Connected Walk-in Clinic - 2251 Lawrence Ave E,,mydoc@mdconnected.ca,2251 Lawrence Ave E  Unit 102Scarborough  ONM1P 2P5,www.mdconnected.ca
Urgent Care Clinic,807-597-2721,,PO Box 1450Atikokan  ONP0T 1C0,
Dawson Heights Medical Clinic - Thunder Bay - Regina Ave,807-344-0105,,109 Regina Ave  Suite 109Thunder Bay  ONP7B 5B4,
Walk-In Medical Clinic,807-626-5200,,200 Anemki PlaceThunder Bay  ONP7J 1L6,www.dilico.com
Walk-In Medical Clinic,807-623-8511,,131 Archibald St NThunder Bay  ONP7C 3X7,www.dilico.com/article/family-health-team-clinic-1...
Dingwall Medical Group - Urgent Care Clinic,807-223-6683,dmgdocs@drytel.net,PO Box 3011 40 Goodall StDryden  ONP8N 2Z6,www.dingwallmedicalclinic.ca
Walk-In Clinic,807-222-3728,earfallsfht@live.com,PO Box 520Ear Falls  ONP0V 1T0,ear-falls.com/residents/community-services/health-...
Fort Frances Family Health Team - Fort Frances Community Clinic - Walk-In Clinic,Reception: 807-274-3287,,301 Victoria AveFort Frances  ONP9A 2C1,www.ffht.ca
Good Doctors - Thunder Bay,807-700-0395,oliver@gooddoctors.ca,1040 Oliver Rd  Unit 103BThunder Bay  ONP7B 7A5,www.gooddoctors.ca/
Walk-In Clinic,807-485-2541,,c/o Lac La Croix ClinicPO Box 640Fort Frances  ONP9A 3N9,
Mountdale Family Health Clinic - Mountdale Medical Centre - Walk-In Clinic,807-577-5676,,620 Arthur St WThunder Bay  ONP7E 5R8,www.mountdaleclinic.com
Northwest Walk-In Medical Clinic,807-623-7101,,Rexall's Pharmacy1265 Arthur St E  Suite 100Thunder Bay  ONP7E 6E7,
Thunder Bay - Limbrick Site - Walk-In Clinic,807-622-8235,,525 Simpson StThunder Bay  ONP7C 3J6,www.norwestchc.org
Walk-In Clinic,807-622-8235,kbinette@norwestchc.org,525 Simpson StThunder Bay  ONP7C 3J6,norwestchc.org
Oak Medical Arts - Academy - Walk-In Clinic,807-344-4540,,554 Beverly StThunder Bay  ONP7B 5V2,www.oakmedicalarts.com
Walk-In Urgent Care Clinic,Primary: 807-727-2617807-727-2751,rlma@redlakehospital.ca,PO Box 311Red Lake  ONP0V 2M0,www.redlakeclinic.com
Red River Walk In Clinic - Shoppers Drug Mart - Walk-In Clnic,,,901 Red River RdThunder Bay  ONP7B 1K3,
Urgent Care Clinic,807-274-3261 Ext 5500,riverside@rhcf.on.ca,Box 390Emo  ONP0W 1E0,www.riversidehealthcare.ca/emo-health-centre/urgen...
Walk-In Medical Clinics - Thunder Bay,,,Thunder Bay  ON,
Walk-In Clinic,807-475-4357 (807-475-HELP),,125 Vickers St SThunder Bay  ONP7E 1J2,
MD Connected Walk-in Clinic - 2251 Lawrence Ave E,,mydoc@mdconnected.ca,2251 Lawrence Ave E  Unit 102Scarborough  ONM1P 2P5,www.mdconnected.ca
Alevia-Med Walk-in Clinic,519-453-7117,,1251 Huron St  Suite 111London  ONN5Y 4V1,www.alevia.ca
Bay Street Walk-in Clinic,519-376-4865,,960 3rd Ave EOwen Sound  ONN4K 4M7,
Blyth Walk-In Clinic,226-532-9500,blythwalkin@gmail.com,442 Queen StBlyth  ONN0M 1H0,
Children's After Hours Clinic,519-850-3800,,1653 Richmond St NLondon  ONN6G 0V1,thechildrensafterhoursclinic.ca
Clarke Road Medical Centre,519-455-1100,,1892 Dundas StLondon  ONN5W 3G4,
Clinicare Walk-in Clinic,519-471-1800,,1121 Adelaide St NLondon  ONN5Y 2N4,www.clinicareclinic.com
Doctors Walk-In Medical Clinic,519-686-8585,,641 Commissioners Rd E  Unit 105London  ONN6C 2T9,www.doctorswalkinmedicalclinic.ca
Highbury Medical Clinic,519-659-2331,highburymc@gmail.com,1345 Huron StLondon  ONN5V 2E3,
Huron Medical Centre,519-601-6640,huron.medical.centre@gmail.com,1472 Huron StLondon  ONN5V 2E5,
Hyde Park Care Medical Clinic - Walk-in Clinic,519-474-0996,,1195 Hyde Park Rd  Unit 2London  ONN6H 5K6,
Hyde Park Medical and Walk-In Clinic,519-641-3627,hydeparkmedical@hotmail.com,Remark Plaza640 Hyde Park Rd  Unit 4London  ONN6H 3S1,hydeparkmedical.ca
Medicentre Pediatric Walk-In Clinic,519-471-6686,info@medicentres.com,Rexall PharmaPlus Building1375 Beaverbrook AveLondon  ONN6G 0J1,www.medicentres.com/medicentre-locations/wonderlan...
MyDoctor Now - Walk-in and Telephone Assessments - London - Dundas St E,,info@mydoctornow.ca,1835 Dundas St ELondon  ONN5W 3E7,www.mydoctornow.ca
MyDoctor Now - Walk-in and Telephone Assessments - London - Wharncliffe,,info@mydoctornow.ca,Wharncliffe Health Centre279 Wharncliffe Rd N  Suite 024London  ONN6H 2C2,www.mydoctornow.ca
Nixon Walk-In Clinic,519-914-5202,reception@nixonwalkin.ca,Nixon Medical Centre510 Southdale Rd E  Suite 101London  ONN6E 0B2,
Northwood Medical Centre Walk-In Clinic,519-537-6147,,35 Springbank AveWoodstock  ONN4S 7P6,
Oxbury Medical Clinic,519-204-6204,,1299 Oxford St E  Unit 59ELondon  ONN5Y 4W5,
Oxford Walk-In Clinic,519-433-4999,info@oxfordwalkinclinic.com,140 Oxford St E  Suite 102London  ONN6A 5R9,www.oxfordwalkinclinic.com
Phillbrook Walk-in Clinic,519-433-2891,,1599 Adelaide St N  Unit 105London  ONN5X 4E8,
Riverbend Walk-In Clinic,519-657-1919,,1866 Oxford St W  Unit 2London  ONN6K 0J8,
SheerHealth - Family and Walk-In Medical Clinic,519-474-7300,,1476 Aldersbrook RdLondon  ONN6G 0P5,
Walk-in Clinic,519-235-3343,,South Huron Medical Centre23 Huron St WExeter  ONN0M 1S2,www.shha.on.ca/fmc/
South London Children's After Hours Clinic,226-663-7130,,Nixon Medical Centre510 Southdale Rd E  3rd Fl  Suite 302London  ONN6E 0B2,
South London Urgent Care and Walk-In Clinic,519-681-8300,,Bradley Medical Centre595 Bradley AveLondon  ONN6E 3Z8,
Urgent Care Centre,519-646-6100 ext 67020,comdept@sjhc.london.on.ca,PO Box 5777  Stn BLondon  ONN6A 4V2,www.sjhc.london.on.ca/urgentcare
