Store,phone,email,address,website
MCI The Doctor's Office - North York - Jane St (Jane Finch Mall),416-636-7077,,Jane Finch Mall3869 Jane StToronto  ONM3N 2K1,
MCI The Doctor's Office - Thornhill - Steeles Ave W (Main Exchange),905-738-6699,practice@mcimed.com,800 Steeles Ave WThornhill  ONL4J 7L2,
MCI The Doctor's Office - Woodbridge - Windflower Gate,905-856-2100,,200 Windflower Gate  Unit 700Woodbridge  ONL4L 9L3,mcithedoctorsoffice.ca/locations/woodbridge
MedCare Clinics at Walmart Vaughan Northwest,905-303-4003,vaughan@medcareclinics.com,Walmart3600 Major Mackenzie Dr  Unit 3Vaughan  ONL6A 1S1,www.medcareclinics.com
Medical Walk-in and Cosmetic Clinic,905-417-7771,,3737 Major MacKenzie Dr  Suite 104Woodbridge  ONL4H 0A2,
My Care Medical and Walk-in Clinic,905-883-8778,info@hillsviewwalkinclinic.com,9640 Bayview Ave  Suite 2Richmond Hill  ONL4C 9P7,www.hillsviewwalkinclinic.com
North Park Medical Centre - Public Clinic,416-244-4377,,2355 Keele St  Unit D2Toronto  ONM6M 4A2,
North York After Hours Clinic,416-491-6338,,Bayview Village Shopping Centre2877 Bayview AveToronto  ONM2K 2Y6,www.northyorkfamilyphysiciansafterhoursclinic.ca
North York Medical Centre,416-633-2000,info@NorthYorkMedical.com,1017 Wilson Ave  Suite 304Toronto  ONM3K 1Z1,www.northyorkmedical.com/
Northtown Medical Clinic,416-270-8781,,10 Northtown Way  Unit 108Toronto  ONM2N 7L4,www.northtownmedical.ca
Nymark Medical Centre,416-498-3600,,Nymark Plaza4839 Leslie StToronto  ONM2J 2K8,
Parkwood Medical Centre,416-342-0670,,Parkwoods Village Plaza1265 York Mills Rd  Unit F1-1Toronto  ONM3A 1Z4,www.parkwoodmedicalcentre.ca
Paywand Medical Centre - Walk-in Clinic and Family Practice,289-304-4666,info@paywandMedicalCentre.com,3905 Major Mackenzie Dr W  Unit 113Vaughan  ONL4H 4J9,paywandmedicalcentre.com
Pediatrics Walk-in Clinic,416-850-8947,,222 Dixon Rd  Suite 106Toronto  ONM9P 3S5,www.walkinpediatrics.com
Pharmalinx Medical Centre - Walk-In Clinic,905-237-7472 ext 1,,Bathurst Glen Plaza9301 Bathurst StRichmond Hill  ONL4C 9S2,pharmalinx.ca/richmond-hill/
Polyclinic Family and Specialty Medicine,416-222-6160,hr@polyclinic.ca,Champagne Centre  East entrance2 Champagne DrToronto  ONM3J 2C5,www.polyclinic.ca
Promenade Medical Centre - Walk in Medical Clinic and Family Practice,905-884-0977,,129 Church St SRichmond Hill  ONL4C 1W4,
Regent Medical Clinic,416-398-4500,rmcreception@regentmedical.com,Regency Medical Centre2737 Keele St  Suite 102Toronto  ONM3M 2E9,
Richmond Hill Medical and After Hours Clinic,905-709-4274,wcobayview@gmail.com,301 High Tech RdRichmond Hill  ONL4B 4R2,www.rhahc.com
Richpoint Medical Centre,905-770-3004,,10815 Yonge StRichmond Hill  ONL4C 3E3,
Rutherford Medical Clinic,905-264-8311,info@rutherfordmedicalclinic.ca,5283 Rutherford Rd  Unit 3Woodbridge  ONL4H 2T2,www.rutherfordmedicalclinic.ca/
Sharon Medical Clinic,905-478-1300,sharonmedicalclinic@gmail.com,19101 Leslie St  Unit 3Sharon  ONL0G 1V0,
Sheppard Beecroft Medical Clinic,416-222-1477,,48 Sheppard Ave WToronto  ONM2N 1M2,
South Simcoe Medical,905-775-4863,,239 Holland St WBradford  ONL3Z 1H9,
SunMed Walk-in Clinic and Family Practice,905-597-6100,info@sunmed.ca,300 Steeles Ave W  Suite 10Thornhill  ONL4J 1A1,sunmed.ca
Trinity Medical and Travel Clinic - East Gwillimbury,905-895-0008,2trinitymedical@gmail.com,18120 Yonge StEast Gwillimbury  ONL9N 0J3,www.trinmedi.com
Tuscany Medical Centre,905-760-1140,,Bldg A9100 Jane St  Suite 105Thornhill  ONL4K 0A4,
Uptown Health Centre,905-508-8876,info@uptownhealthcentre.com,SouthHill Shopping Plaza9325 Yonge StRichmond Hill  ONL4C 0A8,www.uptownhealthcentre.com
Vaughan Health Clinic - Woodbridge,905-264-0250,,200 Windflower Gate  Unit 700Vaughan  ONL4L 9L3,
Vaughan Medical Centre,905-605-7070 ext 1,info.vaughanmedical@gmail.com,Weston Downs Plaza9000 Weston Rd  Suite 9Woodbridge  ONL4L 1A6,www.westonwellness.ca
Vaughan Medical Clinic,905-303-1080,vaughanmedicalclinic@gmail.com,9401 Jane St  Suite 121Vaughan  ONL6A 4H7,www.vaughanmedicalclinic.com
Victoria Terrace Walk-in Clinic,416-755-7111,,1448 Lawrence Ave E  Suite 204Toronto  ONM4A 2V6,
Viva Health Medical Centre,905-237-8482,vivahealthcentres@gmail.com,9580 Yonge St  Unit 6Richmond Hill  ONL4C 1V6,www.vivahealthcentres.com
Walk-in Clinic on Bayview,905-886-9660,,9019 Bayview Ave  Suite 8Richmond Hill  ONL4B 1Y3,www.health-local.com/biz/walk-in-clinic/richmond-h...
Weston Road Medical Walk-in Clinic,416-241-5281,,2077 Weston Road  Unit AToronto  ONM9N 1X7,
Westside Medical Clinic,416-410-0505,,SmartCentres Toronto (Westside)2404 Eglinton Ave WToronto  ONM6M 1S6,westsidemedical.business.site
Westway Medical Clinic - Walk-In and Children's Clinic,416-244-8404 * same day Children Sick Visits: 416-244-7617,,1723 Kipling Ave  Suite 4Etobicoke  ONM9R 4E1,
Willowdale Medical Clinic,416-916-2733,info@willowdalemed.ca,6023 Yonge StNorth York  ONM2M 3W2,willowdalemedicalclinic.ca
Wilson and Bathurst Medical Centre,416-631-9888,info@wbmedical.ca,333 Wilson Ave  Unit 103Toronto  ONM3H 1T2,www.wbmedical.ca
Woodbridge Family Physicians,905-856-3330,,4600 Hwy 7 W  Suite 180Woodbridge  ONL4L 4Y7,
Woodbridge Med Walk-In Clinic,905-553-0393,woodbridgewalkinclinic@gmail.com,9200 Weston Rd  Unit 24Woodbridge  ONL4H 2P8,
Woodbridge Medical Centre Family Health Team,905-893-8085,,9600 Islington Ave  Unit A13Woodbridge  ONL4H 2T1,www.wmcfht.com
Woodbridge Urgent Care Clinic,905-851-3777,woodbridge@urgentcarecentre.ca,4000 Hwy 7  Unit 2Woodbridge  ONL4L 8Z2,www.urgentcarecentre.ca
York Children Walk-in Clinic,905-237-4632,,10323 Yonge StRichmond Hill  ONL4C 3C1,www.yorkchildrenswalkin.ca
York Medical - East Gwillimbury - Green Lane,905-868-9243,info@yorkmed.ca,181 Green Lane E  Suite 2East Gwillimbury  ONL9N 0C9,www.medicentres.com/medicentre-locations/york-medi...
York Medical - Richmond Hill,905-770-9096,,10660 Yonge St  Unit 2Richmond Hill  ONL4C 3C9,
York Medical Health Centre - Newmarket,905-853-0404,info@yorkmed.ca,17730 Leslie StNewmarket  ONL3Y 8E4,
York Recovery,905-503-2664,,c/o York Recovery14987 Yonge StAurora  ONL4G 1M5,www.yorkrecovery.com/our-services
Non-Insured Walk-in Clinic (NIWIC),416-760-8677,mail@accessalliance.ca,761 Jane St  2nd Fl  Suite 200BToronto  ONM6N 4C4,www.accessalliance.ca
Ansley Grove Medical Centre - Walk-In and Family Clinic and Lab and Cardiac Testing,905-605-8444,office@agmclinic.ca,c/o Alber Hanna9-110 Ansley Grove RdWoodbridge  ONL4L 3R1,www.agmclinic.ca
Barrie and Community Family Medicine Clinics - Bell Farm Road,Answering machine, recorded information only 705-726-1544,,829 Big Bay Point Rd  Unit D12Barrie  ONL4N 0G5,www.barriewalkinclinics.ca
Barrie and Community Family Medicine Clinics - Innisfil,Answering Machine, recorded information only 705-726-1544,,829 Big Bay Point Rd  Unit D12Barrie  ONL4N 0G5,www.barriewalkinclinics.ca
Barrie and Community Family Medicine Clinics - Prince William Way,Answering machine, recorded information only 705-726-1544,,829 Big Bay Point Rd  Unit D12Barrie  ONL4N 0G5,www.barriewalkinclinics.ca
Barrie and Community Family Medicine Clinics - Wellington Street West,Answering Machine, recorded information only 705-726-1544,,829 Big Bay Point Rd  Unit D12Barrie  ONL4N 0G5,www.barriewalkinclinics.ca
Bolton Walk-in Clinic,905-857-3260,,Goodfellow Professional Building170 McEwan Dr E  Suite 105Bolton  ONL7E 4C8,www.boltonwalkinclinic.com
Walk-in Clinic and Family Practice,905-553-4499,,Unit 15  16551 Cityview BlvdWoodbridge  ONL4H 0Z4,cityviewmedicalcentre.ca/
Collingwood After Hours Medical Clinic,705-445-9711,,Collingwood Health Centre186 Erie StCollingwood  ONL9Y 4T3,
Huronia Urgent Care Clinic,705-792-0933,,480 Huronia Rd  Suite 102Barrie  ONL4N 6M2,huroniaurgentcare.com
Jack Nathan Health Medical Clinic,416-297-5330,,5995 Steeles Ave EToronto  ONM1V 5P7,
MD Connected Walk-in Clinic - 2251 Lawrence Ave E,,mydoc@mdconnected.ca,2251 Lawrence Ave E  Unit 102Scarborough  ONM1P 2P5,www.mdconnected.ca
MedCare Clinics - Vaughan,905-303-4003,vaughan@medcareclinics.com,Walmart3600 Major MacKenzie DrVaughan  ONL4H 3T6,www.medcareclinics.com
North York Medical Health Centre and Walk-In Clinic,416-243-2273,,1575 Jane St  Suite 7Toronto  ONM9N 2R3,
