Store,phone,email,address,website
Castlemore Health Centre,905-794-7649,info@castlemorehealth.com,65 Braydon Blvd  Unit 2Brampton  ONL6P 2S4,www.castlemorehealth.com
Castlemore Medical Clinic,905-794-5900,,4515 Ebenezer Rd  Unit 105Brampton  ONL6P 2K7,
Central Bolton Walk-In Clinic,905-951-1234,centralboltonwic@gmail.com,15 Allan Dr  Unit 9Bolton  ONL7E 2B5,www.centralboltonwalkinclinic.ca
Children's Walk-In Clinic,416-743-2229,,1525 Albion Rd  Suite 209Etobicoke  ONM9V 5G5,
Chinguacousy and Sandalwood Medical Centre,905-840-4343,chinguacousy-medical@hotmail.com,10671 Chinguacousy Rd  Unit 6Brampton  ONL7A 0N5,
Claireville Doctors,905-794-4088,clairevilledoctors@yahoo.ca,4515 Ebenezer Rd  Units 112-113Brampton  ONL6P 2K7,
Conestoga Medical Centre,905-840-3900 * 905-495-0900,,380 Bovaird Dr E  Unit 26Brampton  ONL6Z 2S8,
Copper Ridge Medical Centre,905-456-9005,info@crmedicalcentre.ca,8015 Financial DrBrampton  ONL6Y 0B4,www.crmedicalcentre.ca/
Cornerstone Medical Clinic - Walk-in Medical Clinic,905-450-5780,,8990 Chinguacousy Rd  Unit 9Brampton  ONL6Y 5X6,cornerstonemedicalclinic.ca
Dayspring Medical Centre,905-857-9797,dayspringbolton@gmail.com,12788 Hwy 50  Unit 10Bolton  ONL7E 4G1,www.dayspringmedical.ca
Doctors R Us,905-495-2254,,205 Van Kirk Dr  Unit 12Brampton  ONL7A 3V4,
Dr Ebrahim and Associates,905-794-4277,doctoremd@hotmail.com,4550 Ebenezer Rd  Unit 5Brampton  ONL6P 2R2,www.doctoremd.com/
Dr Langer Family Medicine and Walk In Clinic,905-502-0605,drlangermedicalinfo@gmail.com,Walmart9455 Mississauga RdBrampton  ONL6X 0B3,sites.google.com/site/drlangerfamilymedicalclinic
Enhanced Care Medical Clinic - Brampton,905-915-9171,reception@enhancedcare.ca,166 Davenfield Circle  Unit 2Brampton  ONL6P 4L9,enhancedcare.ca/davenfield-circle/
Etobicoke Urgent Care Clinic,416-741-2273,info@urgentcarecentre.ca,25 Woodbine Downs Blvd  Unit 10Etobicoke  ONM9W 6N5,www.urgentcarecentre.ca
Etobicoke Walk-in Clinic and Family Physicians,416-742-9449,etobicokewalkinweb@gmail.com,100 Humber College Blvd  Suite 106BEtobicoke  ONM9V 5G4,www.etobicokewalkin.ca
Family Medicine and Urgent Care Clinic,289-298-5474,appointments@familymedicine-ucc.com,Walmart Supercentre15 Resolution DrBrampton  ONL6W 0A6,
Fandor Medical Centre,905-970-1222,,15 Fandor WayBrampton  ONL7A 4S2,
Fogal Medical Centre,905-915-8778,,8920 Hwy 50  Unit 7Brampton  ONL6P 3A3,
Good Doctors Walk-In Clinic - Shelburne,1-888- 930-6571,shelburne@gooddoctors.ca,128 Main St EShelburne  ONL9V 3K5,www.gooddoctors.ca
Great Lakes Medical Centre,905-494-0302,,25 Great Lakes DrBrampton  ONL6R 2S5,
Headwaters Walk-in Clinic,519-307-1201,,170 Lakeview Court  Unit 2Orangeville  ONL9W 5J7,
Heal+hpoint Medicine - Lionhead Walk In Clinic,905-846-2299,office@healthpointmedicine.ca,8405 Financial Dr  Unit 7Brampton  ONL6Y 1M1,www.healthpointmedicine.ca
Heal+hpoint Mrdicine - Bramalea Walk In Clinic,905-792-6500,office@healthpointmedicine.ca,490 Bramalea Rd  Suite 204Brampton  ONL6T 0G1,www.healthpointmedicine.ca
Health Plus Family and Walk-in Clinic,519-307-7100,healthpluswalkinclinic@gmail.com,14 Fifth Ave  Unit 700Orangeville  ONL9W 1G2,
Health+Plex Medical Centre,905-454-7410,info@healthplex.ca,150 West DrBrampton  ONL6T 4P9,www.healthplex.ca
Heart Lake Health Center,905-846-9255,admin@heartlakemed.com,180 Sandalwood Pkwy EBrampton  ONL6Z 1Y4,heartlakemed.com/
Howden Medical Clinic,905-790-2666,info@howdenmedicalclinic.com,375 Howden Blvd  Suite 2Brampton  ONL6S 4L6,www.howdenmedicalclinic.com
Intrepid Medical Centre Riverview Heights,289-401-4678,riverview@intrepidhealthgroup.com,75 Montpelier StBrampton  ONL6Y 0C3,intrepidhealthgroup.com
Islington @ 401 Medical Center,416-746-0401,,2257 Islington Ave  Unit 103Etobicoke  ONM9W 3W7,
Islington Medical Clinic,647-348-0588,,2304 Islington AveEtobicoke  ONM9W 3W9,
James Potter Medical Centre,905-457-5800,,9715 James Potter Rd  Unit 102Brampton  ONL6X 3B9,
King's Cross Doctors Office - Walk-in Medical Clinic,905-799-9144,,17 King's Cross RdBrampton  ONL6T 3V5,www.ontario.ca/locations/health/locationDetails.ph...
Lacoste Walk in Clinic,905-799-9800,lacostemedicalcentre@gmail.com,60 Lacoste BlvdBrampton  ONL6P 2K2,
Lormel Medical Centre,905-846-5335,lormelmedicalcentre@hotmail.com,10 Lormel GateBrampton  ONL7A 2K7,
M G Olde Town Clinic,905-453-7000,m.g.oldetownclinic@gmail.com,955 Bovaird Dr WBrampton  ONL6X 5K7,www.otbramptonclinic.com
Main Street Medical Centre - Family Health Group and Walk-in Medical Clinic,905-846-9911 ext 221,,10886 Hurontario St N  Suite 9Brampton  ONL7A 3R9,
Malton Medical Centre,905-255-2504,info@jacknathanhealth.com,Walmart7333 Goreway DrMississauga  ONL4T 2T8,www.jacknathanhealth.com/
Malton Urgent Care Clinic,905-672-2273,malton@urgentcarecentre.ca,3530 Derry Rd EMississauga  ONL4T 4E3,www.urgentcarecentre.ca
Martingrove Medical Centre,416-740-0900,,2200 Martin Grove Rd  Unit 6Etobicoke  ONM9V 5H9,
Mavis Walk-In Clinic and Family Practice,905-216-6995,info@mavisclinic.com,900 Ray Lawson Blvd  Unit 1Brampton  ONL6Y 5H7,www.ontario.ca/locations/health/locationDetails.ph...
MCI - The Doctor's Office - Brampton - Peel Centre Dr,905-793-7077,,Bramalea City Center25 Peel Centre Dr  Suite 387Brampton  ONL6T 3R5,www.mcithedoctorsoffice.ca
MCI - The Doctor's Office at Richview,416-249-0002,,Richview Square Plaza250 Wincott Dr  Unit 12Etobicoke  ONM9R 2R5,mcithedoctorsoffice.ca/locations/richview
MCI The Doctor's Office - Woodbridge - Windflower Gate,905-856-2100,,200 Windflower Gate  Unit 700Woodbridge  ONL4L 9L3,mcithedoctorsoffice.ca/locations/woodbridge
McLaughlin Medical Centre,905-460-1100,,499 Ray Lawson Blvd  Unit 19Brampton  ONL6Y 4E6,
McQueen Clinic,905-451-7863,,8975 McLaughlin Rd SBrampton  ONL6Y 0Z6,
Medical Care Centre,905-450-2981,steelesmedicalcentre@hotmail.com,1 Bartley Bull PkwyBrampton  ONL6W 3T7,
Medical Walk-in and Cosmetic Clinic,905-417-7771,,3737 Major MacKenzie Dr  Suite 104Woodbridge  ONL4H 0A2,
Medplex Walk-In Clinic,905-265-0717,medplexwoodbridge@hotmail.com,25 Woodstream Blvd  Unit 6Woodbridge  ONL4L 7Y8,www.ontario.ca/locations/health/locationDetails.ph...
myClinic - Brampton - Hurontario St,647-478-8105,,7700 Hurontario St  Unit 310ABrampton  ONL6Y 4M3,myclinicnmg.com/hours-and-locations
myClinic - Brampton - Main St,647-478-8105,,389 Main St N  Unit 4Brampton  ONL6X 3P1,
National Medical Group,905-457-6546,,215 Queen St EBrampton  ONL6W 0A9,www.nationalmedicalgroup.ca
Noor Medical Clinic,905-495-9040,,423 Wanless DrBrampton  ONL7A 0N9,noor-medical-centre-and-logos-pharmacy.business.si...
Pan Medical Centre,905-792-3113,,9005 Torbram Rd  Unit ABrampton  ONL6S 3L2,
Pediatrics @ Humber College,416-743-6063,,115 Humber College Blvd  Suite 722Toronto  ONM9V 0A9,www.pediatricsathumbercollege.ca
Pediatrics Walk-in Clinic,416-850-8947,,222 Dixon Rd  Suite 106Toronto  ONM9P 3S5,www.walkinpediatrics.com
Peel Family Medical Centre,905-216-0663,,169 Queen St E  Suite 102Brampton  ONL6V 1B3,
Peel Medical Clinic,905-454-3347,,475 Charolais BlvdBrampton  ONL6Y 0M2,
Phoenix Medical Clinic,905-499-2857,Phoenixmedicalclinic@gmail.com,Walmart5085 Mayfield RdBrampton  ONL6R 3S9,www.phoenixmedicalclinic.ca
Pulse Urgent Care Medical Center - Brampton - Bramalea Rd,289-801-8999,info@pulseucc.com,11755 Bramalea RdBrampton  ONL6R 0A7,pulseucc.com/our-services
Pulse Urgent Care Medical Center - Brampton-Dusk Drive,905-451-9999,info@pulseucc.com,55 Dusk Dr  Unit 1Brampton  ONL6Y 5Z6,pulseucc.com/contact-us
Queen Street Medical Walk-in Clinic,905-796-5777,,400 Queen St W  Unit 104Brampton  ONL6X 1B3,
Queen's Urgent Care and Medical Centre,905-497-2273,info@queensurgentcare.ca,263 Queens St E  Unit 20Brampton  ONL6W 4K6,www.ontario.ca/locations/health/locationDetails.ph...
Ray Lawson Medical Centre,905-497-7475,familycarebrampton@gmail.com,17 Ray Lawson Blvd  Unit 10Brampton  ONL6Y 5L8,
Rexdale Doctors Clinic,416-744-3019,,1530 Albion RdEtobicoke  ONM9V 1B4,
Royal West Medical,905-452-0200,info@royalwestmedical.ca,305 Royal West Dr  Unit KBrampton  ONL6X 5K8,www.royalwestmedical.ca/medical
Rutherford Medical Clinic,905-264-8311,info@rutherfordmedicalclinic.ca,5283 Rutherford Rd  Unit 3Woodbridge  ONL4H 2T2,www.rutherfordmedicalclinic.ca/
Sandalwood Medical Center - Brampton - 2945 Sandalwood Pkwy,905-463-1178,,2945 Sandalwood Pkwy  Unit 5Brampton  ONL6R 3J6,
Sandalwood Medical Centre - Brampton - 170 Sandalwood Pkwy,905-846-8282,contact@sandalwoodmedical.ca,170 Sandalwood Pkwy E  Unit 1Brampton  ONL6Z 1Y5,
Sheridan Medical Clinic,905-452-8881,clinic@sheridanpharmacy.ca,373 Steeles Ave W  Unit 6Brampton  ONL6Y 0P8,
Shoppers World Medical Centre Family Health Group and Walk-in Medical Clinic,905-796-6570 ext 221,,499 Main St N  Unit 104Brampton  ONL6Y 1N7,
Springdale Medical Centre,905-793-8868,,630 Peter Robertson Blvd  Unit 15Brampton  ONL6R 1T4,
St George Medical Center,905-813-6886,Skyharbour50@outlook.com,50 Skyharbour Dr  Unit 9Brampton  ONL6Y 0C1,stgeorgebrampton.com/
Star Medical Centre,905-405-9900,,2980 Drew Rd  Unit 124Mississauga  ONL4T 0A7,
Streetsville Glen Medical Centre,905-455-8877,,7955 Financial Dr  Unit 1BBrampton  ONL6Y 0J8,
Torbram Medical Centre and Walk-in Medical Clinic,905-789-1750,,105 Father Tobin RdBrampton  ONL6R 0W9,
Urgent Cardiac Centre - Brampton,905-595-5505,urgentcardiaccentre@gmail.com,2130 North Park Dr  Unit 30Brampton  ONL6S 0C9,www.opencare.com/family-doctors/brampton-on/urgent...
Urgent Care Family Practice,519-938-9997,,33A Broadway  Unit 3Orangeville  ONL9W 1J7,
Vaughan Innovation Medical Clinic,905-851-2444,innovationmedical@hotmail.com,40 Innovation DrWoodbridge  ONL4H 0T2,innovationmedical.ca/
Vomedika Health Clinic,905-794-6065,info@vomedikahealth.com,3938 Cottrelle Blvd  Unit 11Brampton  ONL6P 2R1,
Wanless Medical Clinic,905-846-4952,wanlessmedical@gmail.com,10990 Chinguacousy Rd  Unit 1Brampton  ONL7A 0P1,
Wellmedica Medical Centre - Brampton,416-883-3877,,90 Resolution DrBrampton  ONL6W 0A6,wellmedica.ca/brampton/
West Brampton Clinic - Walk-in and Family Health Group,905-451-1107,,80 Clementine Dr  Unit 5Brampton  ONL6Y 0L8,
Westmore Wellness Medical Centre,416-748-5656,westmoreclinic@gmail.com,56 Westmore Dr  Suite 103Toronto  ONM9V 3Z7,
Westway Medical Clinic - Walk-In and Children's Clinic,416-244-8404 * same day Children Sick Visits: 416-244-7617,,1723 Kipling Ave  Suite 4Etobicoke  ONM9R 4E1,
Wexford Medical Clinic,905-970-1600,info@wexfordmed.com,1 Wexford Rd  Unit 5Brampton  ONL6Z 2W1,wexfordmed.com
Urgent Care Centre,905-494-2120 ext 22569,,20 Lynch StBrampton  ONL6W 2Z8,www.williamoslerhs.ca/about-osler/osler's-faciliti...
Woodbridge Urgent Care Clinic,905-851-3777,woodbridge@urgentcarecentre.ca,4000 Hwy 7  Unit 2Woodbridge  ONL4L 8Z2,www.urgentcarecentre.ca
Appletree Medical Centre - North York (York Lanes),647-722-2370,,4700 Keele StToronto  ONM3J 1P3,www.appletreetoronto.com
Appletree Medical Centre - Thornhill,647-722-2370,feedback@appletreemedicalgroup.com,390 Steeles Ave WThornhill  ONL4J 6X2,www.appletreetoronto.com
MD Connected Walk-in Clinic - 2251 Lawrence Ave E,,mydoc@mdconnected.ca,2251 Lawrence Ave E  Unit 102Scarborough  ONM1P 2P5,www.mdconnected.ca
Free Medical Clinic,647-641-1027,freeclinic@muslimwelfarecentre.com,Family and Walk-in Medical Clinic780 Burnhamthorpe Rd W  Unit 2Mississauga  ONL5C 2R9,www.muslimwelfarecentre.com/causes/free-clinic/
