Store,phone,email,address,website
True North Imaging - Frederick X-Ray and Ultrasound,519-749-9555,,Frederick Mall385 Frederick St  Unit 20AKitchener  ONN2H 2P2,truenorthimaging.com
True North Imaging - Grandview X-Ray and Ultrasound,519-623-6060,,167 Hespeler RdCambridge  ONN1R 3H7,www.truenorthimaging.com
True North Imaging - Greenbrook X-Ray and Ultrasound,519-569-8592,,Forest Hill Centre421 Greenbrook Dr  Unit 23AKitchener  ONN2M 4K1,truenorthimaging.com
True North Imaging - University Avenue X-Ray and Ultrasound,519-746-3457,,65 University Ave EWaterloo  ONN2J 2V9,www.truenorthimaging.com
True North Imaging - Victoria X-Ray, Ultrasound and Mammography,519-742-2636,,751 Victoria St S  Suite 100Kitchener  ONN2M 5N4,www.truenorthimaging.com
Waterloo Nuclear and Radiography,519-206-7777,info@waterlooxray.com,826 King St N  Unit 18Waterloo  ONN2J 4G8,www.waterlooxray.com
Diagnostic Imaging,905-336-4126,,1245 Lakeshore RdBurlington  ONL7S 0A2,www.josephbranthospital.ca/en/programs-and-service...
STL Diagnostic Imaging,,,150 Bridgeland Ave  Suite 207Toronto  ONM6A 1Z5,www.stlimaging.ca/index.cfm
StL Diagnostic Imaging - Burlington,905-637-6608,,Burlington Medical Professional Centre3155 Harvester Rd  Suite 310Burlington  ONL7N 3V2,www.stlimaging.ca
Emergency Department,519-621-2330 * 519-621-2333,,700 Coronation BlvdCambridge  ONN1R 3G2,www.cmh.org/programs/department-emergency-medicine
Emergency Department,Switchboard: 519-742-3611Automated Switchboard: 519-749-4300,info@grhosp.on.ca,835 King St WKitchener  ONN2G 1G3,www.grhosp.on.ca/care/services-departments/emergen...
Emergency Department,,info@gmch.fergus.net,235 Union St EFergus  ONN1M 1W3,www.gmch.ca/emergency-department
Emergency Department,519-837-6420,info@gghorg.ca,115 Delhi StGuelph  ONN1E 4J4,www.gghorg.ca/emergency-department
Emergency Department,519-323-2210,,630 Dublin StMount Forest  ONN0G 2L3,www.nwhealthcare.ca
Emergency Department,519-343-2030,,500 Whites RdPalmerston  ONN0G 2P0,www.nwhealthcare.ca
Geriatric Emergency Management,519-323-3333 ext 2750,,Louise Marshall Hospital630 Dublin StMount Forest  ONN0G 2L3,www.nwhealthcare.ca/patient-services/geriatric-eme...
Emergency Department,519-749-6410,info@smgh.ca,911 Queen's BlvdKitchener  ONN2M 1B2,www.smgh.ca/care-services-support/emergency-depart...
Waterloo Region Sexual Assault/Domestic Violence Treatment Centre,519-749-6994,info@smgh.ca,Carizon Family and Community Services400 Queen St SKitchener  ONN2G 1W7,www.smgh.ca
Emergency Department,905-632-3737 ext 4116,,1245 Lakeshore RdBurlington  ONL7S 0A2,www.josephbranthospital.ca/en/programs-and-service...
Centre for Family Medicine Family Health Team,519-783-0020,,10B Victoria St SKitchener  ONN2G 1C5,family-medicine.ca
eHealth Centre for Excellence - Digital Health Centre,519-885-0606,communications@ehealthce.ca,419 Phillip St  Unit AWaterloo  ONN2L 3X2,www.ehealthce.ca
Joseph Street Site,519-578-2100,,25 Joseph StKitchener  ONN2G 4X6,family-medicine.ca
Wellesley Site,519-656-2220,,3742 Nafziger RdWellesley  ONN0B 2T0,family-medicine.ca
Dawson Road Family Medical Clinic - After Hours,519-766-1360,,83 Dawson RdGuelph  ONN1H 1B1,www.guelphfht.com/clinics/dawson-road-family-medic...
East Wellington Family Health Team,Erin Clinic: 519-833-9396Rockwood Clinic: 519-856-4611,info@ewfht.ca,6 Thompson Cres  Unit 1Erin  ONN0B 1T0,www.ewfht.ca
Erin Clinic,519-833-9396,info@ewfht.ca,6 Thompson Cres  Unit 1Erin  ONN0B 1T0,www.ewfht.ca
Rockwood Clinic,519-856-4611,info@ewfht.ca,6 Thompson Cres  Unit 1Erin  ONN0B 1T0,www.ewfht.ca
Grandview Medical Centre Family Health Team,519-623-4200,,167 Hespeler RdCambridge  ONN1R 3H7,www.gmcfht.ca
Guelph Family Health Team,519-837-4444,,Old Quebec Street Mall55 Wyndham St N  Suite 212Guelph  ONN1H 7T8,www.guelphfht.com
Mango Tree Family Health Team - Guelph,519-224-0540,,28 Brock Rd NGuelph  ONN1H 6H9,www.mangotreefht.com
Kitchener Office,519-224-0540,,550 King St E  2nd FloorKitchener  ONN2G 2L8,www.mangotreefht.com
Minto-Mapleton Family Health Team,Drayton and Palmerston Office: 519-638-2110Clifford Office: 519-327-4777,,Mapleton Health Centre11 Andrews Dr WDrayton  ONN0G 1P0,www.mmfht.ca
Clifford Office,519-327-4777,,Clifford Medical Centre7 Brown St NClifford  ONN0G 1M0,www.mmfht.ca
Palmerston Office,519-638-2110,,Minto Rural Health Centre450 Whites RdPalmerston  ONN0G 2P0,www.mmfht.ca
Mount Forest Family Health Team,519-323-0255,,525 Dublin StMount Forest  ONN0G 2L3,www.mountforestfht.com
Claire Stewart Medical Clinic,519-323-0255,,525 Dublin StMount Forest  ONN0G 2L3,www.mountforestfht.com
Dr Chris Rowley Medical Office,519-509-2100,,178 Main St NMount Forest  ONN0G 2L0,www.mountforestfht.com
New Vision Family Health Team - Greenbrook Clinic,519-578-3510,,421 Greenbrook Dr  Unit 23BKitchener  ONN2M 4K1,www.newvisionhealth.ca
Belmont Clinic,519-576-4070,,Belgage Medical Building525 Belmont Ave W  Unit 206Kitchener  ONN2M 5E2,www.newvisionhealth.ca
Two Rivers Family Health Team,519-629-4615,admin@tworiversfht.ca,350 Conestoga Blvd  Unit B12Cambridge  ONN1R 7L7,www.tworiversfht.ca
HealthLink Family Practice,519-740-5010,admin@tworiversfht.ca,350 Conestoga Blvd  Unit B12Cambridge  ONN1R 7L7,www.tworiversfht.ca
Hespeler Medical Clinic,519-629-4615,admin@tworiversfht.ca,350 Conestoga Blvd  Unit B12Cambridge  ONN1R 7L7,www.tworiversfht.ca
Upper Grand Family Health Team,519-843-3947,info@uppergrandfht.org,143 Metcalfe St  Suite 2Elora  ONN0B 1S0,www.uppergrandfht.org
Association of Family Health Teams of Ontario,647-234-8605,info@afhto.ca,400 University Ave  Suite 2100Toronto  ONM5G 1S5,www.afhto.ca
Tavistock Community Health,519-655-2322,,PO Box 310Tavistock  ONN0B 2R0,www.tchi.ca
Allan Reuter Centre,519-740-4681 ext 4406,,507 King St ECambridge  ONN3H 3N4,www.cambridge.ca
Anthony Zamojc - Podiatrist,519-836-1142,,218 Speedvale Ave EGuelph  ONN1E 1M7,
BioPed Foot Care Centre - Guelph - Foot Care Services,519-821-7310,guelph@bioped.com,102 Wyndham St NGuelph  ONN1H 4E8,www.bioped.com/guelph
Complete Foot Care,,,1525 Old Zeller DrKitchener  ONN2A 0B1,
Custom Foot Clinic at Central Health Care - Guelph - Custom Foot Clinic and Orthotic Centre,Guelph 519-823-1450 * Milton office 289-242-3668,customfootclinic@bell.net,806 Gordon St  Suite 203Guelph  ONN1G 1Y7,www.customfootclinic.com
Custom Ortho-Dynamics,519-749-1360,ortho-dynamics@bellnet.ca,100 Highland Rd WKitchener  ONN2M 3B5,
Erin PhysioFitness,,,6 Thompson Cres  Unit 2Erin  ONN0B 1T0,www.erinphysio.ca
Foot By Foot Orthotics and Footwear Education,519-208-6363,,690 Belmont Ave W  Suite 101Kitchener  ONN2M 1N6,www.footbyfoot.ca
Foot Care Clinic - Dawson Road,519-840-1964,,Dawson Road Family Medical Clinic83 Dawson RdGuelph  ONN1H 1B1,www.guelphfht.com/foot-care-clinic/
Foot Care Clinic - Westminster Woods,519-837-8129,,Westminster Woods Medical Centre33 Farley DrGuelph  ONN1L 0B7,www.guelphfht.com/foot-care-clinic/
Heel n Hands Foot Care,519-577-0231,,Affinity Health Clinic3 Waterloo StNew Hamburg  ONN3A 1V5,
Kitchener Downtown Community Health Centre,519-745-4404,mail@kdchc.org,Tannery Building44 Francis St SKitchener  ONN2G 2A2,www.kdchc.org
McGaghey's Footcare,519-219-5428,admin@cambridgephysio.ca,1727 Holley CresCambridge  ONN3H 2S4,
Physiotherapy Alliance - New Hamburg,519-662-4676,physiotherapyalliance@rogers.com,10 Waterloo St  Unit 4New Hamburg  ONN3A 1V5,www.physiotherapyalliance.com
Podiatric Consultants,519-576-8960,podiatric-consultants@rogers.com,1354 King St EKitchener  ONN2G 2N7,www.podiatricconsultants.ca
Shael J. Weinberg - Podiatry,519-836-2740,,55 Cork St E  Unit 202Guelph  ONN1H 2W7,
Wellington Foot Clinic,519-546-3737,wellfoot@outlook.com,245 Edinburgh Rd S  Unit 3Guelph  ONN1G 2J6,www.wellfoot.ca
Woolwich Community Health Centre,519-664-3794,,10 Parkside DrSt Jacobs  ONN0B 2N0,www.wchc.on.ca
Wellesley Township Community Health Centre,519-656-9025,,Box 187Wellesley  ONN0B 2T0,www.wchc.on.ca
Foot Care and Orthotic Centre,905-338-4669,chiropody@haltonhealthcare.com,461 North Service Rd W  Unit 27BOakville  ONL6M 2V5,www.oakvillehospitalfootcare.ca
Dawson Travel and Immunization Clinic,519-840-0106,,83 Dawson RdGuelph  ONN1H 1B1,www.dawsontravelclinic.com
Dr Sameh Fikry Medicine Professional Corporation - After Hours and On Call Travel Clinic,519-569-8500,drsamfikry@gmail.com,149 Union St EWaterloo  ONN2J 1C4,drfikrymedcentre.com
Kitchener Waterloo Travel Clinic,519-570-4208,,570 University Ave E  Suite 902Waterloo  ONN2K 4P2,www.kwtravelclinic.ca
Ontario Travel and Immunization Clinics - Cambridge,,,140 McGovern Dr  Unit 29Cambridge  ONN3H 4R7,www.ontariotravelclinics.com
Phoenix Healthcare Centre - Kitchener Office,519-748-6933,,450 Frederick St  Suite 301Kitchener  ONN2H 2P5,www.webermedical.ca
Rockwood Pharmacy,519-856-9486,rockwoodpharm@bellnet.ca,175 Alma StRockwood  ONN0B 2K0,rockwoodpharmacy.ca/
Immunization Clinic,519-856-9486,rockwoodpharm@bellnet.ca,175 Alma StRockwood  ONN0B 2K0,rockwoodpharmacy.ca
Immunization Clinic,519-575-4400,publichealth@regionofwaterloo.ca,150 Main St  1st FlCambridge  ONN1R 6P9,www.regionofwaterloo.ca/en/health-and-wellness/imm...
Immunization Clinic,519-575-4400,publichealth@regionofwaterloo.ca,99 Regina St S  2nd FlWaterloo  ONN2J 4V3,www.regionofwaterloo.ca/en/health-and-wellness/imm...
Wellington-Dufferin-Guelph Public Health,,info@wdgpublichealth.ca,c/o ReceptionWellington-Dufferin-Guelph Public Health490 Charles Allan WayFergus  ONN1M 2W3,www.wdgpublichealth.ca
Guelph - Chancellors Way,519-822-2715,info@wdgpublichealth.ca,c/o ReceptionWellington-Dufferin-Guelph Public Health160 Chancellors WayGuelph  ONN1G 0E1,www.wdgpublichealth.ca
Mount Forest Office,519-822-2715,info@wdgpublichealth.ca,c/o ReceptionWellington-Dufferin-Guelph Public Health490 Charles Allan WayFergus  ONN1M 2W3,www.wdgpublichealth.ca
Yellow Fever Vaccination Centres in Canada,613-957-8739,yfinfofj@phac-aspc.gc.ca,100 Colonnade Rd  AL 6201 BOttawa  ONK1A 0K9,www.canada.ca/en/public-health/services/travel-hea...
Halton. Halton Region Health Department - Oakville - Halton Regional Centre - Immunization Services,Mon-Sun 24 hours 905-825-6000 or call 3-1-1,accesshalton@halton.ca,c/o Halton Region Health DepartmentHalton Regional Centre1151 Bronte RdOakville  ONL6M 3L1,www.halton.ca/For-Residents/Immunizations-Preventa...
Caressant Care - Cambridge Country Manor,519-650-0100,,3680 Speedsville RdCambridge  ONN3H 4R6,www.caressantcare.com
Caressant Care Arthur - Nursing Home,519-848-3795,,PO Box 700Arthur  ONN0G 1A0,www.caressantcare.com
Caressant Care Fergus - Nursing Home,519-843-2400,,450 Queen St EFergus  ONN1M 2Y7,www.caressantcare.com
Caressant Care Harriston - Nursing Home,519-338-3700,,Box 520Harriston  ONN0G 1Z0,www.caressantcare.com
Chartwell Elmira Long Term Care Residence,519-669-2921,chateaugardenselmira@chartwellreit.ca,11 Herbert StElmira  ONN3B 2B8,www.chartwell.com
Chartwell Westmount Long Term Care Residence,519-570-2115,,200 David Bergey DrKitchener  ONN2E 3Y4,www.chartwell.com
Derbecker's Heritage House - St Jacobs,519-664-2921,,54 Eby StSt Jacobs  ONN0B 2N0,
Eden House Care Facility,519-856-4622,admin@edenhousecarehome.ca,5016 Wellington County Rd 29Guelph  ONN1H 6H8,www.edenhousecarehome.ca
Elliott Community (The) - Long-Term Care Home,519-822-0491,info@elliottcommunity.org,170 Metcalfe StGuelph  ONN1E 4Y3,www.elliottcommunity.org
Fairview Mennonite Home - Long Term Care Facility,519-653-5719,info@fairviewmh.com,515 Langs DrCambridge  ONN3H 5E4,www.fairviewmh.com
Golden Years Long Term Care,519-653-5493,,704 Eagle St NCambridge  ONN3H 4T3,www.peoplecare.ca/long-term-care/golden-years/
LaPointe-Fisher Nursing Home,519-821-9030,guelph@lapointefisher.ca,271 Metcalfe StGuelph  ONN1E 4Y8,www.lapointefisher.ca
Lutheran Homes Kitchener-Waterloo - Trinity Village Care Centre,519-893-6320,,2727 Kingsway DrKitchener  ONN2C 1A7,www.trinityvillage.com
Morriston Park Nursing Home,519-822-9179,,c/o Kim Bolger RSSW7363 Calfass Rd  RR 2Puslinch  ONN0B 2J0,www.morristonpark.com
Parkwood Mennonite Home,519-885-4810 ext 330,office@parkwoodmh.com,726 New Hampshire StWaterloo  ONN2K 4M1,parkwoodmh.com
peopleCare - AR Goudie Kitchener,519-744-5182,,369 Frederick StKitchener  ONN2H 2P1,www.peoplecare.ca
PeopleCare - Hilltop Manor,519-621-3067,,42 Elliott StCambridge  ONN1R 2J2,www.peoplecare.ca
Pinehaven Nursing Home,519-885-0255,,229 Lexington RdWaterloo  ONN2K 2E1,www.schlegelvillages.com/pinehaven-waterloo
Revera - Columbia Forest Long Term Care Centre,519-884-4480,columbiaforest@reveraliving.com,650 Mountain Maple AveWaterloo  ONN2V 2P7,www.reveraliving.com/long-term-care/locations/colu...
Revera - Forest Heights Long Term Care Centre,519-576-3320,forestheights@reveraliving.com,60 Westheights DrKitchener  ONN2N 2A8,www.reveraliving.com/long-term-care/locations/fore...
Revera - Riverbend Place Long Term Care Home,519-740-3820,,650 Coronation BlvdCambridge  ONN1R 7S6,www.reveraliving.com
Revera - Stirling Heights Long Term Care,519-622-3434,StirlingHeights@reveraliving.com,200 Stirling MacGregor DrCambridge  ONN1S 5B7,www.reveraliving.com
Royal Terrace - Long-Term Care,519-343-2611,info@royalterrace.ca,600 Whites RdPalmerston  ONN0G 2P0,www.royalterracepalmerston.ca
Long Term Care,519-658-5183,,1624 Franklin BlvdCambridge  ONN3C 3P4,www.saintlukesplace.ca
Saugeen Valley Nursing Center,519-323-2140,infosv@svch.ca,465 Dublin StMount Forest  ONN0G 2L3,www.svch.ca/long-term-care/strathcona/location/
Schlegel Villages - Village at University Gates (The),519-904-0650,,250 Laurelwood DrWaterloo  ONN2J 0E2,www.schlegelvillages.com/university-gates-waterloo
Schlegel Villages - Village of Winston Park (The),519-576-2430,,695 Block Line RdKitchener  ONN2E 3K1,www.schlegelvillages.com/kitchener
Sienna Senior Living - Barnswallow Place Care Community,519-669-5777,info@siennaliving.ca,120 Barnswallow DrElmira  ONN3B 2Y9,www.siennaliving.ca/Long-Term-Care/Locations/Barns...
St Joseph's Health Centre Guelph - Long Term Care Home,519-824-6000,info@sjhcg.ca,100 Westmount RdGuelph  ONN1H 5H8,www.sjhcg.ca
Steeves and Rozema Enterprises - Lanark Heights Long Term Care,519-743-4200,lanarkheights@srgroup.ca,46 Lanark CresKitchener  ONN2N 2Z8,ltc.srgroup.ca/lanarkheights_kitchener.htm
Steeves and Rozema Enterprises - St Andrews Terrace,519-620-9512,standrewsterrace@srgroup.ca,255 St Andrews StCambridge  ONN1S 1P1,ltc.srgroup.ca
Tri-County Mennonite Homes - Nithview Community,519-662-2280,,200 Boullee StNew Hamburg  ONN3A 2K4,www.tcmhomes.com
Twin Oaks of Maryhill,519-648-2117,,1360 Maryhill RdMaryhill  ONN0B 2B0,www.twinoaksmaryhill.com
Village of Riverside Glen - Long Term Care,519-822-5272,,60 Woodlawn Rd EGuelph  ONN1H 8M8,www.schlegelvillages.com/guelph
Sunnyside Home,519-893-8482519-893-8494,,247 Franklin St NKitchener  ONN2A 1Y5,www.regionofwaterloo.ca
Wellington Terrace Long Term Care Home,519-846-5359,,474 Charles Allan WayFergus  ONN1M 0A1,www.wellington.ca/en/government/longtermcarehome.a...
Bennett Health Care Centre,905-873-0115,info@bennetthealthcarecentre.ca,1 Princess Anne DrGeorgetown  ONL7G 2B8,www.bennettvillage.ca
Sunnybrook Veterans Centre,,vac.information.acc@canada.ca,Sunnybrook Health Sciences Centre2075 Bayview AveToronto  ONM4N 3M5,www.veterans.gc.ca/eng
Dom Lipa Nursing Home,416-621-3820,info@domlipa.ca,52 Neilson DrToronto  ONM9C 1V7,www.domlipa.ca
Extendicare Halton Hills,905-702-8760,cnh_haltonhills@extendicare.com,9 Lindsay CourtGeorgetown  ONL7G 6G9,www.extendicarehaltonhills.com
Northridge Long Term Care Centre,905-257-9882,northridge@reveraliving.com,496 Postridge DrOakville  ONL6H 7A2,www.reveraliving.com/northridge
Long-Term Care ACTION Line,Outside Ontario: 416-326-6777,,,www.health.gov.on.ca/en/common/system/services/lhi...
Reports on Long-Term Care Homes,,,,publicreporting.ltchomes.net/en-ca/default.aspx
Laboratory Services,519-621-2333,information@cmh.org,700 Coronation BlvdCambridge  ONN1R 3G2,www.cmh.org/programs/laboratory-services
Dynacare - Kitchener,519-894-9775,,385 Fairway Rd S  Unit 200AKitchener  ONN2C 2N9,dynacare.ca
Laboratory,519-749-4300 ext 2238,,835 King St W  3rd Fl  D WingKitchener  ONN2G 1G3,www.grhosp.on.ca/care/services-departments/laborat...
Laboratory,519-843-2010 ext 3350,,235 Union St EFergus  ONN1M 1W3,www.gmch.ca/laboratory
Laboratory,519-837-6403,info@gghorg.ca,115 Delhi StGuelph  ONN1E 4J4,www.gghorg.ca/laboratory-services
LifeLabs - Belmont Avenue West Patient Service Centre,,,564 Belmont Ave W  Suite 105Kitchener  ONN2M 5E2,www.lifelabs.com
LifeLabs - Boardwalk Patient Service Centre (The),,,Medical Centre at The Boardwalk430 The Boardwalk  Suite 203Waterloo  ONN2T 0C1,www.lifelabs.com
LifeLabs - Cedar Street Patient Service Centre,,,130 Cedar StCambridge  ONN1S 1W4,www.lifelabs.com
LifeLabs - Conestoga Boulevard Patient Service Centre,,,350 Conestoga Blvd  Suite C2Cambridge  ONN1R 7L7,www.lifelabs.com
LifeLabs - Coronation Boulevard Patient Service Centre,,,697 Coronation BlvdCambridge  ONN1R 3G5,www.lifelabs.com
LifeLabs - Fergus - Union St E,Customer Care: 1-877-849-3637,ContactUs-ON@LifeLabs.com,c/o LifeLabs Headquarters6360 Kennedy RdMississauga  ONL5T 2X4,www.lifelabs.com
LifeLabs - Frederick Street Patient Service Centre,,,385 Frederick St  Unit 20AKitchener  ONN2H 2P2,www.lifelabs.com
LifeLabs - Greenbrook Drive Patient Service Centre,,,421 Greenbrook Dr  Unit 10Kitchener  ONN2M 4K1,www.lifelabs.com
LifeLabs - Guelph - Dawson Rd,Customer Care: 1-877-849-3637,ContactUs-ON@LifeLabs.com,c/o LifeLabs Headquarters6360 Kennedy RdMississauga  ONL5T 2X4,www.lifelabs.com
LifeLabs - Guelph - Farley Dr,Customer Care: 1-877-849-3637,ContactUs-ON@LifeLabs.com,c/o LifeLabs Headquarters6360 Kennedy RdMississauga  ONL5T 2X4,www.lifelabs.com
LifeLabs - Guelph - Norfolk St,Customer Care: 1-877-849-3637,ContactUs-ON@LifeLabs.com,c/o LifeLabs Headquarters6560 Kennedy RdMississauga  ONL5T 2X4,www.lifelabs.com
LifeLabs - Guelph - Stone Rd,Customer Care: 1-877-849-3637,ContactUs-ON@LifeLabs.com,c/o LifeLabs Headquarters6360 Kennedy RdMIssissauga  ONL5T 2X4,www.lifelabs.com
LifeLabs - Guelph - Surrey St W,Customer Care: 1-877-849-3637,ContactUs-ON@LifeLabs.com,c/o LifeLabs Headquarters6360 Kennedy RdMississauga  ONL5T 2X4,www.lifelabs.com
