Store,phone,email,address,website
Ontario Seniors Dental Care Program,Ontario Seniors Dental Care Program: 416-916-0204Health Unit: 905-318-6623,,c/o Ontario Seniors Dental Care ProgramStn P  PO Box 159Toronto  ONM5S 2S7,www.hnhu.org/health-topic/free-routine-dental-care...
Ontario Seniors Dental Care Program - Simcoe,Ontario Seniors Dental Care Program: 416-916-0204Health Unit Dental Services: 519-426-6170 ext 3229 or 905-318-6623 ext 3229,,c/o Ontario Seniors Dental Care ProgramStn P  PO Box 159Toronto  ONM5S 2S7,www.hnhu.org/health-topic/free-routine-dental-care...
Ontario Seniors Dental Care Program,Ontario Seniors Dental Care Program: 416-916-0204Health Department: 905-825-6000,accesshalton@halton.ca,c/o Ontario Seniors Dental Care ProgramStn P  PO Box 159Toronto  ONM5S 2S7,www.halton.ca/For-Residents/Public-Health
Dr James Morreale Dental Clinic,905-521-2100 ext 12336,,88 Maplewood AveHamilton  ONL8M 1W9,www.hamiltonhealthsciences.ca/about-us/our-organiz...
Dental Clinics and Programs,905-546-2424 ext 5369 905-546-2424 ext 3789,publichealth@hamilton.ca,Robert Thomson Building110 King St W  3rd FlHamilton  ONL8P 4S6,www.hamilton.ca/public-health/clinics-services/den...
Children's Preventive Dental Clinic - Downtown,905-546-2424 ext 5369,,Robert Thomson Building110 King St W  3rd FlHamilton  ONL8P 4S6,www.hamilton.ca/public-health/clinics-services/pub...
Children's Preventive Dental Clinic - East,905-546-2424 ext 5369,,247 Centennial Pkwy N  Unit 8Hamilton  ONL8E 2X3,www.hamilton.ca/public-health/clinics-services/pub...
Children's Preventive Dental Clinic - Mountain,905-546-2424 ext 5369,,891 Upper James StHamilton  ONL9C 3A5,www.hamilton.ca/public-health/clinics-services/pub...
Dental Health Bus,905-546-2489,,Robert Thomson Building110 King St W  3rd FlHamilton  ONL8P 4S6,www.hamilton.ca/public-health/clinics-services/den...
Downtown Dental Clinic,905-546-2424 ext 3789,dentalclinic@hamilton.ca,Robert Thomson Building110 King St W  3rd FlHamilton  ONL8P 4S6,www.hamilton.ca/public-health/clinics-services/pub...
Ontario Seniors Dental Care Program,905-546-2424 ext 3789,publichealth@hamilton.ca,Robert Thomson Building110 King St W  3rd FlHamilton  ONL8P 4S6,www.ontario.ca/page/dental-care-low-income-seniors
Community Oral Health Program,905-522-3233,administration@hucchc.com,71 Rebecca StHamilton  ONL8R 1B6,www.hucchc.com/programs.html
Niagara College - Welland Campus - Dental Clinic,905-735-2211 ext 7758,ncdentalclinic@niagaracollege.ca,Applied Health Institute100 Niagara College BlvdWelland  ONL3C 7L3,www.niagaracollege.ca/alliedhealth/dental-clinic/s...
Dental Health,Dental Health Line: 905-688-8248,,PO Box 1052  Stn MainThorold  ONL2V 0A2,www.niagararegion.ca/living/health_wellness/dental...
Healthy Smiles Ontario,Dental Health Line: 905-688-8248,,PO Box 1052  Stn MainThorold  ONL2V 0A2,www.niagararegion.ca/living/health_wellness/dental...
Mobile Dental Clinic,Dental Health Line: 905-688-8248,,PO Box 1052  Stn MainThorold  ONL2V 0A2,www.niagararegion.ca/living/health_wellness/dental...
Ontario Seniors Dental Care Program,Ontario Seniors Dental Care Program: 416-916-0204Health Unit Dental Health Line: 905-688-8248,,c/o Ontario Seniors Dental Care ProgramStn P  PO Box 159Toronto  ONM5S 2S7,www.niagararegion.ca/living/health_wellness/dental...
Ontario Seniors Dental Care Program,Ontario Seniors Dental Care Program: 416-916-0204Health Unit Dental Health Line: 905-688-8248,,c/o Ontario Seniors Dental Care ProgramStn P  PO Box 159Toronto  ONM5S 2S7,www.niagararegion.ca/living/health_wellness/dental...
Ontario Seniors Dental Care Program,Ontario Seniors Dental Care Program: 416-916-0204Health Unit Dental Health Line: 905-688-8248,,c/o Ontario Seniors Dental Care ProgramStn P  PO Box 159Toronto  ONM5S 2S7,www.niagararegion.ca/living/health_wellness/dental...
Ontario Seniors Dental Care Program,Ontario Seniors Dental Care Program: 416-916-0204Health Unit Dental Health Line: 905-688-8248,,c/o Ontario Seniors Dental Care ProgramStn P  PO Box 159Toronto  ONM5S 2S7,www.niagararegion.ca/living/health_wellness/dental...
Volunteer Dental Program,905-688-2558 ext 248,,145 Queenston St  Suite 100St Catharines  ONL2R 2Z9,www.questchc.ca/participate-at-quest/volunteer-den...
Southern Ontario Dental College - Dental Cleaning Services,905-304-4706,,201 Wilson St E  Level 1Ancaster  ONL9G 2B8,www.sodentalcollege.com/become-a-client
Trillium College - St Catharines - Dental Clinic,289-438-1918,,60 James StSt Catharines  ONL2R 7E7,www.trilliumcollege.ca/community/dental-clinic
WAVE Clinic,416-415-4547,chsclientservices@georgebrown.ca,51 Dockside Dr  3rd FlToronto  ONM5A 0B6,www.georgebrown.ca/clinic
Halton. Halton Region Health Department - Oakville - Halton Regional Centre - Oral Health,Mon-Sun 24 hours 905-825-6000 or call 3-1-1,accesshalton@halton.ca,c/o Halton Region Health Department  Oral Health Program  Level 2Halton Regional Centre1151 Bronte RdOakville  ONL6M 3L1,www.halton.ca/For-Residents/Public-Health/Oral-Hea...
Dental Care For Low-Income Seniors,416-916-0204,,c/o Ontario Seniors Dental Care ProgramStation PPO Box 159Toronto  ONM5S 2S7,www.ontario.ca/page/dental-care-low-income-seniors
Healthy Smiles Ontario,,,33 King St W  PO Box 645Oshawa  ONL1H 8X1,www.ontario.ca/page/get-dental-care
Faculty of Dentistry, Dental Clinic,416-864-8000 ; Children's Clinic 416-864-8280,,Faculty of Dentistry124 Edward StToronto  ONM5G 1G6,patients.dentistry.utoronto.ca/patients
Ancaster X-Ray,905-648-5900,manager@imagusinc.com,1144 Wilson St W  Suite 104Ancaster  ONL9G 3K9,www.imagusinc.com
Barclay Diagnostic Imaging,905-934-3838,info@barclayimaging.com,Lakeshore Health Centre589 Lake St  Suite 104St Catharines  ONL2N 7L6,
Beamsville Diagnostic Imaging,905-563-5000,clinic@bdimaging.ca,4438 Ontario St  Suite 101Beamsville  ONL0R 1B5,bdimaging.ca
Branford Radiology Group - Brant Imaging Clinic,519-750-7333,brant@brantfordradiologygroup.com,221 Brant AveBrantford  ONN3T 3J3,www.brantfordradiologygroup.com/locations
Radiology and Nuclear Medicine,519-751-5599,,200 Terrace Hill StBrantford  ONN3R 1G9,www.bchsys.org/en/care-services/diagnostic-imaging...
Radiology Department,519-442-2251,,238 Grand River St NParis  ONN3L 2N7,www.bchsys.org/en/care-services/diagnostic-imaging...
Brantford Medical Imaging,519-756-9889,,260 Lynden Rd  Unit 102Brantford  ONN3R 0B9,
Brantford Radiology Group - King George Clinic,519-758-0600,,270 King George RdBrantford  ONN3R 5L5,www.brantfordradiologygroup.com/locations
Brantford Radiology Group - Shellington Imaging Clinic,519-752-6829,shellington@brantfordradiologygroup.com,40 Shellington Place  Suite 102Brantford  ONM3S 0C5,www.brantfordradiologygroup.com/locations
Brantford Radiology Group - St Paul Imaging Clinic,519-759-6089,stpaul@brantfordradiologygroup.com,353 St Paul AveBrantford  ONN3R 4N3,www.brantfordradiologygroup.com/locations
Caledonia X-Ray and Ultrasound,905-765-4059,,248 Argyle St SCaledonia  ONN3W 1K7,
Carlisle Ultrasound Services,905-689-3301 ext 3,,1493 Centre RdCarlisle  ONL0R 1H0,www.carlisleultrasound.ca
Charlton X-Ray and Ultrasound,905-528-1465,manager@imagusinc.com,25 Charlton Ave E  Suite G2Hamilton  ONL8N 1Y2,www.imagusinc.com
Dr Paul Wu Medicine Professional Corporation - Obstetrics Ultrasound,905-681-1553,,1455 Lakeshore Rd  Unit G14ABurlington  ONL7S 2J1,www.facebook.com/pages/Dr-Paul-Wu-Clinic/291303587...
Dundas Medical Imaging,905-627-4625,dundasxrayus@gmail.com,60 Hatt St  Suite 201Dundas  ONL9H 7T6,
Greater Niagara Medical Imaging - Hamilton - Nebo Rd,905-318-4082,info@gnmi.ca,260 Nebo Rd  Unit 5Hamilton  ONL8W 3K5,www.gnmi.ca/locations/hamilton-x-ray-ultrasound-ne...
Greater Niagara Medical Imaging - Hamilton - Queenston Rd,905-560-8434,info@gnmi.ca,631 Queenston Rd  Suite 105Hamilton  ONL8K 6R5,www.gnmi.ca/locations/hamilton-x-ray-ultrasound-qu...
Greater Niagara Medical Imaging - Niagara Falls - McLeod Rd,905-354-8448,info@gnmi.ca,7885 McLeod Rd  Unit 114Niagara Falls  ONL2H 0G5,www.gnmi.ca/locations/niagara-x-ray-ultrasound-mcl...
Greater Niagara Medical Imaging - Niagara Falls - Portage Rd,905-356-6101,info@gnmi.ca,5400 Portage Rd  Suite B2Niagara Falls  ONL2G 5X7,www.gnmi.ca/locations/niagara-x-ray-ultrasound-por...
Greater Niagara Medical Imaging - St Catharines - Linwell Rd,905-935-0270,info@gnmi.ca,282 Linwell Rd  Suite 116St Catharines  ONL2N 6N5,www.gnmi.ca/locations/st-catharines-x-ray-ultrasou...
Greater Niagara Medical Imaging - St Catharines - Pelham Rd,905-685-0132,info@gnmi.ca,245 Pelham Rd  Suite 213St Catharines  ONL2S 1X8,www.gnmi.ca/locations/st-catharines-x-ray-pelham
Greater Niagara Medical Imaging - St Catharines - Welland Ave,905-684-6388,info@gnmi.ca,464 Welland AveSt Catharines  ONL2M 5V4,www.gnmi.ca/locations/st-catharines-x-ray-ultrasou...
Greater Niagara Medical Imaging - Welland,905-735-2929,info@gnmi.ca,555 Prince Charles Dr N  Suite 114Welland  ONL3C 6B5,www.gnmi.ca/locations/welland-x-ray-ultrasound
Hamilton Community X-Ray and Diagnostic Clinic,905-546-5644,,414 Victoria Ave N  Suite L1Hamilton  ONL8L 5G8,www.hamiltoncommunityhealthcentre.ca/on-site-servi...
Hamilton Diagnostic Services X-Ray and Ultrasound,905-522-2220,,200 James St S  Suite 305Hamilton  ONL8P 3A9,
Diagnostic Imaging,Main Information Desk: 905-521-2100,,237 Barton St E  Level 2  West WingHamilton  ONL8L 2X2,www.hamiltonhealthsciences.ca/areas-of-care/servic...
Diagnostic Imaging,Main Information Desk: 905-521-2100,,711 Concession St  Level 1  Section BHamilton  ONL8V 1C3,www.hamiltonhealthsciences.ca/areas-of-care/servic...
Diagnostic Imaging,Main Information Desk: 905-521-2100,,1200 Main St W  Level 2  Yellow SectionHamilton  ONL8N 3Z5,www.hamiltonhealthsciences.ca/areas-of-care/servic...
Diagnostic Imaging,Main Information Desk: 905-521-2100,,169 Main St EGrimsby  ONL3M 1P3,www.hamiltonhealthsciences.ca/areas-of-care/servic...
Hamilton Vascular Laboratory - Upper Wentworth St,905-538-2260,,849 Upper Wentworth St  Suite 400Hamilton  ONL9A 5H4,www.hamiltonvascularlab.ca
Hamilton Vascular Laboratory - Victoria Ave N,905-538-5033,,304 Victoria Ave N  Suite 302Hamilton  ONL8L 5G4,www.hamiltonvascularlab.ca
Hamilton X-Ray and Ultrasound Clinic,905-549-5611,,700 Main St EHamilton  ONL8M 1K7,www.hamiltonxray.ca
Diagnostic Imaging,905-336-4126,,1245 Lakeshore RdBurlington  ONL7S 0A2,www.josephbranthospital.ca/en/programs-and-service...
KMH Cardiology Centre - Burlington,905-855-1860,info@kmhlabs.com,Burlington Professional Centre3155 Harvester Rd  Suite 106Burlington  ONL7N 3V2,www.kmhlabs.com
KMH Cardiology Centre - St Catharines,905-937-2255,info@kmhlabs.com,180 Vine St  Suites 106-108St Catharines  ONL2R 7P3,www.kmhlabs.com
KMH Cardiology Centre - Stoney Creek,905-528-0900,info@kmhlabs.com,Southmount35 Upper Centennial PkwyStoney Creek  ONL8J 3W2,www.kmhlabs.com
Limeworth X-Ray and Ultrasound,905-574-7755,limeworthxray@gmail.com,849 Upper Wentworth St  Suite 102Hamilton  ONL9A 5H4,www.limeworthxray.com
MyHealth Centre - Brantford,1-888-321-5169,brantford@myhealthcentre.ca,Brantford Medical Centre40 Shellington Place  Suite 101Brantford  ONN3S 0C5,myhealthcentre.ca/location/brantford
MyHealth Centre - Delhi,1-888-229-5901,delhi@myhealthcentre.ca,Delhi Community Health Centre105 Main StDelhi  ONN4B 1X8,myhealthcentre.ca/location/delhi
MyHealth Centre - Simcoe,1-888-432-9517,info@myhealthcentre.ca,West St Health Centre216 West St  Suite 304Simcoe  ONN3Y 1S8,myhealthcentre.ca/location/simcoe
Niagara Falls X-Ray and Ultrasound,905-374-1686,,6453 Morrison StNiagara Falls  ONL2E 7H1,
Diagnostic Services,Switchboard: 905-378-4647,,5546 Portage RdNiagara Falls  ONL2E 6X2,www.niagarahealth.on.ca/site/diagnostic-services
Diagnostic Services,Switchboard: 905-378-4647,,1200 Fourth AveSt Catharines  ONL2S 0A9,www.niagarahealth.on.ca/site/diagnostic-services
Diagnostic Services,Switchboard: 905-378-4647,,65 Third StWelland  ONL3B 4W6,www.niagarahealth.on.ca/site/diagnostic-services
Niagara Vascular Laboratory,905-356-3500,,4256 Portage Rd  Suite 101Niagara Falls  ONL2E 6A4,www.niagaravascularlab.ca
Simcoe Diagnostic Imaging,519-426-5068,,65 Donly Dr N  Unit 6Simcoe  ONN3Y 0C2,www.humbervalleyimaging.com
Southmount Medical Imaging,905-387-4551,,35 Upper Centennial Pkwy  Lower LevelStoney Creek  ONL8J 3W2,www.smimaging.ca
Diagnostic Services,905-522-1155 ext 39404,,2757 King St EHamilton  ONL8G 5E4,www.stjoes.ca/hospital-services/diagnostic-service...
Diagnostic Services,905-522-1115 ext 39404,,100 West 5th StHamilton  ONL8N 3K7,www.stjoes.ca/hospital-services/diagnostic-service...
StL Diagnostic Imaging - Burlington,905-637-6608,,Burlington Medical Professional Centre3155 Harvester Rd  Suite 310Burlington  ONL7N 3V2,www.stlimaging.ca
Wentworth-Halton X-Ray and Ultrasound - Burlington - 760 Brant St,905-637-7606,info@whxray.com,760 Brant StBurlington  ONL7R 4B8,www.whxray.com/locations/760-brant-street
Wentworth-Halton X-Ray and Ultrasound - Burlington - Appleby Line,905-331-5438,,Upper Abbleby Professional Centre1960 Abbleby LineBurlington  ONL7L 0B7,www.whxray.com/locations/1960-appleby-line
Wentworth-Halton X-Ray and Ultrasound - Burlington - Fairview St,905-333-6700,,2200 Fairview St  Suite 108Burlington  ONL7R 4H9,whxray.com/locations/2200-fairview-street
Wentworth-Halton X-Ray and Ultrasound - Burlington - Walkers Line,905-336-2202,,2951 Walkers LineBurlington  ONL7M 4Y1,www.whxray.com/locations/2951-walkers-line
Wentworth-Halton X-Ray and Ultrasound - Hamilton - Parkdale Ave S,905-547-3511,,132 Parkdale Ave SHamilton  ONL8K 3P3,www.whxray.com/locations/132-parkdale-avenue
Wentworth-Halton X-Ray and Ultrasound - Hamilton - Rymal Rd W,905-388-0106,info@whxray.com,723 Rymal Rd WHamilton  ONL9B 2W2,www.whxray.com/locations/723-rymal-road
Wentworth-Halton X-Ray and Ultrasound - Hamilton - Young St,905-522-2344,,1 Young St  Suite 105Hamilton  ONL8N 1T8,www.whxray.com/locations/1-young-street
Wentworth-Halton X-Ray and Ultrasound - Stoney Creek - Mountain Ave S,905-662-4953,,15 Mountain Ave SStoney Creek  ONL8G 2V6,www.whxray.com/locations/15-mountain-avenue
Wentworth-Halton X-Ray and Ultrasound - Stoney Creek - Winterberry Dr,905-549-0433,,325 Winterberry DrStoney Creek  ONL8J 0B6,www.whxray.com/locations/325-winterberry-drive
Wentworth-Halton X-Ray and Ultrasound - Waterdown,905-689-0877,,245 Dundas St EWaterdown  ONL8B 0E9,www.whxray.com/locations/245-dundas-street
Diagnostic Imaging,Inquiries: 905-7638-3311 ext 1142Ontario Breast Screening Program Appointments: 905-768-3311 ext 116,,75 Parkview RdHagersville  ONN0A 1H0,www.whgh.ca/services/diagnostic-imaging
Wilson Medical Centre - X-Ray and Ultrasound Services,905-526-6250,,130 Wilson StHamilton  ONL8R 1E2,www.wilsonmedicalcentre.com
STL Diagnostic Imaging,,,150 Bridgeland Ave  Suite 207Toronto  ONM6A 1Z5,www.stlimaging.ca/index.cfm
Emergency Department,519-751-5544,,200 Terrace Hill StBrantford  ONN3R 1G9,www.bchsys.org/en/care-services/emergency.aspx
Emergency Department,905-774-7431,,400 Broad St WDunnville  ONN1A 2P7,www.hwmh.ca/programs-services/emergency-department
Emergency Department,Main Information Desk: 905-521-2100,,237 Barton St EHamilton  ONL8L 2X2,www.hamiltonhealthsciences.ca/areas-of-care/progra...
Emergency Department,,,711 Concession StHamilton  ONL8V 1C3,www.hamiltonhealthsciences.ca/areas-of-care/emerge...
Emergency Department,905-521-2100 ext 75020,,1200 Main St WHamilton  ONL8N 3Z5,www.hamiltonhealthsciences.ca/areas-of-care/progra...
Emergency Department,Main Information Desk: 905-521-2100,,169 Main St EGrimsby  ONL3M 1P3,www.hamiltonhealthsciences.ca/areas-of-care/emerge...
Emergency Department,905-632-3737 ext 4116,,1245 Lakeshore RdBurlington  ONL7S 0A2,www.josephbranthospital.ca/en/programs-and-service...
Emergency Department,Switchboard: 905-378-4647,,5546 Portage RdNiagara Falls  ONL2E 6X2,www.niagarahealth.on.ca/site/emergency-and-urgent-...
Emergency Department,Switchboard: 905-378-4647,,1200 Fourth AveSt Catharines  ONL2S 0A9,www.niagarahealth.on.ca/site/emergency-and-urgent-...
Emergency Department,Switchboard: 905-378-4647,,65 Third StWelland  ONL3B 4W6,www.niagarahealth.on.ca/site/emergency-and-urgent-...
Emergency Department,519-426-0130,,365 West StSimcoe  ONN3Y 1T7,www.ngh.on.ca/services/emergency-department.html
Emergency Department,905-522-1155,,50 Charlton Ave EHamilton  ONL8N 4A6,www.stjoes.ca/hospital-services/emergency-services...
Emergency Department,905-768-3311,,75 Parkview RdHagersville  ONN0A 1H0,www.whgh.ca/services/emergency
Beamsville Medical Centre Family Health Team,905-563-5315,,4279 Hixon StBeamsville  ONL0R 1B0,www.beamsvillefht.com
Burlington Family Health Team,905-333-8222,,Halton McMaster Family Health Centre1221 Lakeshore Rd  Suite 103Burlington  ONL7S 0A1,www.burlingtonfht.com
Brant Centre Location,289-861-5611,,Brant Centre1182 Northshore Blvd  Lower LevelBurlington  ONL7S 0A1,www.burlingtonfht.com
Caroline Family Health Team,905-632-8007,,3305 Harvester Rd  Units 15-20Burlington  ONL7N 3N2,www.carolinefht.ca
Burlington - 3155 Harvester Rd,Dr Jason Murdoch: 905-639-9717Dr Vance Pedago: 905-632-1803,,3155 Harvester Rd  Suite 205Burlington  ONL7N 3V2,www.carolinefht.ca
Delhi Family Health Team,519-582-2323,,Delhi Community Health Centre105 Main StDelhi  ONN4B 2L8,dfht.ca
Haldimand Family Health Team - Caledonia Clinic,365-206-0303,,245 Argyle St SCaledonia  ONN3W 1K7,www.haldimandfht.com
Haldimand Family Health Team - Dunnville Clinic,905-774-7541,,334 Broad St WDunnville  ONN1A 1T1,www.haldimandfht.com
Haldimand Family Health Team - Hagersville Clinic,905-768-9599,,75 Parkview Rd  Suite 7Hagersville  ONN0A 1H0,www.haldimandfht.com
Hamilton Family Health Team,905-667-4848,,123 James St N  Suite 300Hamilton  ONL8R 2K8,www.hamiltonfht.ca
Ancaster - 1015 Golf Links Rd (Ancaster Central Pharmacy and Medical Centre),Dr Samuel: 289-239-8216Dr Trinh: 905-648-4425,,1015 Golf Links RdAncaster  ONL9K 1L6,www.hamiltonfht.ca
Ancaster - 26 Legend Court (Meadowlands Health Centre),905-304-4687,,26 Legend Court  Suite 10Ancaster  ONL9K 1J3,www.hamiltonfht.ca
Ancaster - 277 Wilson St E,905-648-7973,,277 Wilson St EAncaster  ONL9G 2B8,www.hamiltonfht.ca
Binbrook - 3137 Hwy 56 (Binbrook Medical),905-692-5455,,3137 Hwy 56Binbrook  ONL0R 1C0,www.hamiltonfht.ca
Carlisle - 1493 Centre Rd (Carlisle Medical Centre),905-689-3301,,Carlisle Medical Centre1493 Centre RdCarlisle  ONL0R 1H0,www.carlislemedical.ca
Dundas - 133 King St W  (Dundas Family Medical Group),Dr Mohatarem and Dr Moriarity: 905-628-6355Dr Zou: 905-628-9629,,133 King St WDundas  ONL9H 1V3,www.dundasfamilymedicalgroup.ca
Dundas - 16 Cross St,289-238-8827,,16 Cross StDundas  ONL9H 2R4,www.hamiltonfht.ca
Dundas - 161 King St W,905-627-1555,,161 King St WDundas  ONL9H 1V3,www.hamiltonfht.ca
Dundas - 269 King St W,905-628-6042,,269 King St WDundas  ONL9H 1W1,www.hamiltonfht.ca
Dundas - 33 Dundas St,905-628-6151,,33 Dundas StDundas  ONL9H 1A1,www.hamiltonfht.ca
Dundas - 60 Hatt St (Spencer Creek Centre),905-627-1800,,60 Hatt St  Suite 203Dundas  ONL9H 7T6,www.hamiltonfht.ca
Dundas - 62 King St W,905-627-3526,,62 King St WDundas  ONL9H 1T8,www.hamiltonfht.ca
Dundas Patient Services,905-667-4867,,133 King St W  Suite 203Dundas  ONL9H 1V3,www.hamiltonfht.ca
Dundas Valley Medical Centre - 107 King St W,Dr Del Bel Belluz: 905-628-0840Dr Ivanova, Dr McMillan and Dr Nash: 905-627-3505Dr Singh: 289-238-9146,,107 King St WDundas  ONL9H 1V1,www.hamiltonfht.ca
Dundas Valley Medical Centre - 109 King St W,905-628-9200,,109 King St WDundas  ONL9H 1V1,www.hamiltonfht.ca
Hamilton - 1 Young St,905-547-1110,,1 Young St  Suite 605Hamilton  ONL8P 4X5,www.hamiltonfht.ca
Hamilton - 1051 Upper James St,905-527-7000,,1051 Upper James St  Suite 204Hamilton  ONL9C 3A6,www.hamiltonfht.ca
Hamilton - 1221 Limeridge Rd E (Eastmount Family Health Clinic),905-574-9474,,1221 Limeridge Rd E  Unit 7Hamilton  ONL8W 1Y1,www.hamiltonfht.ca
Hamilton - 132 Parkdale Ave S (Parkdale Medical Centre),Dr Boushra: 905-544-6599Dr Cusimano: 905-547-6331,,132 Parkdale Ave SHamilton  ONL8K 3P3,www.hamiltonfht.ca
Hamilton - 1390 Main St E (Levy Medical Clinic),905-549-1244,,1390 Main St EHamilton  ONL8K 1C1,www.hamiltonfht.ca
Hamilton - 1423 Upper Ottawa St,905-575-0228,,1423 Upper Ottawa St  Unit 10Hamilton  ONL8W 3J6,www.hamiltonfht.ca
Hamilton - 1440 Main St E (Montgomery Square),905-547-8915,,1440 Main St E  Unit 1Hamilton  ONL8K 1C4,www.hamiltonfht.ca
Hamilton - 1447 Upper Ottawa St,Dr Clark: 905-522-2171Dr Lee: 905-389-4976Dr Syty-Golda: 905-529-2423,,1447 Upper Ottawa St  Unit 2Hamilton  ONL8W 3J6,www.hamiltonfht.ca
Hamilton - 1483 Main St W,905-523-1616,,1483 Main St WHamilton  ONL8S 1E1,www.hamiltonfht.ca
Hamilton - 155 James St S,Dr McCarty and Dr Premi: 905-528-8744Dr Yasmeen: 905-528-8747,,155 James St SHamilton  ONL8P 3A4,www.hamiltonfht.ca
Hamilton - 1575 Upper Ottawa St,905-578-5776,,1575 Upper Ottawa St  Unit A5Hamilton  ONL8W 3E2,www.hamiltonfht.ca
Hamilton - 160 Dundurn St S (Dundurn Medical Group),905-528-5480,,160 Dundurn St SHamilton  ONL8P 4K3,www.hamiltonfht.ca
Hamilton - 200 James St S,,,200 James St SHamilton  ONL8P 3A9,www.hamiltonfht.ca
Hamilton - 255 Main St W,905-523-7944,,255 Main St WHamilton  ONL8P 1K3,www.hamiltonfht.ca
Hamilton - 264 Concession St,905-383-1921,,264 Concession StHamilton  ONL9A 1B2,www.hamiltonfht.ca
Hamilton - 280 Queenston Rd (Rosedale Medical Group),905-547-0508,,280 Queenston RdHamilton  ONL8K 1H1,www.rosedalemedical.ca
Hamilton - 325 Winterberry Dr (Heritage Green Professional Arts Building),,,325 Winterberry DrHamilton  ONL8J 0B6,www.hamiltonfht.ca
Hamilton - 337 Queenston Rd (Red Hill Medical Group),Dr Ayeni: 905-549-8863Dr Bibic: 905-547-2533Dr Kavalsky: 905-549-1246,,337 Queenston RdHamilton  ONL8K 1H7,www.hamiltonfht.ca
Hamilton - 393 Rymal Rd W,905-388-4028,,393 Rymal Rd W  Unit 104Hamilton  ONL9B 1V2,www.hamiltonfht.ca
Hamilton - 414 Victoria Ave N (Hamilton Community Health Centre),905-529-5221,,Hamilton Community Health Centre414 Victoria Ave N  M1Hamilton  ONL8L 5G8,www.hamiltonfht.ca
