Store,phone,email,address,website
Cardiology Diagnostics,613-345-5649,quality@brockvillegeneralhospital.ca,75 Charles StBrockville  ONK6V 1S8,www.brockvillegeneralhospital.ca/en/patient-care/c...
Diagnostic Imaging,613-345-7263,quality@brockvillegeneralhospital.ca,75 Charles StBrockville  ONK6V 1S8,www.brockvillegeneralhospital.ca/en/patient-care/d...
Cardiology Services Group,613-966-4377,,18 Newberry StBelleville  ONK8N 3N3,www.facebook.com/pages/Cardiology-Services-Group/1...
Diagnostic Services - Brock Street,613-544-3310,,166 Brock StKingston  ONK7L 5G2,www.kingstonhsc.ca/diagnostic-imaging-care
Kente X-Ray and Ultrasound,613-962-4226,,Bayview Mall470 Dundas St EBelleville  ONK8N 1G1,www.cbimaging.ca
Cardiac Diagnostics - Stuart Street,613-548-3232,,76 Stuart StKingston  ONK7L 2V7,www.kingstonhsc.ca/cardiac-care/heart-tests
Diagnostic Services - Stuart Street,613-549-6666 Ext 2301,,76 Stuart StKingston  ONK7L 2V7,www.kingstonhsc.ca/diagnostic-imaging-care
Noninvasive Cerebrovascular Laboratory - Stuart St,613-549-6666,,76 Stuart StKingston  ONK7L 2V7,www.kingstonhsc.ca/
Kingston Heart Clinic (The),613-544-3242,,460 Princess StKingston  ONK7L 1C2,www.kingstonheartclinic.com
Kingston Imaging Services,613-548-3364,kis.kingston@gmail.com,797 Princess St  Suite 422Kingston  ONK7L 1G1,www.kingstonimagingservices.ca
Kingston MRI,613-384-1220,info@kingstonmri.com,776 Blackburn Mews EKingston  ONK7P 2N6,www.kingstonmri.com
KMI Xray and Ultrasound - Kingston - Blackburn Mews E,613-384-5488,info@kingstonxray.com,776 Blackburn Mews EKingston  ONK7P 2N7,
KMI Xray and Ultrasound - Kingston - Princess St,613-549-8775,info@kingstonxray.com,Westgate Square835 Princess StKingston  ONK7L 1G7,
Breast Screening Clinic,613-354-3301 ext 285,,8 Richmond Park DrNapanee  ONK7R 2Z4,www.lacgh.napanee.on.ca
Cardiopulmonary Services,613-354-3301,,8 Richmond Park DrNapanee  ONK7R 2Z4,web.lacgh.napanee.on.ca/
Diagnostic Imaging,613-354-3301 ext 263,,8 Richmond Park DrNapanee  ONK7R 2Z4,web.lacgh.napanee.on.ca/programs
General X-Ray, Ultrasound and Computed Tomography (CT),613-354-3301 Ext 285,,8 Richmond Park DrNapanee  ONK7R 2Z4,www.lacgh.napanee.on.ca
Radiology Services,613-548-4417,info@ongwanada.com,191 Portsmouth AveKingston  ONK7M 8A6,www.ongwanada.com
Diagnostic Imaging,613-267-1500 ext 4271,,33 Drummond St WPerth  ONK7H 2K1,www.psfdh.on.ca
Diagnostic Imaging,613-283-2330 ext 1115,,60 Cornelia St WSmiths Falls  ONK7A 2H9,www.psfdh.on.ca
Cardiology,613-969-7400,info@qhc.on.ca,265 Dundas St EBelleville  ONK8N 5A9,www.qhc.on.ca
Diagnostic Imaging,613-969-7400,info@qhc.on.ca,265 Dundas St EBelleville  ONK8N 5A9,www.qhc.on.ca
Diagnostic Imaging,613-332-2825,info@qhc.on.ca,PO Box 157Bancroft  ONK0L 1C0,www.qhc.on.ca
Diagnostic Imaging,613-476-1008,info@qhc.on.ca,PO Box 1900Picton  ONK0K 2T0,www.qhc.on.ca
Cardiology,613-392-2540,info@qhc.on.ca,242 King StTrenton  ONK8V 5S6,www.qhc.on.ca
Diagnostic Imaging,613-392-2540,info@qhc.on.ca,242 King StTrenton  ONK8V 5S6,www.qhc.on.ca
Trenton Diagnostics,613-392-4446,info@trentondiagnostics.com,7 Metcalfe St  Unit 2Trenton  ONK8V 6H3,trentondiagnostics.com
Out-Patient Departments,705-653-1140,info@chm.ca,146 Oliver RdCampbellford  ONK0L 1L0,www.cmh.ca
Diagnostic Imaging Services,613-257-2200,info@carletonplacehosp.com,211 Lake Ave ECarleton Place  ONK7C 1J4,www.carletonplacehospital.ca/diagnosticservices
Emergency Department,613-345-5649,quality@brockvillegeneralhospital.ca,75 Charles StBrockville  ONK6V 1S8,www.brockvillegeneralhospital.ca
Emergency Medicine - Stuart St,613-548-3232,,76 Stuart StKingston  ONK7L 2V7,www.kingstonhsc.ca/emergency-care
Emergency Department,613-354-3301,,8 Richmond Park DrNapanee  ONK7R 2Z4,web.lacgh.napanee.on.ca/programs
Emergency Department,613-267-1500,,33 Drummond St WPerth  ONK7H 2K1,www.psfdh.on.ca
Emergency Department,613-283-2330,,60 Cornelia St WSmiths Falls  ONK7A 2H9,www.psfdh.on.ca
Emergency Department,613-969-7400,info@qhc.on.ca,265 Dundas St EBelleville  ONK8N 5A9,www.qhc.on.ca
Emergency Department,613-332-2825,info@qhc.on.ca,PO Box 157Bancroft  ONK0L 1C0,www.qhc.on.ca
Emergency Department,613-476-1008,info@qhc.on.ca,PO Box 1900Picton  ONK0K 2T0,www.qhc.on.ca
Emergency Department,613-392-2540,info@qhc.on.ca,242 King StTrenton  ONK8V 5S6,www.qhc.on.ca
Emergency Department,613-256-2500,tmclelland@agh-fvm.com,75 Spring StAlmonte  ONK0A 1A0,www.almontegeneral.com
Emergency Department,705-653-1140,info@chm.ca,146 Oliver RdCampbellford  ONK0L 1L0,www.cmh.ca
Emergency Department,613-257-2200,info@carletonplacehosp.com,211 Lake Ave ECarleton Place  ONK7C 1J4,www.carletonplacehospital.ca
Regional Psychiatric Emergency Service for Children and Youth,613-737-2256,,401 Smyth RdOttawa  ONK1H 8L1,www.cheo.on.ca
Athens District Family Health Team,613-924-2623,,Box 99Athens  ONK0E 1B0,www.adfht.on.ca
Bancroft Community Family Health Team,613-332-1565,,PO Box 1089Bancroft  ONK0L 1C0,www.bcfht.org
Billa St location,613-332-1565,,PO Box 578Bancroft  ONK0L 1C0,www.bcfht.org
Manor Lane location,613-332-5692,info@northhastingsfht.ca,Box 418Bancroft  ONK0L 1C0,www.bcfht.org
Central Hastings Family Health Team,613-473-4134,,Tri Area Medical Centre52 St Lawrence St E  Main FlMadoc  ONK0K 2K0,www.chfht.ca/
Gilmour Medical Centre,613-474-0233,,Tudor and Cashel Municipal Bldg371 Weslemkoon Lake Rd  RR 2Gilmour  ONK0L 1W0,www.chfht.ca/
Marmora Medical Centre,613-472-6131,,Box 520Marmora  ONK0K 2M0,www.chfht.ca/
Kingston Family Health Team,613-531-4234,,797 Princess St  Suite 312Kingston  ONK7L 1G1,www.kfhn.ca
797 Princess St Site, Suite 105,613-549-0464,,797 Princess St  Suite 105Kingston  ONK7L 5E4,www.kfhn.ca
Centennial Family Physicians,613-546-6652,,2437 Princess St  Suite 200Kingston  ONK7M 3G1,www.kfhn.ca
Cornerstone Medical Clinic - Bagot St Site,613-549-7477,,275 Bagot St  Suite 202Kingston  ONK7L 3G4,www.kfhn.ca
Norwest Family Physicians - Gardiners Rd Site,613-389-5974,,500 Gardiners Rd  Unit 11Kingston  ONK7M 7W9,www.kfhn.ca
Lakelands Family Health Team,613-336-8888,info@lakelandsfht.ca,12357 Hwy 41Northbrook  ONK0H 2G0,www.lakelandsfht.ca
Denbigh Site,613-333-1333,info@lakelandsfht.ca,31 Central StDenbigh  ONK0H 1L0,www.lakelandsfht.ca
Brighton - 22 Dundas St,613-475-0600,,PO Box 1450Brighton  ONK0K 1H0,www.lakeviewfht.ca/index.php
Brighton Health Centre,613-475-1555,,Box 277Brighton  ONK0K 1H0,www.lakeviewfht.ca/displayPage.php?page=Brighton
Quinte West Medical Centre,613-394-0770,,80 Catherine StTrenton  ONK8V 6N8,www.lakeviewfht.ca/index.php
Trenton - 30 King St,613-394-4868,,30 King St  Suite 201Trenton  ONK8V 6B1,www.lakeviewfht.ca/index.php
Leeds and Grenville - Community Family Health Team,613-342-4076,,2235 Parkedale AveBrockville  ONK6V 6B2,www.lgcfht.ca
Community Family Health Team - Gananoque,613-382-7383,,338 Herbert StGananoque  ONK7G 3G3,www.lgcfht.ca
Loyalist Family Health Team,613-507-0213,,200 Speers Blvd  Suite 101Amherstview  ONK7N 0B6,www.loyalistfht.com
Maple Family Health Team,Administrative Office: 613-531-5888 * Clinic: 613-546-9721,,1036 Princess St  Unit D2Kingston  ONK7L 1H2,www.maplefht.ca
Clergy St Family Physicians,613-542-7858,,71 Clergy St EKingston  ONK7L 3J3,www.maplefht.ca
Reddendale Family Health Centre,613-384-4664,,125 Lakeview AveKingston  ONK7M 3T6,www.maplefht.ca
Rideau Family Medical Centre,613-546-0151,,235 Gore Rd  Unit 13Kingston  ONK7L 0C3,www.maplefht.ca
Willow Family Physicians,613-544-2902,,1479 John Counter Blvd  Suite 103Kingston  ONK7M 7J3,www.maplefht.ca
Prescott Family Health Team,613-925-5977,prescott.fht@gmail.com,PO Box 1750Prescott  ONK0E 1T0,
Brockville Site,613-498-2211,donaldbrooks@rogers.com,7758 Kent BlvdBrockville  ONK6V 7J9,
Dr Burke's Family Medicine,613-476-5766,,11 MacSteven Dr  Suite CPicton  ONK0K 2T0,www.pefht.ca
Harbourview Clinic,613-476-0400 * doctor contact information varies,,35 Bridge St  Suite 1Picton  ONK0K 2T0,www.pefht.ca
Picton Clinic,Central Administration: 613-476-0400 * doctor contact information varies,,389 Main StPicton  ONK0K 2T0,www.pefht.ca
Prince Edward County Memorial Hospital Site,613-471-1100,,403 Main StPicton  ONK0K 2T0,www.pefht.ca
Sandbanks Medical Centre,613-399-1281,,12 Prince Edward DrWellington  ONK0K 3L0,www.pefht.ca
Queen's Family Health Team - Belleville,613-771-1910 ext 133,info@qfht.ca,145 Station StBelleville  ONK8N 2S9,www.belleville.qfht.ca
Bagot Street Site,613-533-9303,info@qfht.ca,PO Box 8888Kingston  ONK7L 5E9,www.qfht.ca
Clarence Street Site,613-533-9303,info@qfht.ca,PO Box 8888Kingston  ONK7L 5E9,www.qfht.ca
Sharbot Lake Family Health Team,613-279-2100,,PO Box 70Sharbot Lake  ONK0H 2P0,www.sharbotlakefht.com
Upper Canada Family Health Team,Administration: 613-423-3333,,5 Home St  Suite 4Brockville  ONK6V 0A5,www.ucfht.com
Brockville Family Medical Centre,613-345-0918,info@ucfht.com,309 Park St  Suite 203Brockville  ONK6V 2H8,www.ucfht.com
California Ave Site,613-345-1458,info@ucfht.com,PO Box 50034Brockville  ONK6V 7M7,www.ucfht.com
Central Ave Site,613-342-6272,,17 Central Ave EBrockville  ONK6V 1W5,www.ucfht.com
Upper Canada Family Health Team,Administration: 613-423-3333,info@ucfht.com,779 Chelsea StBrockville  ONK6V 6J8,www.ucfht.com
Cornerstone Family Medical Centre,613-498-0444,info@ucfht.com,100 Strowger Blvd  106Brockville  ONK6V 5J9,www.ucfht.com
Home Street Family Practice,613-423-1111,info@ucfht.com,5 Home St  Suite 4Brockville  ONK6V 0A5,www.ucfht.com
Ormond St Site,613-342-0714,info@ucfht.com,135 Ormond St  Suite 102Brockville  ONK6V 5Y2,www.ucfht.com
Seeley's Bay Family Medicine Clinic,613-387-3120,info@ucfht.com,PO Box 70Seeley's Bay  ONK0H 2N0,www.ucfht.com
St Lawrence District Medical Centre,613-659-2525,sldmc2525@gmail.com,PO Box 39Lansdowne  ONK0E 1L0,www.ucfht.com
Stone's Mill Family Health Centre,613-382-3974,info@ucfht.com,25 Mill StGananoque  ONK7G 2L5,www.ucfht.com
Association of Family Health Teams of Ontario,647-234-8605,info@afhto.ca,400 University Ave  Suite 2100Toronto  ONM5G 1S5,www.afhto.ca
Colborne Clinic,905-355-5355,,56 Toronto StColborne  ONK0K 1S0,www.lakeviewfht.ca/index.php
Algonquin College of Applied Arts and Technology - Perth Campus - Health Services for Students and Staff,613-267-2859 ext 6546,healthservices@algonquincollege.com,7 Craig St  111Perth  ONK7H 1X7,
Bayridge Family Medicine Clinic,613-507-1212,,PO Box 20103 Taylor Kidd Post OfficeKingston  ONK7P 2T6,
Bayview Mall Medical Offices,613-966-4045,,470 Dundas St E  Suite 50Belleville  ONK8N 1G1,
Bridge Family Health,613-354-8238,,Bridge Family Health310 Bridge St W  Unit H1Napanee  ONK7R 0A4,
CDK Family Medicine and Walk In Clinic and Virtual Visits,613-766-0318,contactCDK@gmail.com,175 Princess StKingston  ONK7L 1A9,www.cdkmd.com
Sutherland Dr Clinic,613-766-0318,contactCDK@gmail.com,105 Sutherland DrKingston  ONK7K 5V6,www.cdkmd.com
Clinic At The Corner (The),343-600-3399 or 613-777-0779,,150 Sidney St  Unit 2BBelleville  ONK8P 5E2,www.clinicatthecorner.ca/
Cornelia Court Family Medicine,613-283-0710,,91 Cornelia St WSmiths Falls  ONK7A 5L3,www.corneliacourtfamilymedicine.com/
Elliot Street Medical Clinic,613-267-1660,,12 Elliot StPerth  ONK7H 3A3,
Frontenac Doctors,613-384-7640,,Plaza Site730 Front Rd  Unit 7Kingston  ONK7M 6P7,frontenacdoctors.ca/
Frontenac Medical Associates,613-544-2727,,791 Princess St Suite 201Kingston  ONK7L 1E9,www.frontenacmedical.com
Greenwood Medical Centre,613-507-7003,,804 John Marks AveKingston  ONK7K 0J7,www.greenwoodmedicalcentre.com
Loyalist College of Applied Arts and Technology - Loyalist Student Health Centre,613-969-1913 ext 2374,dbridger@loyalistcollege.com,PO Box 4200Belleville  ONK8N 5B9,www.loyaliststudents.com
Loyalist Family Practice,613-771-0008,,150 Sidney St  Unit 2ABelleville  ONK8P 5E2,www.loyalistfamilypractice.com
Meadowbrook Family Medicine,613-507-5400,,Meadowbrook Dental Centre Building540 Armstrong Rd Unit BKingston  ONK7M 7N8,
Napanee Family Physicians,613-354-8245,,310 Bridge St W  Unit H5Napanee  ONK7R 0A4,www.napaneefamilyphysicians.ca
Newburgh Clinic,613-378-1754,newburghclinic@gmail.com,PO Box 129Newburgh  ONK0K 2S0,
Perth Family Medicine,613-264-2686,,39 Drummond St WPerth  ONK7H 2J9,
Perth Medical Clinic,613-267-1200,,14 Isabella StPerth  ONK7H 2W6,
Quarry Family Medical Centre,613-541-3922,,2300 Princess StKingston  ONK7M 3G4,
Queen's University - Health Services,613-533-2506,,Mitchell Hall69 Union StKingston  ONK7L 3N6,www.queensu.ca/studentwellness/
St Lawrence College - Kingston - Campus Health Centre,613-544-5400 ext 1136,khealth@sl.on.ca,100 Portsmouth AveKingston  ONK7L 5A6,www.stlawrencecollege.ca/campuses-and-services/hea...
Stirling Medical Centre,613-395-5566,,9C Tuftsville RdStirling  ONK0K 3E0,
Sydenham Medical Centre,613-376-3327,,PO Box 270Sydenham  ONK0H 2T0,
Tamworth Medical Centre,613-379-2946,,52 Concession St STamworth  ONK0K 3G0,
Tay River Health Centre,613-201-9300,,Tay River Health Centre80 Dufferin St Suite 105Perth  ONK7H 3A7,
Thomas Street Clinic,613-354-2858,,310 Bridge St W Suite C01 Unit ANapanee  ONK7R 0A4,
Verona Medical Clinic,613-374-2077,,PO Box 160Verona  ONK0H 2W0,www.facebook.com/Verona-Medical-Clinic-13874596018...
High Risk Foot and Wound Care,613-962-0000,,161 Bridge St WBelleville  ONK8P 1K2,www.bqwchc.com
Belleville Foot, Ankle and Orthotic Clinic,613-962-8787,footguy04@gmail.com,Bayview Mall470 Dundas St E Unit 9Belleville  ONK8N 1G1,
Chiropody and Foot Care,613-475-0606,brightonsportandwellness@live.com,PO Box 610Brighton  ONK0K 1H0,www.brightonsportandwellness.com
Foot Fix - Foot Care Clinic and In-Home,613-332-4848,cingram@carenh.org,c/o Community Care North HastingsProfessional Services Building12 Flint Ave  Unit CBancroft  ONK0L 1C0,www.carenorthhastings.org
Foot Care - In Home and Clinic,1-800-267-0530,,785 Midpark Dr  Suite 102Kingston  ONK7M 7G3,www.cbi.ca
Foot Care Clinic,613-478-2224,,Box 849Tweed  ONK0K 3J0,www.ccch.ca
Foot Care - In Home and Clinic,613-396-6591,lisac@ccsh.ca,Box 622Deseronto  ONK0K 1X0,ccsh.ca
Foot Care Clinic,613-267-6400,,40 Sunset Blvd  Suite 100Perth  ONK7H 2Y4,www.chslc.ca
Primary Health Care,613-272-3302,,4319 Cove RdPortland  ONK0G 1V0,www.crchc.on.ca
Family Foot and Wellness Centre,613-645-3668,footandwellnesscentre@gmail.com,45 Main St Suite 1Picton  ONK0K 2T0,familyfootandwellness.ca
Jennifer Dolan - Chiropodist,613-284-6982,,91 Cornelia St WSmiths Falls  ONK7A 5L3,
Foot Care,613-542-2949,info@kchc.ca,263 Weller Ave Unit 4Kingston  ONK7K 2V4,www.kchc.ca
Advanced Foot Care,613-354-8937,info@kchc.ca,26 Dundas St WNapanee  ONK7R 1Z4,www.kchc.ca
Kingston Foot and Ankle Clinic and Orthotic Centre (The),613-634-1707,,805 Development DrKingston  ONK7M 4W6,www.kingstonfootclinic.com
Foot Care Clinic,613-336-8934,,12497A Hwy 41  Unit 1Northbrook  ONK0H 2G0,www.lolcs.com
Marathon Chiropody and Orthotic Clinic,613-546-3126,marathonorthotics@gmail.com,506 Days RdKingston  ONK7M 5R4,
Martin Brain Podiatry,613-969-1978,brain.martin@ymail.com,600 Dundas St E  Suite 1Belleville  ONK8N 5P9,www.footdrbrain.com
Merry Family Foot Clinic,613-542-3668,merryfoot@cogeco.net,791 Princess St Suite 101Kingston  ONK7L 1E9,www.merryfootclinic.ca
Personal Care and Foot Care Clinic,Health: 613-967-3603Social: 613-967-0122,socialreception@mbq-tmt.org,50 Meadow DrDeseronto  ONK0K 1X0,
Napanee Footcare - Clinic and In Home,613-532-0116,napaneefootcare@gmail.com,21 Dundas St WNapanee  ONK7R 1Z3,
Portsmouth Medical Clinic,613-546-2321,drbaran@cogeco.ca,902 Portsmouth AveKingston  ONK7M 1W9,drbaran.ca
Foot Care Clinic - Picton,613-476-7493,info@communitycareforseniors.org,74 King St  Unit APicton  ONK0K 2T0,communitycareforseniors.org
Foot Care Clinic - Rossmore,613-476-7493,info@communitycareforseniors.org,Cornerstone Church5103 Hwy 62Rossmore  ONK8N 4Z7,communitycareforseniors.org
Foot Care Clinic - Wellington,613-476-7493,info@communitycareforseniors.org,74 King St  Unit APicton  ONK0K 2T0,communitycareforseniors.org
Foot Care Clinic,613-541-3922,quarrymedical@gmail.com,2300 Princess StKingston  ONK7M 3G4,
High Risk Chiropody/Foot Care,613-498-1555,info@rideauchs.ca,100 Strowger Blvd Unit 107Brockville  ONK6V 5J9,www.rideauchs.ca
High Risk Chiropody/Foot Care,613-283-6322,info@rideauchs.ca,Box 550Merrickville  ONK0G 1N0,www.rideauchs.ca
High Risk Chiropody/Foot Care,613-498-1555,info@rideauchs.ca,40 Sunset Blvd Suite 105  Suite 105Perth  ONK7H 2Y4,www.rideauchs.ca
High Risk Chiropody/Foot Care,613-283-1952,info@rideauchs.ca,2 Gould St  Unit 118Smiths Falls  ONK7A 2S5,www.rideauchs.ca
Foot Care Clinic,613-279-3151,info@rfcs.ca,PO Box 250Sharbot Lake  ONK0H 2P0,www.rfcs.ca
Foot Care Clinics,613-342-3693,info@cphcare.ca,2235 Parkedale AveBrockville  ONK6V 6B2,www.cphcare.ca
Foot Care Clinic,613-548-7810,info@seniorskingston.ca,The Seniors Centre56 Francis StKingston  ONK7M 1L7,www.seniorskingston.ca
Foot Care Clinic,613-376-6477,info@sfcsc.ca,PO Box 43Sydenham  ONK0H 2T0,www.sfcsc.ca
Step by Step Orthotic - Mobility and Gait Center,613-902-5001,customerservice@stepbystepomg.ca,116 Pinnacle StBelleville  ONK8N 3A4,stepbystepomg.ca
Amherstview - Foot Care Clinic,613-634-0130,info@lasos.ca,101 William Henderson DrBath  ONK0H 1G0,www.von.ca
Centreville - Foot Care Clinic,613-354-6668 ext 116,info@lasos.ca,4504 County Rd 4Centreville  ONK0K 1N0,www.lasos.ca
Foot Care Clinic - Napanee,613-354-6668,cindy.weese@von.ca,12 Richmond Park DrNapanee  ONK7R 2Z5,www.von.ca
Foot Care In Home and In Clinic,613-634-0130 ext 2303,Vanessa.rogers@von.ca,1469 Princess StKingston  ONK7M 3E9,www.von.ca
Foot Care Clinic,613-392-4181 ext 5315,,80 Division StTrenton  ONK8V 5S5,www.von.ca
Foot Care Clinic,613-256-4700,info@carebridge.ca,PO Box 610Almonte  ONK0A 1A0,www.carebridge.ca
Immunization Clinics,613-966-5500 ext 313,cdcimm@hpeph.ca,179 North Park StBelleville  ONK8P 4P1,hpepublichealth.ca/clinic/immunization-clinic/
Kingston Travel Vaccination Clinic,613-507-8317,,902 Portsmouth AveKingston  ONK7M 1W9,www.kingstontravel.ca
Immunization Clinic,613-549-1232 ext 1451,,221 Portsmouth AveKingston  ONK7M 1V5,www.kflaph.ca/appointments
School Immunization Program,613-549-1232 ext 1451,,221 Portsmouth AveKingston  ONK7M 1V5,www.kflaph.ca
Immunization Clinic and Travel Health,613-382-4231,,375 William St S Unit 200Gananoque  ONK7G 1T2,healthunit.org/clinics-classes/immunization-clinic...
Immunization Clinic and Travel Health,613-345-5685,,458 Laurier BlvdBrockville  ONK6V 7A3,healthunit.org/clinics-classes/immunization-clinic...
Immunization Clinic and Travel Health,613-283-2740,,1 Sherbrooke E  Suite 160Perth  ONK7H 1A1,healthunit.org/health-information/immunization/
Immunization Clinic and Travel Health,613-283-2740,,25 Johnston StSmiths Falls  ONK7A 0A4,healthunit.org/clinics-classes/immunization-clinic...
Community Health - Public Health Awareness and Prevention,Health: 613-967-3603Social: 613-967-0122,socialreception@mbq-tmt.org,50 Meadow DrDeseronto  ONK0K 1X0,
Health and Wellness,613-969-5258,phs_belleville@paramed.com,100 Bell Blvd Suite 330Belleville  ONK8P 4Y7,www.paramed.com
Wellness and Influenza,,info@paramed.com,786 Blackburn MewsKingston  ONK7P 2N7,www.paramed.com
Portsmouth Medical Clinic,613-546-2321,drbaran@cogeco.ca,902 Portsmouth AveKingston  ONK7M 1W9,drbaran.ca
Quinte Travel Health Clinic,613-966-5486,admin@qthc.ca,135 Victoria Ave Suite 201Belleville  ONK8N 3B3,www.qthc.ca
St Lawrence College - Kingston - Campus Health Centre,613-544-5400 ext 1136,khealth@sl.on.ca,100 Portsmouth AveKingston  ONK7L 5A6,www.stlawrencecollege.ca/campuses-and-services/hea...
Yellow Fever Vaccination Centres in Canada,613-957-8739,yfinfofj@phac-aspc.gc.ca,100 Colonnade Rd  AL 6201 BOttawa  ONK1A 0K9,www.canada.ca/en/public-health/services/travel-hea...
Arbour Heights Long Term Care Residence - AXR Operating (National) LP,613-544-1155,dyah.dillon@reveraliving.com,564 Tanner DrKingston  ONK7M 0C3,www.reveraliving.com/en/live-with-us/ontario/kings...
Belmont Long Term Care Facility - Belcrest Nursing Home,613-968-4434,jmccaw@belmontltcf.ca,250 Bridge St WBelleville  ONK8P 5N3,www.belmontltcf.ca
Long-Term Care Home,613-283-1845,alaina.kerr@broadviewnc.ca,210 Brockville StSmiths Falls  ONK7A 3Z4,www.broadviewnc.ca
Long-Term Care Home,613-472-3130,,PO Box 429Marmora  ONK0K 2M0,www.caressantcare.com/home.php?id=27
Long-Term Care Program,613-382-4752,,375 James StGananoque  ONK7G 2Z1,www.gibsonfamilyhealthcare.com/carveth-care-centre
Long-Term Care Home,613-392-1289,,106 Crown StTrenton  ONK8V 6R3,www.crownridgehealth.ca/crown-ridge-place/
E J Mcquigge Lodge - Long-Term Care Home,613-966-7717,agarland@mcquiggelodge.com,PO Box 68Cannifton  ONK0K 1K0,www.mcquiggelodge.com
Extendicare - Kingston,613-549-5010,cnh_kingston@extendicare.com,309 Queen Mary RdKingston  ONK7M 6P4,www.extendicarekingston.com/
Fairmount Home - Long-Term Care Home,613-546-4264,,2069 Battersea RdGlenburnie  ONK0H 1S0,www.frontenaccounty.ca/en/fairmounthome/index.aspx
Friendly Manor Nursing Home - Long-Term Care Home,613-396-3438,info@friendlymanornursinghome.com,PO Box 305Deseronto  ONK0K 1X0,www.friendlymanornursinghome.com
Hallowell House Long Term Care by Revera,613-476-4444,,13628 Loyalist PkwyPicton  ONK0K 2T0,www.reveraliving.com
Hastings Centennial Manor - Long-Term Care Home,613-332-2070,,1 Manor Lane  Box 758Bancroft  ONK0L 1C0,www.hastingscounty.com/services/social-services/lo...
